astyanax_mexicanus ENSAMXG00000028614
pygocentrus_nattereri ENSPNAG00000019850
danio_rerio ENSDARG00000094660
mola_mola ENSMMOG00000019743
takifugu_rubripes ENSTRUG00000024504
gasterosteus_aculeatus ENSGACG00000002011
labrus_bergylta ENSLBEG00000021290
astatotilapia_calliptera ENSACLG00000026064
haplochromis_burtoni ENSHBUG00000011140
maylandia_zebra ENSMZEG00005021535
pundamilia_nyererei ENSPNYG00000011044
neolamprologus_brichardi ENSNBRG00000000470
amphilophus_citrinellus ENSACIG00000020381
anabas_testudineus ENSATEG00000005655
amphiprion_ocellaris ENSAOCG00000018998
amphiprion_percula ENSAPEG00000003248
acanthochromis_polyacanthus ENSAPOG00000004161
stegastes_partitus ENSSPAG00000008263
poecilia_formosa ENSPFOG00000021694
poecilia_latipinna ENSPLAG00000018575
poecilia_mexicana ENSPMEG00000012998
xiphophorus_maculatus ENSXMAG00000011718
xiphophorus_couchianus ENSXCOG00000003094
gambusia_affinis ENSGAFG00000021164
cyprinodon_variegatus ENSCVAG00000023218
fundulus_heteroclitus ENSFHEG00000010028
kryptolebias_marmoratus ENSKMAG00000004686
oryzias_latipes_asm223467v1 ENSORLG00000024671
oryzias_latipes_asm223469v1 ENSORLG00015017598
oryzias_latipes_asm223471v1 ENSORLG00020014681
oryzias_melastigma ENSOMEG00000014777
mastacembelus_armatus ENSMAMG00000018562
monopterus_albus ENSMALG00000002225
scophthalmus_maximus ENSSMAG00000004164
cynoglossus_semilaevis ENSCSEG00000005152
seriola_lalandi_dorsalis ENSSLDG00000022808
seriola_dumerili ENSSDUG00000010071
periophthalmus_magnuspinnatus ENSPMGG00000012684
hippocampus_comes ENSHCOG00000014123
gadus_morhua ENSGMOG00000012905
esox_lucius ENSELUG00000001402
scleropages_formosus ENSSFOG00015022156
paramormyrops_kingsleyae ENSPKIG00000004811
lepisosteus_oculatus ENSLOCG00000002373
