scophthalmus_maximus ENSSMAG00000017721
cynoglossus_semilaevis ENSCSEG00000010113
seriola_dumerili ENSSDUG00000021416
seriola_lalandi_dorsalis ENSSLDG00000007071
mastacembelus_armatus ENSMAMG00000001796
monopterus_albus ENSMALG00000022688
anabas_testudineus ENSATEG00000000500
takifugu_rubripes ENSTRUG00000003688
tetraodon_nigroviridis ENSTNIG00000003587
mola_mola ENSMMOG00000013453
gasterosteus_aculeatus ENSGACG00000004295
labrus_bergylta ENSLBEG00000025361
xiphophorus_maculatus ENSXMAG00000006177
gambusia_affinis ENSGAFG00000015305
poecilia_latipinna ENSPLAG00000006045
poecilia_latipinna ENSPLAG00000022331
poecilia_formosa ENSPFOG00000017266
poecilia_formosa ENSPFOG00000017315
poecilia_mexicana ENSPMEG00000015127
poecilia_reticulata ENSPREG00000014567
cyprinodon_variegatus ENSCVAG00000003083
fundulus_heteroclitus ENSFHEG00000003058
kryptolebias_marmoratus ENSKMAG00000020331
oryzias_melastigma ENSOMEG00000007851
maylandia_zebra ENSMZEG00005000386
astatotilapia_calliptera ENSACLG00000003468
haplochromis_burtoni ENSHBUG00000013760
oreochromis_niloticus ENSONIG00000000584
amphiprion_ocellaris ENSAOCG00000010626
amphiprion_percula ENSAPEG00000022101
acanthochromis_polyacanthus ENSAPOG00000017780
hippocampus_comes ENSHCOG00000014443
gadus_morhua ENSGMOG00000002542
esox_lucius ENSELUG00000000567
astyanax_mexicanus ENSAMXG00000005302
pygocentrus_nattereri ENSPNAG00000008094
ictalurus_punctatus ENSIPUG00000011138
danio_rerio ENSDARG00000063076
scleropages_formosus ENSSFOG00015002244
paramormyrops_kingsleyae ENSPKIG00000025096
lepisosteus_oculatus ENSLOCG00000013825
