mola_mola ENSMMOG00000005634
poecilia_latipinna ENSPLAG00000008775
esox_lucius ENSELUG00000010344
lepisosteus_oculatus ENSLOCG00000005610
chrysemys_picta_bellii ENSCPBG00000027455
chelonoidis_abingdonii ENSCABG00000003961
pelodiscus_sinensis ENSPSIG00000007168
crocodylus_porosus ENSCPRG00005007985
pogona_vitticeps ENSPVIG00000000656
salvator_merianae ENSSMRG00000019553
loxodonta_africana ENSLAFG00000032038
dasypus_novemcinctus ENSDNOG00000038017
colobus_angolensis_palliatus ENSCANG00000030220
piliocolobus_tephrosceles ENSPTEG00000005911
rhinopithecus_roxellana ENSRROG00000045023
rhinopithecus_bieti ENSRBIG00000043449
cercocebus_atys ENSCATG00000043154
mandrillus_leucophaeus ENSMLEG00000044335
theropithecus_gelada ENSTGEG00000007053
papio_anubis ENSPANG00000023852
macaca_fascicularis ENSMFAG00000006242
macaca_mulatta ENSMMUG00000037750
macaca_nemestrina ENSMNEG00000035540
pan_paniscus ENSPPAG00000043457
pan_troglodytes ENSPTRG00000034012
homo_sapiens ENSG00000215529
gorilla_gorilla ENSGGOG00000000152
cebus_capucinus_imitator ENSCCAG00000022910
saimiri_boliviensis_boliviensis ENSSBOG00000035195
aotus_nancymaae ENSANAG00000029449
prolemur_simus ENSPSMG00000005256
propithecus_coquereli ENSPCOG00000003137
microcebus_murinus ENSMICG00000036641
urocitellus_parryii ENSUPAG00010019612
spermophilus_dauricus ENSSDAG00000000512
marmota_marmota_marmota ENSMMMG00000023682
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024493
mus_spicilegus ENSMSIG00000018831
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025936
meriones_unguiculatus ENSMUGG00000013217
peromyscus_maniculatus_bairdii ENSPEMG00000024359
cricetulus_griseus_crigri-picr ENSCGRG00015001499
oryctolagus_cuniculus ENSOCUG00000027297
capra_hircus ENSCHIG00000014175
ovis_aries ENSOARG00000005212
bos_taurus ENSBTAG00000051503
sus_scrofa ENSSSCG00000034812
ursus_americanus ENSUAMG00000023449
ursus_maritimus ENSUMAG00000024168
mustela_putorius_furo ENSMPUG00000017865
canis_lupus_familiaris ENSCAFG00000031611
canis_lupus_dingo ENSCAFG00020004774
vulpes_vulpes ENSVVUG00000005061
panthera_tigris_altaica ENSPTIG00000010965
panthera_pardus ENSPPRG00000020444
felis_catus ENSFCAG00000037633
equus_asinus_asinus ENSEASG00005004382
equus_caballus ENSECAG00000026847
phascolarctos_cinereus ENSPCIG00000025811
monodelphis_domestica ENSMODG00000028976
latimeria_chalumnae ENSLACG00000006097
