poecilia_formosa ENSPFOG00000016580
acanthochromis_polyacanthus ENSAPOG00000004843
oreochromis_niloticus ENSONIG00000009059
danio_rerio ENSDARG00000101750
danio_rerio ENSDARG00000099292
danio_rerio ENSDARG00000094890
danio_rerio ENSDARG00000102540
danio_rerio ENSDARG00000099759
gadus_morhua ENSGMOG00000001866
gasterosteus_aculeatus ENSGACG00000020149
paramormyrops_kingsleyae ENSPKIG00000015062
gasterosteus_aculeatus ENSGACG00000020099
gasterosteus_aculeatus ENSGACG00000019494
gadus_morhua ENSGMOG00000010303
gadus_morhua ENSGMOG00000000708
paramormyrops_kingsleyae ENSPKIG00000019131
astyanax_mexicanus ENSAMXG00000043678
danio_rerio ENSDARG00000094668
