poecilia_formosa ENSPFOG00000015260
poecilia_latipinna ENSPLAG00000018190
poecilia_mexicana ENSPMEG00000014615
poecilia_reticulata ENSPREG00000018795
xiphophorus_couchianus ENSXCOG00000002103
xiphophorus_maculatus ENSXMAG00000000122
gambusia_affinis ENSGAFG00000015687
fundulus_heteroclitus ENSFHEG00000002023
cyprinodon_variegatus ENSCVAG00000001563
kryptolebias_marmoratus ENSKMAG00000013619
oryzias_latipes_asm223471v1 ENSORLG00020012201
oryzias_latipes_asm223467v1 ENSORLG00000007252
oryzias_latipes_asm223469v1 ENSORLG00015010544
oryzias_melastigma ENSOMEG00000017305
gasterosteus_aculeatus ENSGACG00000008354
hippocampus_comes ENSHCOG00000003340
monopterus_albus ENSMALG00000000697
mastacembelus_armatus ENSMAMG00000010548
anabas_testudineus ENSATEG00000016644
seriola_dumerili ENSSDUG00000001052
seriola_lalandi_dorsalis ENSSLDG00000012191
scophthalmus_maximus ENSSMAG00000014201
amphiprion_percula ENSAPEG00000008013
amphiprion_ocellaris ENSAOCG00000010622
acanthochromis_polyacanthus ENSAPOG00000000501
stegastes_partitus ENSSPAG00000017303
maylandia_zebra ENSMZEG00005025784
pundamilia_nyererei ENSPNYG00000001913
astatotilapia_calliptera ENSACLG00000011282
astatotilapia_calliptera ENSACLG00000017146
maylandia_zebra ENSMZEG00005028058
neolamprologus_brichardi ENSNBRG00000000545
maylandia_zebra ENSMZEG00005011652
astatotilapia_calliptera ENSACLG00000010627
haplochromis_burtoni ENSHBUG00000017342
pundamilia_nyererei ENSPNYG00000012564
haplochromis_burtoni ENSHBUG00000017303
oreochromis_niloticus ENSONIG00000020021
amphilophus_citrinellus ENSACIG00000007227
takifugu_rubripes ENSTRUG00000014585
tetraodon_nigroviridis ENSTNIG00000012805
mola_mola ENSMMOG00000002046
mola_mola ENSMMOG00000002050
tetraodon_nigroviridis ENSTNIG00000001356
labrus_bergylta ENSLBEG00000014037
periophthalmus_magnuspinnatus ENSPMGG00000004918
esox_lucius ENSELUG00000000321
astyanax_mexicanus ENSAMXG00000008234
pygocentrus_nattereri ENSPNAG00000016339
ictalurus_punctatus ENSIPUG00000004581
danio_rerio ENSDARG00000070957
paramormyrops_kingsleyae ENSPKIG00000008645
scleropages_formosus ENSSFOG00015017686
lepisosteus_oculatus ENSLOCG00000002174
calidris_pugnax ENSCPUG00000011326
calidris_pygmaea ENSCPGG00000017051
lepidothrix_coronata ENSLCOG00000007145
manacus_vitellinus ENSMVIG00005009916
apteryx_owenii ENSAOWG00000013464
apteryx_haastii ENSAHAG00000011231
apteryx_rowi ENSARWG00000016714
dromaius_novaehollandiae ENSDNVG00000005761
crocodylus_porosus ENSCPRG00005000516
chrysemys_picta_bellii ENSCPBG00000023351
pelodiscus_sinensis ENSPSIG00000003332
pogona_vitticeps ENSPVIG00000018874
notechis_scutatus ENSNSUG00000001180
salvator_merianae ENSSMRG00000016765
sphenodon_punctatus ENSSPUG00000016324
xenopus_tropicalis ENSXETG00000012456
latimeria_chalumnae ENSLACG00000007743
petromyzon_marinus ENSPMAG00000008024
petromyzon_marinus ENSPMAG00000005882
