xiphophorus_maculatus ENSXMAG00000015645
xiphophorus_couchianus ENSXCOG00000009424
gambusia_affinis ENSGAFG00000011011
poecilia_formosa ENSPFOG00000006651
poecilia_mexicana ENSPMEG00000019603
poecilia_latipinna ENSPLAG00000011179
poecilia_reticulata ENSPREG00000011608
fundulus_heteroclitus ENSFHEG00000015720
cyprinodon_variegatus ENSCVAG00000012485
kryptolebias_marmoratus ENSKMAG00000002068
oryzias_latipes_asm223471v1 ENSORLG00020022169
oryzias_latipes_asm223469v1 ENSORLG00015020131
oryzias_latipes_asm223467v1 ENSORLG00000010777
oryzias_melastigma ENSOMEG00000019290
maylandia_zebra ENSMZEG00005017244
pundamilia_nyererei ENSPNYG00000009073
astatotilapia_calliptera ENSACLG00000005741
haplochromis_burtoni ENSHBUG00000002297
oreochromis_niloticus ENSONIG00000011041
neolamprologus_brichardi ENSNBRG00000021288
amphilophus_citrinellus ENSACIG00000022036
gasterosteus_aculeatus ENSGACG00000020138
cynoglossus_semilaevis ENSCSEG00000015733
monopterus_albus ENSMALG00000012548
mastacembelus_armatus ENSMAMG00000016094
anabas_testudineus ENSATEG00000013544
seriola_lalandi_dorsalis ENSSLDG00000023150
seriola_dumerili ENSSDUG00000021861
scophthalmus_maximus ENSSMAG00000012939
labrus_bergylta ENSLBEG00000007590
amphiprion_percula ENSAPEG00000015797
amphiprion_ocellaris ENSAOCG00000010468
acanthochromis_polyacanthus ENSAPOG00000001319
stegastes_partitus ENSSPAG00000013439
hippocampus_comes ENSHCOG00000010901
tetraodon_nigroviridis ENSTNIG00000003749
takifugu_rubripes ENSTRUG00000000665
mola_mola ENSMMOG00000018271
periophthalmus_magnuspinnatus ENSPMGG00000010535
gadus_morhua ENSGMOG00000009155
esox_lucius ENSELUG00000016827
astyanax_mexicanus ENSAMXG00000038093
pygocentrus_nattereri ENSPNAG00000008661
ictalurus_punctatus ENSIPUG00000010237
danio_rerio ENSDARG00000062561
scleropages_formosus ENSSFOG00015011183
paramormyrops_kingsleyae ENSPKIG00000008899
lepisosteus_oculatus ENSLOCG00000008823
ochotona_princeps ENSOPRG00000007589
oryctolagus_cuniculus ENSOCUG00000017437
tupaia_belangeri ENSTBEG00000015162
canis_lupus_dingo ENSCAFG00020000748
echinops_telfairi ENSETEG00000012895
pteropus_vampyrus ENSPVAG00000006424
myotis_lucifugus ENSMLUG00000000084
equus_asinus_asinus ENSEASG00005020210
equus_caballus ENSECAG00000019547
bos_mutus ENSBMUG00000018330
bos_taurus ENSBTAG00000012106
bison_bison_bison ENSBBBG00000020527
capra_hircus ENSCHIG00000026516
ovis_aries ENSOARG00000002711
tursiops_truncatus ENSTTRG00000009334
sus_scrofa ENSSSCG00000002408
ursus_maritimus ENSUMAG00000007146
ursus_americanus ENSUAMG00000000613
ailuropoda_melanoleuca ENSAMEG00000004024
mustela_putorius_furo ENSMPUG00000008714
neovison_vison ENSNVIG00000013942
canis_lupus_dingo ENSCAFG00020000743
canis_lupus_familiaris ENSCAFG00000017246
vulpes_vulpes ENSVVUG00000004460
panthera_tigris_altaica ENSPTIG00000014072
panthera_pardus ENSPPRG00000012853
felis_catus ENSFCAG00000001639
pan_paniscus ENSPPAG00000044000
pan_troglodytes ENSPTRG00000006588
homo_sapiens ENSG00000063761
gorilla_gorilla ENSGGOG00000009934
pongo_abelii ENSPPYG00000006033
nomascus_leucogenys ENSNLEG00000016792
papio_anubis ENSPANG00000007672
theropithecus_gelada ENSTGEG00000026619
cercocebus_atys ENSCATG00000031764
mandrillus_leucophaeus ENSMLEG00000035847
macaca_fascicularis ENSMFAG00000003597
macaca_mulatta ENSMMUG00000023627
macaca_nemestrina ENSMNEG00000044467
chlorocebus_sabaeus ENSCSAG00000011721
colobus_angolensis_palliatus ENSCANG00000034036
piliocolobus_tephrosceles ENSPTEG00000022993
rhinopithecus_roxellana ENSRROG00000031303
rhinopithecus_bieti ENSRBIG00000044368
saimiri_boliviensis_boliviensis ENSSBOG00000031769
cebus_capucinus_imitator ENSCCAG00000025961
callithrix_jacchus ENSCJAG00000017038
aotus_nancymaae ENSANAG00000018489
carlito_syrichta ENSTSYG00000008991
prolemur_simus ENSPSMG00000004878
microcebus_murinus ENSMICG00000016108
propithecus_coquereli ENSPCOG00000016318
otolemur_garnettii ENSOGAG00000006841
castor_canadensis ENSCCNG00000004558
dipodomys_ordii ENSDORG00000007129
chinchilla_lanigera ENSCLAG00000007379
octodon_degus ENSODEG00000011924
cavia_porcellus ENSCPOG00000010653
cavia_aperea ENSCAPG00000015627
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018030
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017880
fukomys_damarensis ENSFDAG00000016724
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021044
mus_spicilegus ENSMSIG00000030667
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018843
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017998
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029756
rattus_norvegicus ENSRNOG00000012685
meriones_unguiculatus ENSMUGG00000021611
cricetulus_griseus_crigri_1.0 ENSCGRG00000008586
cricetulus_griseus_crigri-picr ENSCGRG00015003067
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021276
mesocricetus_auratus ENSMAUG00000007724
peromyscus_maniculatus_bairdii ENSPEMG00000008573
microtus_ochrogaster ENSMOCG00000005075
nannospalax_galili ENSNGAG00000018771
jaculus_jaculus ENSJJAG00000016478
urocitellus_parryii ENSUPAG00010012794
spermophilus_dauricus ENSSDAG00000013610
marmota_marmota_marmota ENSMMMG00000019531
ictidomys_tridecemlineatus ENSSTOG00000010431
procavia_capensis ENSPCAG00000002126
loxodonta_africana ENSLAFG00000007008
dasypus_novemcinctus ENSDNOG00000007749
sorex_araneus ENSSARG00000013539
erinaceus_europaeus ENSEEUG00000010025
notamacropus_eugenii ENSMEUG00000013401
phascolarctos_cinereus ENSPCIG00000031606
sarcophilus_harrisii ENSSHAG00000017297
monodelphis_domestica ENSMODG00000005228
ornithorhynchus_anatinus ENSOANG00000004357
junco_hyemalis ENSJHYG00000012005
zonotrichia_albicollis ENSZALG00000014864
serinus_canaria ENSSCAG00000009231
lonchura_striata_domestica ENSLSDG00000003246
taeniopygia_guttata ENSTGUG00000012350
ficedula_albicollis ENSFALG00000012576
cyanistes_caeruleus ENSCCEG00000018427
parus_major ENSPMJG00000016856
manacus_vitellinus ENSMVIG00005003990
lepidothrix_coronata ENSLCOG00000005774
melopsittacus_undulatus ENSMUNG00000009166
calidris_pygmaea ENSCPGG00000002600
calidris_pugnax ENSCPUG00000019432
anser_brachyrhynchus ENSABRG00000001602
anas_platyrhynchos_platyrhynchos ENSAPLG00000016110
gallus_gallus ENSGALG00000010504
coturnix_japonica ENSCJPG00005019296
meleagris_gallopavo ENSMGAG00000012919
numida_meleagris ENSNMEG00000022420
