parus_major ENSPMJG00000015044
cyanistes_caeruleus ENSCCEG00000013778
zonotrichia_albicollis ENSZALG00000006783
serinus_canaria ENSSCAG00000013323
lonchura_striata_domestica ENSLSDG00000010961
taeniopygia_guttata ENSTGUG00000011439
ficedula_albicollis ENSFALG00000004990
manacus_vitellinus ENSMVIG00005010840
lepidothrix_coronata ENSLCOG00000008752
melopsittacus_undulatus ENSMUNG00000010138
calidris_pygmaea ENSCPGG00000006843
gallus_gallus ENSGALG00000026215
coturnix_japonica ENSCJPG00005014988
meleagris_gallopavo ENSMGAG00000011834
numida_meleagris ENSNMEG00000020113
anser_brachyrhynchus ENSABRG00000015362
anas_platyrhynchos_platyrhynchos ENSAPLG00000004135
apteryx_haastii ENSAHAG00000007421
apteryx_owenii ENSAOWG00000003808
apteryx_rowi ENSARWG00000001462
dromaius_novaehollandiae ENSDNVG00000001357
nothoprocta_perdicaria ENSNPEG00000008619
crocodylus_porosus ENSCPRG00005018163
gopherus_agassizii ENSGAGG00000004459
chelonoidis_abingdonii ENSCABG00000017024
chrysemys_picta_bellii ENSCPBG00000021629
pelodiscus_sinensis ENSPSIG00000000437
anolis_carolinensis ENSACAG00000005154
notechis_scutatus ENSNSUG00000017571
salvator_merianae ENSSMRG00000009688
xenopus_tropicalis ENSXETG00000033096
latimeria_chalumnae ENSLACG00000005623
mola_mola ENSMMOG00000009060
takifugu_rubripes ENSTRUG00000000319
seriola_lalandi_dorsalis ENSSLDG00000010530
seriola_dumerili ENSSDUG00000017917
cynoglossus_semilaevis ENSCSEG00000009487
mastacembelus_armatus ENSMAMG00000000162
monopterus_albus ENSMALG00000020384
anabas_testudineus ENSATEG00000020592
xiphophorus_maculatus ENSXMAG00000009121
xiphophorus_couchianus ENSXCOG00000004054
gambusia_affinis ENSGAFG00000018023
poecilia_formosa ENSPFOG00000018003
poecilia_latipinna ENSPLAG00000018176
poecilia_mexicana ENSPMEG00000024473
poecilia_reticulata ENSPREG00000009110
fundulus_heteroclitus ENSFHEG00000005413
cyprinodon_variegatus ENSCVAG00000005380
kryptolebias_marmoratus ENSKMAG00000016390
haplochromis_burtoni ENSHBUG00000012901
pundamilia_nyererei ENSPNYG00000022636
maylandia_zebra ENSMZEG00005011476
astatotilapia_calliptera ENSACLG00000027510
neolamprologus_brichardi ENSNBRG00000003908
oreochromis_niloticus ENSONIG00000019642
amphilophus_citrinellus ENSACIG00000019556
amphiprion_percula ENSAPEG00000007423
amphiprion_ocellaris ENSAOCG00000020689
acanthochromis_polyacanthus ENSAPOG00000019694
stegastes_partitus ENSSPAG00000011209
periophthalmus_magnuspinnatus ENSPMGG00000001802
scophthalmus_maximus ENSSMAG00000009674
oryzias_latipes_asm223467v1 ENSORLG00000009970
oryzias_latipes_asm223471v1 ENSORLG00020002445
oryzias_latipes_asm223469v1 ENSORLG00015022430
oryzias_melastigma ENSOMEG00000021901
hippocampus_comes ENSHCOG00000018563
esox_lucius ENSELUG00000021997
pygocentrus_nattereri ENSPNAG00000001640
ictalurus_punctatus ENSIPUG00000010847
paramormyrops_kingsleyae ENSPKIG00000003401
scleropages_formosus ENSSFOG00015007006
lepisosteus_oculatus ENSLOCG00000014211
latimeria_chalumnae ENSLACG00000003910
latimeria_chalumnae ENSLACG00000005094
xenopus_tropicalis ENSXETG00000018653
seriola_dumerili ENSSDUG00000001341
seriola_lalandi_dorsalis ENSSLDG00000001751
scophthalmus_maximus ENSSMAG00000009204
labrus_bergylta ENSLBEG00000026855
mola_mola ENSMMOG00000003318
anabas_testudineus ENSATEG00000017337
poecilia_formosa ENSPFOG00000016619
poecilia_mexicana ENSPMEG00000012539
poecilia_latipinna ENSPLAG00000005807
gambusia_affinis ENSGAFG00000006390
fundulus_heteroclitus ENSFHEG00000005187
kryptolebias_marmoratus ENSKMAG00000015372
oryzias_latipes_asm223469v1 ENSORLG00015001275
oryzias_latipes_asm223467v1 ENSORLG00000026827
oryzias_latipes_asm223471v1 ENSORLG00020016213
amphiprion_ocellaris ENSAOCG00000003407
amphiprion_percula ENSAPEG00000015988
acanthochromis_polyacanthus ENSAPOG00000001642
stegastes_partitus ENSSPAG00000010776
haplochromis_burtoni ENSHBUG00000020732
pundamilia_nyererei ENSPNYG00000018312
maylandia_zebra ENSMZEG00005009137
astatotilapia_calliptera ENSACLG00000025758
oreochromis_niloticus ENSONIG00000021267
neolamprologus_brichardi ENSNBRG00000013182
amphilophus_citrinellus ENSACIG00000008946
astyanax_mexicanus ENSAMXG00000033875
lepisosteus_oculatus ENSLOCG00000017358
eptatretus_burgeri ENSEBUG00000012217
