gallus_gallus ENSGALG00000011389
coturnix_japonica ENSCJPG00005002792
meleagris_gallopavo ENSMGAG00000013373
numida_meleagris ENSNMEG00000012394
anser_brachyrhynchus ENSABRG00000011595
anas_platyrhynchos_platyrhynchos ENSAPLG00000011933
manacus_vitellinus ENSMVIG00005007576
lepidothrix_coronata ENSLCOG00000009262
parus_major ENSPMJG00000017327
cyanistes_caeruleus ENSCCEG00000014996
taeniopygia_guttata ENSTGUG00000012821
lonchura_striata_domestica ENSLSDG00000005093
junco_hyemalis ENSJHYG00000011754
zonotrichia_albicollis ENSZALG00000006112
serinus_canaria ENSSCAG00000006668
ficedula_albicollis ENSFALG00000002771
calidris_pygmaea ENSCPGG00000009138
calidris_pugnax ENSCPUG00000003970
melopsittacus_undulatus ENSMUNG00000002326
apteryx_owenii ENSAOWG00000011178
apteryx_haastii ENSAHAG00000006043
apteryx_rowi ENSARWG00000016122
nothoprocta_perdicaria ENSNPEG00000003535
dromaius_novaehollandiae ENSDNVG00000004830
crocodylus_porosus ENSCPRG00005013397
chelonoidis_abingdonii ENSCABG00000016980
gopherus_agassizii ENSGAGG00000009472
chrysemys_picta_bellii ENSCPBG00000019513
pelodiscus_sinensis ENSPSIG00000015342
anolis_carolinensis ENSACAG00000000202
pogona_vitticeps ENSPVIG00000016140
notechis_scutatus ENSNSUG00000011116
salvator_merianae ENSSMRG00000002419
sphenodon_punctatus ENSSPUG00000008662
notamacropus_eugenii ENSMEUG00000004907
phascolarctos_cinereus ENSPCIG00000026593
sarcophilus_harrisii ENSSHAG00000009189
monodelphis_domestica ENSMODG00000013357
choloepus_hoffmanni ENSCHOG00000002536
dasypus_novemcinctus ENSDNOG00000045490
procavia_capensis ENSPCAG00000010219
loxodonta_africana ENSLAFG00000017186
echinops_telfairi ENSETEG00000014937
castor_canadensis ENSCCNG00000027478
dipodomys_ordii ENSDORG00000013734
mus_spicilegus ENSMSIG00000008575
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018976
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021277
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018127
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029884
rattus_norvegicus ENSRNOG00000008145
meriones_unguiculatus ENSMUGG00000005536
cricetulus_griseus_crigri_1.0 ENSCGRG00000005341
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012901
cricetulus_griseus_crigri-picr ENSCGRG00015018791
mesocricetus_auratus ENSMAUG00000021686
microtus_ochrogaster ENSMOCG00000017772
peromyscus_maniculatus_bairdii ENSPEMG00000022996
nannospalax_galili ENSNGAG00000011396
jaculus_jaculus ENSJJAG00000013511
spermophilus_dauricus ENSSDAG00000015044
urocitellus_parryii ENSUPAG00010017758
marmota_marmota_marmota ENSMMMG00000003876
ictidomys_tridecemlineatus ENSSTOG00000000751
chinchilla_lanigera ENSCLAG00000007812
octodon_degus ENSODEG00000002457
cavia_aperea ENSCAPG00000006119
cavia_porcellus ENSCPOG00000040090
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010368
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015639
fukomys_damarensis ENSFDAG00000011737
tupaia_belangeri ENSTBEG00000012561
bos_mutus ENSBMUG00000003352
bos_taurus ENSBTAG00000013475
bison_bison_bison ENSBBBG00000008712
capra_hircus ENSCHIG00000026463
ovis_aries ENSOARG00000004978
tursiops_truncatus ENSTTRG00000007196
sus_scrofa ENSSSCG00000002525
erinaceus_europaeus ENSEEUG00000010852
sorex_araneus ENSSARG00000010584
pteropus_vampyrus ENSPVAG00000012484
pan_paniscus ENSPPAG00000028105
pan_troglodytes ENSPTRG00000006746
gorilla_gorilla ENSGGOG00000004273
homo_sapiens ENSG00000131323
pongo_abelii ENSPPYG00000006162
nomascus_leucogenys ENSNLEG00000016049
mandrillus_leucophaeus ENSMLEG00000032977
theropithecus_gelada ENSTGEG00000009157
cercocebus_atys ENSCATG00000018109
papio_anubis ENSPANG00000018050
macaca_nemestrina ENSMNEG00000006799
macaca_fascicularis ENSMFAG00000045167
macaca_mulatta ENSMMUG00000011752
chlorocebus_sabaeus ENSCSAG00000010146
colobus_angolensis_palliatus ENSCANG00000037873
piliocolobus_tephrosceles ENSPTEG00000039862
rhinopithecus_roxellana ENSRROG00000045084
rhinopithecus_bieti ENSRBIG00000044448
cebus_capucinus_imitator ENSCCAG00000028672
callithrix_jacchus ENSCJAG00000009729
aotus_nancymaae ENSANAG00000022729
saimiri_boliviensis_boliviensis ENSSBOG00000011271
carlito_syrichta ENSTSYG00000031086
microcebus_murinus ENSMICG00000011793
propithecus_coquereli ENSPCOG00000014996
prolemur_simus ENSPSMG00000009453
otolemur_garnettii ENSOGAG00000002459
oryctolagus_cuniculus ENSOCUG00000003672
ochotona_princeps ENSOPRG00000000384
ursus_maritimus ENSUMAG00000006150
ursus_americanus ENSUAMG00000026117
ailuropoda_melanoleuca ENSAMEG00000018207
neovison_vison ENSNVIG00000009988
mustela_putorius_furo ENSMPUG00000002628
canis_lupus_dingo ENSCAFG00020008921
canis_lupus_familiaris ENSCAFG00000018075
vulpes_vulpes ENSVVUG00000000150
