bos_mutus ENSBMUG00000024010
bos_taurus ENSBTAG00000021381
bison_bison_bison ENSBBBG00000004216
ovis_aries ENSOARG00000000237
capra_hircus ENSCHIG00000014706
sus_scrofa ENSSSCG00000001595
tursiops_truncatus ENSTTRG00000009025
vicugna_pacos ENSVPAG00000007107
myotis_lucifugus ENSMLUG00000010690
equus_caballus ENSECAG00000009501
equus_asinus_asinus ENSEASG00005001233
pteropus_vampyrus ENSPVAG00000004457
ursus_maritimus ENSUMAG00000005405
ursus_americanus ENSUAMG00000022524
ailuropoda_melanoleuca ENSAMEG00000002994
neovison_vison ENSNVIG00000013673
mustela_putorius_furo ENSMPUG00000013716
canis_lupus_familiaris ENSCAFG00000001565
canis_lupus_dingo ENSCAFG00020008241
vulpes_vulpes ENSVVUG00000026579
panthera_tigris_altaica ENSPTIG00000021837
panthera_pardus ENSPPRG00000015645
felis_catus ENSFCAG00000006415
erinaceus_europaeus ENSEEUG00000001755
sorex_araneus ENSSARG00000001087
castor_canadensis ENSCCNG00000025857
dipodomys_ordii ENSDORG00000007350
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022644
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040260
mus_spicilegus ENSMSIG00000031451
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021732
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020721
rattus_norvegicus ENSRNOG00000053945
meriones_unguiculatus ENSMUGG00000019584
peromyscus_maniculatus_bairdii ENSPEMG00000001066
microtus_ochrogaster ENSMOCG00000020350
cricetulus_griseus_crigri-picr ENSCGRG00015025017
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016238
cricetulus_griseus_crigri_1.0 ENSCGRG00000000674
mesocricetus_auratus ENSMAUG00000011180
nannospalax_galili ENSNGAG00000013339
jaculus_jaculus ENSJJAG00000013670
cavia_porcellus ENSCPOG00000008247
cavia_aperea ENSCAPG00000017972
octodon_degus ENSODEG00000016457
chinchilla_lanigera ENSCLAG00000011749
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008636
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017172
fukomys_damarensis ENSFDAG00000009929
oryctolagus_cuniculus ENSOCUG00000006656
ochotona_princeps ENSOPRG00000012857
urocitellus_parryii ENSUPAG00010016906
