salvator_merianae ENSSMRG00000003702
notechis_scutatus ENSNSUG00000002656
gopherus_agassizii ENSGAGG00000000838
chelonoidis_abingdonii ENSCABG00000011432
chrysemys_picta_bellii ENSCPBG00000013382
pelodiscus_sinensis ENSPSIG00000007576
pogona_vitticeps ENSPVIG00000022670
anolis_carolinensis ENSACAG00000004902
sphenodon_punctatus ENSSPUG00000017548
pteropus_vampyrus ENSPVAG00000016376
myotis_lucifugus ENSMLUG00000003623
ursus_maritimus ENSUMAG00000017255
ursus_americanus ENSUAMG00000005285
ailuropoda_melanoleuca ENSAMEG00000002625
neovison_vison ENSNVIG00000004928
mustela_putorius_furo ENSMPUG00000008159
canis_lupus_familiaris ENSCAFG00000017002
canis_lupus_dingo ENSCAFG00020007138
vulpes_vulpes ENSVVUG00000028103
panthera_pardus ENSPPRG00000023143
panthera_tigris_altaica ENSPTIG00000019631
felis_catus ENSFCAG00000035275
equus_caballus ENSECAG00000014324
equus_asinus_asinus ENSEASG00005019505
vicugna_pacos ENSVPAG00000009731
tursiops_truncatus ENSTTRG00000010316
sus_scrofa ENSSSCG00000027528
propithecus_coquereli ENSPCOG00000016307
microcebus_murinus ENSMICG00000045002
prolemur_simus ENSPSMG00000017761
otolemur_garnettii ENSOGAG00000029496
carlito_syrichta ENSTSYG00000007507
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017388
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017683
rattus_norvegicus ENSRNOG00000006519
meriones_unguiculatus ENSMUGG00000011183
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021229
cricetulus_griseus_crigri_1.0 ENSCGRG00000007222
mesocricetus_auratus ENSMAUG00000010829
jaculus_jaculus ENSJJAG00000014456
castor_canadensis ENSCCNG00000002921
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013350
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018318
fukomys_damarensis ENSFDAG00000014425
chinchilla_lanigera ENSCLAG00000011319
octodon_degus ENSODEG00000017819
cavia_porcellus ENSCPOG00000019529
cavia_aperea ENSCAPG00000001680
ictidomys_tridecemlineatus ENSSTOG00000020988
spermophilus_dauricus ENSSDAG00000001154
urocitellus_parryii ENSUPAG00010016354
marmota_marmota_marmota ENSMMMG00000020245
dipodomys_ordii ENSDORG00000015910
cricetulus_griseus_crigri-picr ENSCGRG00015011560
microtus_ochrogaster ENSMOCG00000018427
peromyscus_maniculatus_bairdii ENSPEMG00000014180
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016552
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020895
mus_spicilegus ENSMSIG00000009390
nannospalax_galili ENSNGAG00000021700
pan_troglodytes ENSPTRG00000008728
pan_paniscus ENSPPAG00000042069
homo_sapiens ENSG00000179029
pan_troglodytes ENSPTRG00000045737
gorilla_gorilla ENSGGOG00000042431
gorilla_gorilla ENSGGOG00000039582
nomascus_leucogenys ENSNLEG00000031806
chlorocebus_sabaeus ENSCSAG00000010712
mandrillus_leucophaeus ENSMLEG00000041590
papio_anubis ENSPANG00000023842
macaca_fascicularis ENSMFAG00000033067
macaca_mulatta ENSMMUG00000039536
theropithecus_gelada ENSTGEG00000026174
cercocebus_atys ENSCATG00000034323
rhinopithecus_bieti ENSRBIG00000036363
rhinopithecus_roxellana ENSRROG00000030520
piliocolobus_tephrosceles ENSPTEG00000007511
colobus_angolensis_palliatus ENSCANG00000016314
saimiri_boliviensis_boliviensis ENSSBOG00000024275
cebus_capucinus_imitator ENSCCAG00000034338
aotus_nancymaae ENSANAG00000034345
callithrix_jacchus ENSCJAG00000014534
macaca_nemestrina ENSMNEG00000028413
bos_mutus ENSBMUG00000022335
bos_taurus ENSBTAG00000001702
bison_bison_bison ENSBBBG00000012658
capra_hircus ENSCHIG00000024916
ovis_aries ENSOARG00000019027
dasypus_novemcinctus ENSDNOG00000024785
procavia_capensis ENSPCAG00000006165
procavia_capensis ENSPCAG00000010916
loxodonta_africana ENSLAFG00000011967
phascolarctos_cinereus ENSPCIG00000023816
notamacropus_eugenii ENSMEUG00000002452
ornithorhynchus_anatinus ENSOANG00000012349
latimeria_chalumnae ENSLACG00000002376
scleropages_formosus ENSSFOG00015000069
paramormyrops_kingsleyae ENSPKIG00000011204
gasterosteus_aculeatus ENSGACG00000011983
mola_mola ENSMMOG00000003709
seriola_dumerili ENSSDUG00000005858
seriola_lalandi_dorsalis ENSSLDG00000014421
mastacembelus_armatus ENSMAMG00000014258
monopterus_albus ENSMALG00000020555
xiphophorus_maculatus ENSXMAG00000007290
poecilia_reticulata ENSPREG00000017327
fundulus_heteroclitus ENSFHEG00000020827
cyprinodon_variegatus ENSCVAG00000023060
oryzias_melastigma ENSOMEG00000007402
oryzias_latipes_asm223469v1 ENSORLG00015015810
oryzias_latipes_asm223471v1 ENSORLG00020009881
oryzias_latipes_asm223467v1 ENSORLG00000009892
oryzias_melastigma ENSOMEG00000007500
pundamilia_nyererei ENSPNYG00000005084
maylandia_zebra ENSMZEG00005015423
haplochromis_burtoni ENSHBUG00000004006
neolamprologus_brichardi ENSNBRG00000004974
astatotilapia_calliptera ENSACLG00000019092
amphilophus_citrinellus ENSACIG00000010305
poecilia_latipinna ENSPLAG00000002831
poecilia_formosa ENSPFOG00000014851
poecilia_mexicana ENSPMEG00000019669
xiphophorus_couchianus ENSXCOG00000019544
gambusia_affinis ENSGAFG00000014883
kryptolebias_marmoratus ENSKMAG00000002422
amphiprion_ocellaris ENSAOCG00000011397
amphiprion_percula ENSAPEG00000003891
tetraodon_nigroviridis ENSTNIG00000018325
takifugu_rubripes ENSTRUG00000024246
labrus_bergylta ENSLBEG00000005344
anabas_testudineus ENSATEG00000023709
scophthalmus_maximus ENSSMAG00000016709
stegastes_partitus ENSSPAG00000022253
acanthochromis_polyacanthus ENSAPOG00000008820
hippocampus_comes ENSHCOG00000007624
periophthalmus_magnuspinnatus ENSPMGG00000022378
cynoglossus_semilaevis ENSCSEG00000002170
gadus_morhua ENSGMOG00000019110
esox_lucius ENSELUG00000012013
astyanax_mexicanus ENSAMXG00000013091
pygocentrus_nattereri ENSPNAG00000023487
ictalurus_punctatus ENSIPUG00000008961
danio_rerio ENSDARG00000088398
