oryzias_latipes_asm223467v1 ENSORLG00000011674
oryzias_latipes_asm223471v1 ENSORLG00020009662
oryzias_latipes_asm223469v1 ENSORLG00015023265
oryzias_melastigma ENSOMEG00000020977
cynoglossus_semilaevis ENSCSEG00000020186
gasterosteus_aculeatus ENSGACG00000017793
mola_mola ENSMMOG00000021077
amphiprion_percula ENSAPEG00000003305
amphiprion_ocellaris ENSAOCG00000005131
acanthochromis_polyacanthus ENSAPOG00000000717
stegastes_partitus ENSSPAG00000010603
scophthalmus_maximus ENSSMAG00000017619
cyprinodon_variegatus ENSCVAG00000015038
fundulus_heteroclitus ENSFHEG00000012961
xiphophorus_maculatus ENSXMAG00000002242
xiphophorus_couchianus ENSXCOG00000005209
gambusia_affinis ENSGAFG00000004599
poecilia_formosa ENSPFOG00000003123
poecilia_latipinna ENSPLAG00000021781
poecilia_mexicana ENSPMEG00000010354
poecilia_reticulata ENSPREG00000005369
kryptolebias_marmoratus ENSKMAG00000014724
astatotilapia_calliptera ENSACLG00000025059
haplochromis_burtoni ENSHBUG00000005537
maylandia_zebra ENSMZEG00005016560
pundamilia_nyererei ENSPNYG00000010573
neolamprologus_brichardi ENSNBRG00000010422
oreochromis_niloticus ENSONIG00000004093
amphilophus_citrinellus ENSACIG00000023955
labrus_bergylta ENSLBEG00000021686
monopterus_albus ENSMALG00000006882
mastacembelus_armatus ENSMAMG00000005715
anabas_testudineus ENSATEG00000000116
seriola_dumerili ENSSDUG00000019465
seriola_lalandi_dorsalis ENSSLDG00000014463
hippocampus_comes ENSHCOG00000006858
tetraodon_nigroviridis ENSTNIG00000003943
takifugu_rubripes ENSTRUG00000002807
periophthalmus_magnuspinnatus ENSPMGG00000013945
gadus_morhua ENSGMOG00000013319
esox_lucius ENSELUG00000013637
pygocentrus_nattereri ENSPNAG00000005876
astyanax_mexicanus ENSAMXG00000021269
ictalurus_punctatus ENSIPUG00000024909
danio_rerio ENSDARG00000100642
scleropages_formosus ENSSFOG00015017856
paramormyrops_kingsleyae ENSPKIG00000023329
lepisosteus_oculatus ENSLOCG00000002781
phascolarctos_cinereus ENSPCIG00000010120
notamacropus_eugenii ENSMEUG00000005364
sarcophilus_harrisii ENSSHAG00000012916
monodelphis_domestica ENSMODG00000014394
castor_canadensis ENSCCNG00000021843
dipodomys_ordii ENSDORG00000012237
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026007
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063446
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028343
rattus_norvegicus ENSRNOG00000007575
meriones_unguiculatus ENSMUGG00000022701
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022554
cricetulus_griseus_crigri-picr ENSCGRG00015027823
cricetulus_griseus_crigri_1.0 ENSCGRG00000004346
mesocricetus_auratus ENSMAUG00000010325
peromyscus_maniculatus_bairdii ENSPEMG00000012426
nannospalax_galili ENSNGAG00000023835
jaculus_jaculus ENSJJAG00000014625
chinchilla_lanigera ENSCLAG00000014192
octodon_degus ENSODEG00000005164
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008477
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006852
fukomys_damarensis ENSFDAG00000002086
cavia_porcellus ENSCPOG00000006791
marmota_marmota_marmota ENSMMMG00000004212
ictidomys_tridecemlineatus ENSSTOG00000001576
urocitellus_parryii ENSUPAG00010015166
spermophilus_dauricus ENSSDAG00000007650
oryctolagus_cuniculus ENSOCUG00000013668
tupaia_belangeri ENSTBEG00000003392
microcebus_murinus ENSMICG00000035820
prolemur_simus ENSPSMG00000015916
propithecus_coquereli ENSPCOG00000005256
otolemur_garnettii ENSOGAG00000010358
pan_troglodytes ENSPTRG00000021197
pan_paniscus ENSPPAG00000041143
homo_sapiens ENSG00000148123
gorilla_gorilla ENSGGOG00000001281
pongo_abelii ENSPPYG00000019449
nomascus_leucogenys ENSNLEG00000034605
papio_anubis ENSPANG00000025678
theropithecus_gelada ENSTGEG00000001917
macaca_fascicularis ENSMFAG00000036301
macaca_mulatta ENSMMUG00000001827
macaca_nemestrina ENSMNEG00000040931
cercocebus_atys ENSCATG00000036719
mandrillus_leucophaeus ENSMLEG00000012163
chlorocebus_sabaeus ENSCSAG00000011175
rhinopithecus_roxellana ENSRROG00000016480
rhinopithecus_bieti ENSRBIG00000033163
colobus_angolensis_palliatus ENSCANG00000037056
piliocolobus_tephrosceles ENSPTEG00000035092
cebus_capucinus_imitator ENSCCAG00000022446
callithrix_jacchus ENSCJAG00000016264
saimiri_boliviensis_boliviensis ENSSBOG00000020787
aotus_nancymaae ENSANAG00000026880
carlito_syrichta ENSTSYG00000000402
sorex_araneus ENSSARG00000003286
erinaceus_europaeus ENSEEUG00000015667
capra_hircus ENSCHIG00000010910
ovis_aries ENSOARG00000007570
bos_mutus ENSBMUG00000002351
bos_taurus ENSBTAG00000003137
bison_bison_bison ENSBBBG00000014654
vicugna_pacos ENSVPAG00000002241
tursiops_truncatus ENSTTRG00000006580
equus_asinus_asinus ENSEASG00005022883
pteropus_vampyrus ENSPVAG00000007067
sus_scrofa ENSSSCG00000005393
myotis_lucifugus ENSMLUG00000001593
ursus_maritimus ENSUMAG00000012867
ursus_americanus ENSUAMG00000020930
ailuropoda_melanoleuca ENSAMEG00000000671
