capra_hircus ENSCHIG00000020586
ovis_aries ENSOARG00000008241
bos_taurus ENSBTAG00000046328
sus_scrofa ENSSSCG00000036036
tursiops_truncatus ENSTTRG00000007851
neovison_vison ENSNVIG00000015061
ursus_maritimus ENSUMAG00000019090
canis_lupus_dingo ENSCAFG00020001526
canis_lupus_familiaris ENSCAFG00000011091
vulpes_vulpes ENSVVUG00000007835
felis_catus ENSFCAG00000043945
panthera_tigris_altaica ENSPTIG00000006069
panthera_pardus ENSPPRG00000019379
equus_asinus_asinus ENSEASG00005018705
equus_caballus ENSECAG00000000026
prolemur_simus ENSPSMG00000006003
microcebus_murinus ENSMICG00000047361
otolemur_garnettii ENSOGAG00000031269
homo_sapiens ENSG00000124343
pan_troglodytes ENSPTRG00000023871
pongo_abelii ENSPPYG00000020091
rhinopithecus_bieti ENSRBIG00000043899
colobus_angolensis_palliatus ENSCANG00000039091
macaca_mulatta ENSMMUG00000018688
macaca_fascicularis ENSMFAG00000030168
macaca_nemestrina ENSMNEG00000033290
cercocebus_atys ENSCATG00000031578
chlorocebus_sabaeus ENSCSAG00000015670
mandrillus_leucophaeus ENSMLEG00000028813
papio_anubis ENSPANG00000022680
theropithecus_gelada ENSTGEG00000012360
choloepus_hoffmanni ENSCHOG00000010155
dasypus_novemcinctus ENSDNOG00000038122
loxodonta_africana ENSLAFG00000030349
monodelphis_domestica ENSMODG00000025339
