mastacembelus_armatus ENSMAMG00000015593
monopterus_albus ENSMALG00000000049
anabas_testudineus ENSATEG00000015046
seriola_dumerili ENSSDUG00000001838
seriola_lalandi_dorsalis ENSSLDG00000023379
tetraodon_nigroviridis ENSTNIG00000018018
takifugu_rubripes ENSTRUG00000009175
mola_mola ENSMMOG00000006326
gasterosteus_aculeatus ENSGACG00000017429
scophthalmus_maximus ENSSMAG00000006769
cynoglossus_semilaevis ENSCSEG00000009833
labrus_bergylta ENSLBEG00000015455
amphiprion_percula ENSAPEG00000013959
amphiprion_ocellaris ENSAOCG00000022638
acanthochromis_polyacanthus ENSAPOG00000023678
stegastes_partitus ENSSPAG00000001667
maylandia_zebra ENSMZEG00005019556
haplochromis_burtoni ENSHBUG00000015994
astatotilapia_calliptera ENSACLG00000022293
pundamilia_nyererei ENSPNYG00000010257
oreochromis_niloticus ENSONIG00000017488
neolamprologus_brichardi ENSNBRG00000012370
amphilophus_citrinellus ENSACIG00000018914
poecilia_formosa ENSPFOG00000011370
poecilia_mexicana ENSPMEG00000000330
poecilia_latipinna ENSPLAG00000010890
poecilia_reticulata ENSPREG00000002423
xiphophorus_couchianus ENSXCOG00000009885
xiphophorus_maculatus ENSXMAG00000010157
gambusia_affinis ENSGAFG00000016167
fundulus_heteroclitus ENSFHEG00000006730
cyprinodon_variegatus ENSCVAG00000002213
kryptolebias_marmoratus ENSKMAG00000002026
oryzias_melastigma ENSOMEG00000005749
oryzias_latipes_asm223467v1 ENSORLG00000030029
periophthalmus_magnuspinnatus ENSPMGG00000008246
hippocampus_comes ENSHCOG00000004415
gadus_morhua ENSGMOG00000017162
esox_lucius ENSELUG00000016613
pygocentrus_nattereri ENSPNAG00000002897
astyanax_mexicanus ENSAMXG00000036410
ictalurus_punctatus ENSIPUG00000002181
danio_rerio ENSDARG00000069996
scleropages_formosus ENSSFOG00015018429
paramormyrops_kingsleyae ENSPKIG00000012948
scleropages_formosus ENSSFOG00015014183
paramormyrops_kingsleyae ENSPKIG00000013657
lepisosteus_oculatus ENSLOCG00000012236
notechis_scutatus ENSNSUG00000012594
notechis_scutatus ENSNSUG00000012593
anolis_carolinensis ENSACAG00000012468
anolis_carolinensis ENSACAG00000013662
pogona_vitticeps ENSPVIG00000006490
salvator_merianae ENSSMRG00000013023
sphenodon_punctatus ENSSPUG00000005314
gopherus_agassizii ENSGAGG00000013686
chelonoidis_abingdonii ENSCABG00000001052
chrysemys_picta_bellii ENSCPBG00000016372
pelodiscus_sinensis ENSPSIG00000009102
apteryx_owenii ENSAOWG00000005910
apteryx_haastii ENSAHAG00000014140
crocodylus_porosus ENSCPRG00005012150
calidris_pygmaea ENSCPGG00000003720
calidris_pugnax ENSCPUG00000017058
melopsittacus_undulatus ENSMUNG00000002433
anas_platyrhynchos_platyrhynchos ENSAPLG00000003329
apteryx_rowi ENSARWG00000017589
dromaius_novaehollandiae ENSDNVG00000007851
anser_brachyrhynchus ENSABRG00000011039
anser_brachyrhynchus ENSABRG00000011036
meleagris_gallopavo ENSMGAG00000011256
gallus_gallus ENSGALG00000014026
coturnix_japonica ENSCJPG00005006975
numida_meleagris ENSNMEG00000007597
nothoprocta_perdicaria ENSNPEG00000003758
nothoprocta_perdicaria ENSNPEG00000003760
apteryx_haastii ENSAHAG00000014147
apteryx_owenii ENSAOWG00000005901
taeniopygia_guttata ENSTGUG00000003488
serinus_canaria ENSSCAG00000014005
zonotrichia_albicollis ENSZALG00000005643
junco_hyemalis ENSJHYG00000003089
ficedula_albicollis ENSFALG00000006267
manacus_vitellinus ENSMVIG00005000461
lepidothrix_coronata ENSLCOG00000001910
parus_major ENSPMJG00000009595
cyanistes_caeruleus ENSCCEG00000021489
lonchura_striata_domestica ENSLSDG00000009965
ornithorhynchus_anatinus ENSOANG00000013026
phascolarctos_cinereus ENSPCIG00000006449
notamacropus_eugenii ENSMEUG00000007333
monodelphis_domestica ENSMODG00000020687
monodelphis_domestica ENSMODG00000023234
sarcophilus_harrisii ENSSHAG00000005943
choloepus_hoffmanni ENSCHOG00000008846
dasypus_novemcinctus ENSDNOG00000037409
capra_hircus ENSCHIG00000020786
ovis_aries ENSOARG00000014034
bos_taurus ENSBTAG00000004426
sus_scrofa ENSSSCG00000009177
vicugna_pacos ENSVPAG00000011321
pteropus_vampyrus ENSPVAG00000017675
equus_caballus ENSECAG00000008379
equus_asinus_asinus ENSEASG00005018509
erinaceus_europaeus ENSEEUG00000006425
ursus_maritimus ENSUMAG00000005135
ursus_americanus ENSUAMG00000003529
ailuropoda_melanoleuca ENSAMEG00000000964
mustela_putorius_furo ENSMPUG00000009558
neovison_vison ENSNVIG00000004483
canis_lupus_familiaris ENSCAFG00000010592
canis_lupus_dingo ENSCAFG00020003223
vulpes_vulpes ENSVVUG00000007946
felis_catus ENSFCAG00000042454
panthera_pardus ENSPPRG00000005799
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074212
mus_spicilegus ENSMSIG00000011127
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026624
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025669
