labrus_bergylta ENSLBEG00000013196
esox_lucius ENSELUG00000023182
pteropus_vampyrus ENSPVAG00000007541
myotis_lucifugus ENSMLUG00000007574
equus_caballus ENSECAG00000031769
equus_asinus_asinus ENSEASG00005001880
mustela_putorius_furo ENSMPUG00000006507
neovison_vison ENSNVIG00000020120
ursus_maritimus ENSUMAG00000001703
ailuropoda_melanoleuca ENSAMEG00000001069
ursus_americanus ENSUAMG00000006310
canis_lupus_familiaris ENSCAFG00000010655
canis_lupus_dingo ENSCAFG00020010685
vulpes_vulpes ENSVVUG00000020213
panthera_pardus ENSPPRG00000004928
panthera_tigris_altaica ENSPTIG00000015966
felis_catus ENSFCAG00000046038
capra_hircus ENSCHIG00000023273
ovis_aries ENSOARG00000011699
bos_mutus ENSBMUG00000022927
bos_taurus ENSBTAG00000033384
bison_bison_bison ENSBBBG00000011061
tursiops_truncatus ENSTTRG00000000196
sus_scrofa ENSSSCG00000015216
vicugna_pacos ENSVPAG00000011643
erinaceus_europaeus ENSEEUG00000012921
cricetulus_griseus_crigri_1.0 ENSCGRG00000011462
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014068
cricetulus_griseus_crigri-picr ENSCGRG00015008699
mesocricetus_auratus ENSMAUG00000008554
peromyscus_maniculatus_bairdii ENSPEMG00000021529
microtus_ochrogaster ENSMOCG00000019968
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033097
mus_spicilegus ENSMSIG00000001079
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031971
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032110
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014835
rattus_norvegicus ENSRNOG00000008508
meriones_unguiculatus ENSMUGG00000006020
nannospalax_galili ENSNGAG00000009796
jaculus_jaculus ENSJJAG00000024162
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004087
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003104
fukomys_damarensis ENSFDAG00000000599
octodon_degus ENSODEG00000004018
chinchilla_lanigera ENSCLAG00000015258
cavia_porcellus ENSCPOG00000007297
castor_canadensis ENSCCNG00000018860
dipodomys_ordii ENSDORG00000004316
spermophilus_dauricus ENSSDAG00000004257
urocitellus_parryii ENSUPAG00010023832
marmota_marmota_marmota ENSMMMG00000001181
oryctolagus_cuniculus ENSOCUG00000017103
ochotona_princeps ENSOPRG00000001476
cebus_capucinus_imitator ENSCCAG00000035549
saimiri_boliviensis_boliviensis ENSSBOG00000028509
callithrix_jacchus ENSCJAG00000044455
aotus_nancymaae ENSANAG00000029665
pan_troglodytes ENSPTRG00000004447
pan_paniscus ENSPPAG00000041923
homo_sapiens ENSG00000134940
gorilla_gorilla ENSGGOG00000012891
nomascus_leucogenys ENSNLEG00000007454
theropithecus_gelada ENSTGEG00000028027
macaca_nemestrina ENSMNEG00000032872
chlorocebus_sabaeus ENSCSAG00000002289
piliocolobus_tephrosceles ENSPTEG00000004176
rhinopithecus_roxellana ENSRROG00000033372
rhinopithecus_bieti ENSRBIG00000024850
colobus_angolensis_palliatus ENSCANG00000038784
papio_anubis ENSPANG00000010859
cercocebus_atys ENSCATG00000036586
macaca_fascicularis ENSMFAG00000036664
macaca_mulatta ENSMMUG00000014812
mandrillus_leucophaeus ENSMLEG00000033433
pongo_abelii ENSPPYG00000004036
carlito_syrichta ENSTSYG00000003569
propithecus_coquereli ENSPCOG00000020617
prolemur_simus ENSPSMG00000002765
microcebus_murinus ENSMICG00000003070
otolemur_garnettii ENSOGAG00000001850
dasypus_novemcinctus ENSDNOG00000032692
choloepus_hoffmanni ENSCHOG00000002016
loxodonta_africana ENSLAFG00000013378
echinops_telfairi ENSETEG00000012094
felis_catus ENSFCAG00000038743
