coturnix_japonica ENSCJPG00005013285
gallus_gallus ENSGALG00000006942
numida_meleagris ENSNMEG00000022526
anser_brachyrhynchus ENSABRG00000015168
anas_platyrhynchos_platyrhynchos ENSAPLG00000003911
ficedula_albicollis ENSFALG00000007453
lepidothrix_coronata ENSLCOG00000015005
lonchura_striata_domestica ENSLSDG00000000799
junco_hyemalis ENSJHYG00000009451
taeniopygia_guttata ENSTGUG00000009748
serinus_canaria ENSSCAG00000003864
parus_major ENSPMJG00000018116
cyanistes_caeruleus ENSCCEG00000021615
zonotrichia_albicollis ENSZALG00000014356
calidris_pygmaea ENSCPGG00000018311
melopsittacus_undulatus ENSMUNG00000013440
nothoprocta_perdicaria ENSNPEG00000006675
meleagris_gallopavo ENSMGAG00000008453
calidris_pugnax ENSCPUG00000010008
apteryx_haastii ENSAHAG00000002908
apteryx_owenii ENSAOWG00000011566
apteryx_rowi ENSARWG00000003806
crocodylus_porosus ENSCPRG00005004710
chelonoidis_abingdonii ENSCABG00000019003
gopherus_agassizii ENSGAGG00000003218
chrysemys_picta_bellii ENSCPBG00000011281
pelodiscus_sinensis ENSPSIG00000012050
sphenodon_punctatus ENSSPUG00000015323
pogona_vitticeps ENSPVIG00000010689
notechis_scutatus ENSNSUG00000014556
salvator_merianae ENSSMRG00000008443
phascolarctos_cinereus ENSPCIG00000026233
notamacropus_eugenii ENSMEUG00000011257
sarcophilus_harrisii ENSSHAG00000012482
monodelphis_domestica ENSMODG00000009671
loxodonta_africana ENSLAFG00000002764
procavia_capensis ENSPCAG00000011666
echinops_telfairi ENSETEG00000015387
dasypus_novemcinctus ENSDNOG00000004619
castor_canadensis ENSCCNG00000003917
dipodomys_ordii ENSDORG00000025088
ictidomys_tridecemlineatus ENSSTOG00000015525
spermophilus_dauricus ENSSDAG00000007583
urocitellus_parryii ENSUPAG00010020895
marmota_marmota_marmota ENSMMMG00000014491
chinchilla_lanigera ENSCLAG00000010296
octodon_degus ENSODEG00000003614
cavia_porcellus ENSCPOG00000006014
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018249
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003296
fukomys_damarensis ENSFDAG00000011065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034614
mus_spicilegus ENSMSIG00000004277
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016847
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016008
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016883
rattus_norvegicus ENSRNOG00000018859
meriones_unguiculatus ENSMUGG00000018601
peromyscus_maniculatus_bairdii ENSPEMG00000015103
microtus_ochrogaster ENSMOCG00000020158
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023860
cricetulus_griseus_crigri-picr ENSCGRG00015027930
cricetulus_griseus_crigri_1.0 ENSCGRG00000012136
mesocricetus_auratus ENSMAUG00000012968
nannospalax_galili ENSNGAG00000007708
jaculus_jaculus ENSJJAG00000019573
oryctolagus_cuniculus ENSOCUG00000002320
ochotona_princeps ENSOPRG00000002262
pan_paniscus ENSPPAG00000028563
pan_troglodytes ENSPTRG00000014267
homo_sapiens ENSG00000100100
gorilla_gorilla ENSGGOG00000005211
pongo_abelii ENSPPYG00000011731
nomascus_leucogenys ENSNLEG00000004354
rhinopithecus_bieti ENSRBIG00000031187
rhinopithecus_roxellana ENSRROG00000037909
colobus_angolensis_palliatus ENSCANG00000023063
piliocolobus_tephrosceles ENSPTEG00000023742
chlorocebus_sabaeus ENSCSAG00000008749
cercocebus_atys ENSCATG00000041200
papio_anubis ENSPANG00000012703
theropithecus_gelada ENSTGEG00000022241
macaca_fascicularis ENSMFAG00000036079
macaca_nemestrina ENSMNEG00000039643
macaca_mulatta ENSMMUG00000019661
mandrillus_leucophaeus ENSMLEG00000038993
callithrix_jacchus ENSCJAG00000010973
saimiri_boliviensis_boliviensis ENSSBOG00000029123
cebus_capucinus_imitator ENSCCAG00000022509
aotus_nancymaae ENSANAG00000033197
carlito_syrichta ENSTSYG00000013839
microcebus_murinus ENSMICG00000016175
prolemur_simus ENSPSMG00000018238
propithecus_coquereli ENSPCOG00000023665
otolemur_garnettii ENSOGAG00000012258
tupaia_belangeri ENSTBEG00000013602
equus_caballus ENSECAG00000007355
equus_asinus_asinus ENSEASG00005010450
sorex_araneus ENSSARG00000005775
pteropus_vampyrus ENSPVAG00000001747
myotis_lucifugus ENSMLUG00000009923
capra_hircus ENSCHIG00000009005
ovis_aries ENSOARG00000009970
bos_taurus ENSBTAG00000010667
bos_mutus ENSBMUG00000024154
bison_bison_bison ENSBBBG00000025190
tursiops_truncatus ENSTTRG00000010276
sus_scrofa ENSSSCG00000010026
vicugna_pacos ENSVPAG00000004093
mustela_putorius_furo ENSMPUG00000012824
neovison_vison ENSNVIG00000001054
canis_lupus_dingo ENSCAFG00020001418
canis_lupus_familiaris ENSCAFG00000013077
vulpes_vulpes ENSVVUG00000002329
ursus_americanus ENSUAMG00000015015
ursus_maritimus ENSUMAG00000015979
ailuropoda_melanoleuca ENSAMEG00000007084
panthera_pardus ENSPPRG00000002104
panthera_tigris_altaica ENSPTIG00000005501
felis_catus ENSFCAG00000001319
ornithorhynchus_anatinus ENSOANG00000014653
xenopus_tropicalis ENSXETG00000004189
latimeria_chalumnae ENSLACG00000016745
seriola_lalandi_dorsalis ENSSLDG00000024942
seriola_dumerili ENSSDUG00000011546
monopterus_albus ENSMALG00000014661
mastacembelus_armatus ENSMAMG00000016283
scophthalmus_maximus ENSSMAG00000015002
mola_mola ENSMMOG00000017613
gasterosteus_aculeatus ENSGACG00000008705
labrus_bergylta ENSLBEG00000010816
labrus_bergylta ENSLBEG00000014557
amphiprion_percula ENSAPEG00000023886
amphiprion_ocellaris ENSAOCG00000010759
acanthochromis_polyacanthus ENSAPOG00000007067
stegastes_partitus ENSSPAG00000010483
oryzias_latipes_asm223467v1 ENSORLG00000006788
oryzias_latipes_asm223471v1 ENSORLG00020015559
oryzias_melastigma ENSOMEG00000002129
cyprinodon_variegatus ENSCVAG00000023046
fundulus_heteroclitus ENSFHEG00000015828
xiphophorus_maculatus ENSXMAG00000018071
xiphophorus_couchianus ENSXCOG00000017247
poecilia_formosa ENSPFOG00000009438
poecilia_latipinna ENSPLAG00000002839
poecilia_mexicana ENSPMEG00000021620
gambusia_affinis ENSGAFG00000018099
poecilia_reticulata ENSPREG00000022033
kryptolebias_marmoratus ENSKMAG00000017152
astatotilapia_calliptera ENSACLG00000025737
maylandia_zebra ENSMZEG00005017332
pundamilia_nyererei ENSPNYG00000015540
haplochromis_burtoni ENSHBUG00000005382
neolamprologus_brichardi ENSNBRG00000008799
oreochromis_niloticus ENSONIG00000013396
amphilophus_citrinellus ENSACIG00000011286
tetraodon_nigroviridis ENSTNIG00000015861
takifugu_rubripes ENSTRUG00000013696
anabas_testudineus ENSATEG00000010070
cynoglossus_semilaevis ENSCSEG00000012041
cynoglossus_semilaevis ENSCSEG00000016347
hippocampus_comes ENSHCOG00000009838
periophthalmus_magnuspinnatus ENSPMGG00000013408
gadus_morhua ENSGMOG00000011675
esox_lucius ENSELUG00000013299
pygocentrus_nattereri ENSPNAG00000011482
astyanax_mexicanus ENSAMXG00000030567
ictalurus_punctatus ENSIPUG00000006910
danio_rerio ENSDARG00000003281
scleropages_formosus ENSSFOG00015004396
paramormyrops_kingsleyae ENSPKIG00000023271
paramormyrops_kingsleyae ENSPKIG00000017186
scleropages_formosus ENSSFOG00015015561
astyanax_mexicanus ENSAMXG00000041481
pygocentrus_nattereri ENSPNAG00000004143
ictalurus_punctatus ENSIPUG00000018848
esox_lucius ENSELUG00000020990
lepisosteus_oculatus ENSLOCG00000004841
