ursus_americanus ENSUAMG00000023551
bison_bison_bison ENSBBBG00000012622
pan_troglodytes ENSPTRG00000052574
pan_paniscus ENSPPAG00000018724
rhinopithecus_bieti ENSRBIG00000025504
rhinopithecus_roxellana ENSRROG00000035370
colobus_angolensis_palliatus ENSCANG00000031332
cercocebus_atys ENSCATG00000028674
mandrillus_leucophaeus ENSMLEG00000042420
theropithecus_gelada ENSTGEG00000015174
papio_anubis ENSPANG00000030338
macaca_fascicularis ENSMFAG00000046159
macaca_nemestrina ENSMNEG00000045316
macaca_mulatta ENSMMUG00000041536
peromyscus_maniculatus_bairdii ENSPEMG00000028022
peromyscus_maniculatus_bairdii ENSPEMG00000029707
peromyscus_maniculatus_bairdii ENSPEMG00000027536
