calidris_pugnax ENSCPUG00000017939
calidris_pygmaea ENSCPGG00000002765
melopsittacus_undulatus ENSMUNG00000009835
apteryx_haastii ENSAHAG00000005862
apteryx_owenii ENSAOWG00000010160
apteryx_rowi ENSARWG00000002745
dromaius_novaehollandiae ENSDNVG00000003667
chelonoidis_abingdonii ENSCABG00000010766
gopherus_agassizii ENSGAGG00000000193
chrysemys_picta_bellii ENSCPBG00000004351
pelodiscus_sinensis ENSPSIG00000011857
crocodylus_porosus ENSCPRG00005006851
notechis_scutatus ENSNSUG00000006759
pogona_vitticeps ENSPVIG00000009573
salvator_merianae ENSSMRG00000021724
procavia_capensis ENSPCAG00000010132
loxodonta_africana ENSLAFG00000002252
ochotona_princeps ENSOPRG00000016177
dasypus_novemcinctus ENSDNOG00000041022
bos_mutus ENSBMUG00000003377
bos_taurus ENSBTAG00000046659
bison_bison_bison ENSBBBG00000008612
capra_hircus ENSCHIG00000019350
ovis_aries ENSOARG00000005555
sus_scrofa ENSSSCG00000020805
sorex_araneus ENSSARG00000005845
ailuropoda_melanoleuca ENSAMEG00000018997
canis_lupus_familiaris ENSCAFG00000028624
neovison_vison ENSNVIG00000011975
mustela_putorius_furo ENSMPUG00000018469
mus_spicilegus ENSMSIG00000014464
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034677
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071665
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033508
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032047
rattus_norvegicus ENSRNOG00000030619
meriones_unguiculatus ENSMUGG00000009090
cricetulus_griseus_crigri-picr ENSCGRG00015018046
cricetulus_griseus_crigri_1.0 ENSCGRG00000019461
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009252
peromyscus_maniculatus_bairdii ENSPEMG00000025527
nannospalax_galili ENSNGAG00000012767
ictidomys_tridecemlineatus ENSSTOG00000014071
oryctolagus_cuniculus ENSOCUG00000008672
gorilla_gorilla ENSGGOG00000008237
homo_sapiens ENSG00000189299
pan_troglodytes ENSPTRG00000045344
pan_paniscus ENSPPAG00000023762
pongo_abelii ENSPPYG00000020396
theropithecus_gelada ENSTGEG00000027407
chlorocebus_sabaeus ENSCSAG00000000120
callithrix_jacchus ENSCJAG00000048454
prolemur_simus ENSPSMG00000006152
loxodonta_africana ENSLAFG00000028716
procavia_capensis ENSPCAG00000011045
dasypus_novemcinctus ENSDNOG00000019290
monodelphis_domestica ENSMODG00000013351
notamacropus_eugenii ENSMEUG00000001623
phascolarctos_cinereus ENSPCIG00000012098
sarcophilus_harrisii ENSSHAG00000000583
ornithorhynchus_anatinus ENSOANG00000001452
xenopus_tropicalis ENSXETG00000021565
latimeria_chalumnae ENSLACG00000017498
amphiprion_ocellaris ENSAOCG00000007364
amphiprion_percula ENSAPEG00000000165
acanthochromis_polyacanthus ENSAPOG00000016670
stegastes_partitus ENSSPAG00000000165
seriola_dumerili ENSSDUG00000018344
seriola_lalandi_dorsalis ENSSLDG00000003259
takifugu_rubripes ENSTRUG00000014847
tetraodon_nigroviridis ENSTNIG00000018790
mola_mola ENSMMOG00000001013
cyprinodon_variegatus ENSCVAG00000006599
fundulus_heteroclitus ENSFHEG00000022376
xiphophorus_maculatus ENSXMAG00000029193
xiphophorus_couchianus ENSXCOG00000000927
poecilia_formosa ENSPFOG00000010151
poecilia_mexicana ENSPMEG00000005028
poecilia_latipinna ENSPLAG00000003192
poecilia_reticulata ENSPREG00000018384
gambusia_affinis ENSGAFG00000014584
kryptolebias_marmoratus ENSKMAG00000000233
oryzias_latipes_asm223471v1 ENSORLG00020007795
oryzias_latipes_asm223469v1 ENSORLG00015009524
oryzias_latipes_asm223467v1 ENSORLG00000019674
oryzias_melastigma ENSOMEG00000019845
scophthalmus_maximus ENSSMAG00000006320
cynoglossus_semilaevis ENSCSEG00000009218
hippocampus_comes ENSHCOG00000007530
maylandia_zebra ENSMZEG00005015635
astatotilapia_calliptera ENSACLG00000008771
pundamilia_nyererei ENSPNYG00000004185
neolamprologus_brichardi ENSNBRG00000010426
oreochromis_niloticus ENSONIG00000006931
amphilophus_citrinellus ENSACIG00000006097
anabas_testudineus ENSATEG00000017062
monopterus_albus ENSMALG00000002641
labrus_bergylta ENSLBEG00000025631
periophthalmus_magnuspinnatus ENSPMGG00000020069
gasterosteus_aculeatus ENSGACG00000017356
gadus_morhua ENSGMOG00000009491
esox_lucius ENSELUG00000000806
pygocentrus_nattereri ENSPNAG00000015339
astyanax_mexicanus ENSAMXG00000007405
ictalurus_punctatus ENSIPUG00000022784
danio_rerio ENSDARG00000004864
paramormyrops_kingsleyae ENSPKIG00000017997
lepisosteus_oculatus ENSLOCG00000003199
