capra_hircus ENSCHIG00000025882
ovis_aries ENSOARG00000015869
equus_caballus ENSECAG00000040443
pan_troglodytes ENSPTRG00000012459
pan_paniscus ENSPPAG00000031089
nomascus_leucogenys ENSNLEG00000010741
mandrillus_leucophaeus ENSMLEG00000031902
papio_anubis ENSPANG00000007064
cercocebus_atys ENSCATG00000015120
macaca_fascicularis ENSMFAG00000045827
macaca_mulatta ENSMMUG00000041273
macaca_nemestrina ENSMNEG00000027162
colobus_angolensis_palliatus ENSCANG00000028244
piliocolobus_tephrosceles ENSPTEG00000028641
rhinopithecus_roxellana ENSRROG00000033521
rhinopithecus_bieti ENSRBIG00000037064
saimiri_boliviensis_boliviensis ENSSBOG00000025042
cebus_capucinus_imitator ENSCCAG00000020512
callithrix_jacchus ENSCJAG00000011046
ornithorhynchus_anatinus ENSOANG00000029848
chrysemys_picta_bellii ENSCPBG00000019155
chelonoidis_abingdonii ENSCABG00000019330
pelodiscus_sinensis ENSPSIG00000010453
