choloepus_hoffmanni ENSCHOG00000005066
dasypus_novemcinctus ENSDNOG00000044550
loxodonta_africana ENSLAFG00000029089
loxodonta_africana ENSLAFG00000007076
procavia_capensis ENSPCAG00000007641
procavia_capensis ENSPCAG00000000108
myotis_lucifugus ENSMLUG00000007295
pteropus_vampyrus ENSPVAG00000000041
equus_caballus ENSECAG00000020204
equus_asinus_asinus ENSEASG00005006706
ursus_maritimus ENSUMAG00000018119
ursus_americanus ENSUAMG00000025166
ailuropoda_melanoleuca ENSAMEG00000014056
mustela_putorius_furo ENSMPUG00000007508
neovison_vison ENSNVIG00000002156
vulpes_vulpes ENSVVUG00000009131
canis_lupus_dingo ENSCAFG00020006466
canis_lupus_familiaris ENSCAFG00000004585
panthera_tigris_altaica ENSPTIG00000012421
panthera_pardus ENSPPRG00000016488
felis_catus ENSFCAG00000013796
bos_taurus ENSBTAG00000016766
bos_mutus ENSBMUG00000004297
bison_bison_bison ENSBBBG00000000940
ovis_aries ENSOARG00000001691
capra_hircus ENSCHIG00000011978
tursiops_truncatus ENSTTRG00000013416
sus_scrofa ENSSSCG00000016444
ictidomys_tridecemlineatus ENSSTOG00000024139
urocitellus_parryii ENSUPAG00010006579
spermophilus_dauricus ENSSDAG00000018987
marmota_marmota_marmota ENSMMMG00000006373
dipodomys_ordii ENSDORG00000004655
peromyscus_maniculatus_bairdii ENSPEMG00000013517
microtus_ochrogaster ENSMOCG00000019873
cricetulus_griseus_crigri-picr ENSCGRG00015007487
cricetulus_griseus_crigri_1.0 ENSCGRG00000014371
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000082
mus_spicilegus ENSMSIG00000020807
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029359
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029810
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028356
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022106
rattus_norvegicus ENSRNOG00000008465
meriones_unguiculatus ENSMUGG00000019025
nannospalax_galili ENSNGAG00000021842
cavia_aperea ENSCAPG00000015866
cavia_porcellus ENSCPOG00000024257
octodon_degus ENSODEG00000012160
chinchilla_lanigera ENSCLAG00000001328
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006748
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016316
fukomys_damarensis ENSFDAG00000009277
oryctolagus_cuniculus ENSOCUG00000016895
tupaia_belangeri ENSTBEG00000006322
pan_troglodytes ENSPTRG00000049537
pan_troglodytes ENSPTRG00000019863
pan_paniscus ENSPPAG00000035038
gorilla_gorilla ENSGGOG00000016490
homo_sapiens ENSG00000106565
pongo_abelii ENSPPYG00000018174
nomascus_leucogenys ENSNLEG00000003859
rhinopithecus_roxellana ENSRROG00000042127
rhinopithecus_bieti ENSRBIG00000032120
piliocolobus_tephrosceles ENSPTEG00000029048
colobus_angolensis_palliatus ENSCANG00000028269
papio_anubis ENSPANG00000018637
chlorocebus_sabaeus ENSCSAG00000006860
cercocebus_atys ENSCATG00000041586
mandrillus_leucophaeus ENSMLEG00000031264
macaca_fascicularis ENSMFAG00000044472
macaca_nemestrina ENSMNEG00000031364
macaca_mulatta ENSMMUG00000008596
theropithecus_gelada ENSTGEG00000003885
cebus_capucinus_imitator ENSCCAG00000027101
saimiri_boliviensis_boliviensis ENSSBOG00000030133
callithrix_jacchus ENSCJAG00000020128
aotus_nancymaae ENSANAG00000037646
carlito_syrichta ENSTSYG00000001368
prolemur_simus ENSPSMG00000008221
propithecus_coquereli ENSPCOG00000017342
microcebus_murinus ENSMICG00000042311
otolemur_garnettii ENSOGAG00000024384
phascolarctos_cinereus ENSPCIG00000008662
notamacropus_eugenii ENSMEUG00000016066
sarcophilus_harrisii ENSSHAG00000006855
ornithorhynchus_anatinus ENSOANG00000003094
phascolarctos_cinereus ENSPCIG00000008664
sarcophilus_harrisii ENSSHAG00000007073
monodelphis_domestica ENSMODG00000003685
myotis_lucifugus ENSMLUG00000007315
pteropus_vampyrus ENSPVAG00000000044
erinaceus_europaeus ENSEEUG00000011678
ursus_americanus ENSUAMG00000025165
ursus_maritimus ENSUMAG00000018103
ailuropoda_melanoleuca ENSAMEG00000014049
neovison_vison ENSNVIG00000002113
mustela_putorius_furo ENSMPUG00000007514
canis_lupus_familiaris ENSCAFG00000031409
canis_lupus_dingo ENSCAFG00020006462
vulpes_vulpes ENSVVUG00000009128
panthera_tigris_altaica ENSPTIG00000012435
panthera_pardus ENSPPRG00000013912
felis_catus ENSFCAG00000013797
capra_hircus ENSCHIG00000009158
ovis_aries ENSOARG00000001756
bos_taurus ENSBTAG00000012078
bos_mutus ENSBMUG00000004233
bison_bison_bison ENSBBBG00000000895
sus_scrofa ENSSSCG00000016443
equus_caballus ENSECAG00000021589
equus_asinus_asinus ENSEASG00005006704
gorilla_gorilla ENSGGOG00000016497
homo_sapiens ENSG00000002933
pan_troglodytes ENSPTRG00000044679
pan_troglodytes ENSPTRG00000019865
pan_paniscus ENSPPAG00000014592
pongo_abelii ENSPPYG00000018175
nomascus_leucogenys ENSNLEG00000003891
rhinopithecus_roxellana ENSRROG00000035784
rhinopithecus_bieti ENSRBIG00000037313
colobus_angolensis_palliatus ENSCANG00000019109
piliocolobus_tephrosceles ENSPTEG00000028968
mandrillus_leucophaeus ENSMLEG00000028649
cercocebus_atys ENSCATG00000038969
chlorocebus_sabaeus ENSCSAG00000006848
papio_anubis ENSPANG00000006707
theropithecus_gelada ENSTGEG00000003953
macaca_mulatta ENSMMUG00000047504
macaca_fascicularis ENSMFAG00000001658
macaca_nemestrina ENSMNEG00000034190
saimiri_boliviensis_boliviensis ENSSBOG00000021603
callithrix_jacchus ENSCJAG00000020147
cebus_capucinus_imitator ENSCCAG00000035384
aotus_nancymaae ENSANAG00000032250
carlito_syrichta ENSTSYG00000031761
propithecus_coquereli ENSPCOG00000025404
prolemur_simus ENSPSMG00000008248
microcebus_murinus ENSMICG00000008154
otolemur_garnettii ENSOGAG00000007820
tupaia_belangeri ENSTBEG00000006442
cricetulus_griseus_crigri_1.0 ENSCGRG00000015426
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002583
cricetulus_griseus_crigri-picr ENSCGRG00015007460
microtus_ochrogaster ENSMOCG00000006999
peromyscus_maniculatus_bairdii ENSPEMG00000012097
mus_spicilegus ENSMSIG00000020777
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023367
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029360
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028357
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022107
rattus_norvegicus ENSRNOG00000023708
meriones_unguiculatus ENSMUGG00000019068
nannospalax_galili ENSNGAG00000013256
castor_canadensis ENSCCNG00000006685
marmota_marmota_marmota ENSMMMG00000006366
ictidomys_tridecemlineatus ENSSTOG00000007396
spermophilus_dauricus ENSSDAG00000018997
urocitellus_parryii ENSUPAG00010006599
dipodomys_ordii ENSDORG00000004658
chinchilla_lanigera ENSCLAG00000002862
octodon_degus ENSODEG00000012248
cavia_aperea ENSCAPG00000016819
cavia_porcellus ENSCPOG00000007369
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006720
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016361
fukomys_damarensis ENSFDAG00000010000
loxodonta_africana ENSLAFG00000027480
loxodonta_africana ENSLAFG00000028452
procavia_capensis ENSPCAG00000000110
dasypus_novemcinctus ENSDNOG00000046252
chrysemys_picta_bellii ENSCPBG00000009837
salvator_merianae ENSSMRG00000001181
