fundulus_heteroclitus ENSFHEG00000018738
cyprinodon_variegatus ENSCVAG00000008835
poecilia_formosa ENSPFOG00000022521
poecilia_mexicana ENSPMEG00000008548
poecilia_reticulata ENSPREG00000001994
xiphophorus_couchianus ENSXCOG00000002073
neolamprologus_brichardi ENSNBRG00000016565
stegastes_partitus ENSSPAG00000014551
acanthochromis_polyacanthus ENSAPOG00000004593
seriola_dumerili ENSSDUG00000018827
seriola_lalandi_dorsalis ENSSLDG00000013510
scophthalmus_maximus ENSSMAG00000000606
oryzias_latipes_asm223471v1 ENSORLG00020014121
oryzias_latipes_asm223467v1 ENSORLG00000026064
oryzias_melastigma ENSOMEG00000016917
mastacembelus_armatus ENSMAMG00000011763
hippocampus_comes ENSHCOG00000009550
mola_mola ENSMMOG00000018925
periophthalmus_magnuspinnatus ENSPMGG00000015091
esox_lucius ENSELUG00000021662
