oryzias_latipes_asm223467v1 ENSORLG00000001987
oryzias_latipes_asm223471v1 ENSORLG00020017954
oryzias_latipes_asm223469v1 ENSORLG00015006474
oryzias_melastigma ENSOMEG00000023804
cynoglossus_semilaevis ENSCSEG00000006273
takifugu_rubripes ENSTRUG00000008924
tetraodon_nigroviridis ENSTNIG00000006534
gasterosteus_aculeatus ENSGACG00000013172
mastacembelus_armatus ENSMAMG00000017021
monopterus_albus ENSMALG00000006420
anabas_testudineus ENSATEG00000004907
seriola_dumerili ENSSDUG00000002904
seriola_dumerili ENSSDUG00000002938
seriola_lalandi_dorsalis ENSSLDG00000006309
scophthalmus_maximus ENSSMAG00000019528
labrus_bergylta ENSLBEG00000006841
kryptolebias_marmoratus ENSKMAG00000013937
kryptolebias_marmoratus ENSKMAG00000013965
xiphophorus_maculatus ENSXMAG00000003164
gambusia_affinis ENSGAFG00000004326
poecilia_mexicana ENSPMEG00000014098
poecilia_formosa ENSPFOG00000017317
fundulus_heteroclitus ENSFHEG00000000855
maylandia_zebra ENSMZEG00005024463
astatotilapia_calliptera ENSACLG00000017048
haplochromis_burtoni ENSHBUG00000001978
oreochromis_niloticus ENSONIG00000007769
acanthochromis_polyacanthus ENSAPOG00000004426
stegastes_partitus ENSSPAG00000006603
amphiprion_percula ENSAPEG00000017336
gadus_morhua ENSGMOG00000007947
pygocentrus_nattereri ENSPNAG00000014496
astyanax_mexicanus ENSAMXG00000020977
ictalurus_punctatus ENSIPUG00000019223
scleropages_formosus ENSSFOG00015006561
paramormyrops_kingsleyae ENSPKIG00000007489
acanthochromis_polyacanthus ENSAPOG00000004414
acanthochromis_polyacanthus ENSAPOG00000012007
periophthalmus_magnuspinnatus ENSPMGG00000020515
tetraodon_nigroviridis ENSTNIG00000006538
cyprinodon_variegatus ENSCVAG00000019833
cyprinodon_variegatus ENSCVAG00000019756
poecilia_reticulata ENSPREG00000020415
stegastes_partitus ENSSPAG00000006587
mola_mola ENSMMOG00000005191
amphilophus_citrinellus ENSACIG00000008310
maylandia_zebra ENSMZEG00005028376
xiphophorus_couchianus ENSXCOG00000009395
poecilia_latipinna ENSPLAG00000015097
acanthochromis_polyacanthus ENSAPOG00000018870
pundamilia_nyererei ENSPNYG00000021877
neolamprologus_brichardi ENSNBRG00000016014
amphiprion_ocellaris ENSAOCG00000001703
hippocampus_comes ENSHCOG00000016387
esox_lucius ENSELUG00000017720
danio_rerio ENSDARG00000114026
paramormyrops_kingsleyae ENSPKIG00000007516
lepisosteus_oculatus ENSLOCG00000014339
sphenodon_punctatus ENSSPUG00000003876
sphenodon_punctatus ENSSPUG00000003888
sphenodon_punctatus ENSSPUG00000003895
sphenodon_punctatus ENSSPUG00000003904
pogona_vitticeps ENSPVIG00000018262
anolis_carolinensis ENSACAG00000002195
notechis_scutatus ENSNSUG00000017218
salvator_merianae ENSSMRG00000015079
chelonoidis_abingdonii ENSCABG00000008365
chrysemys_picta_bellii ENSCPBG00000016683
loxodonta_africana ENSLAFG00000004251
procavia_capensis ENSPCAG00000007101
echinops_telfairi ENSETEG00000013576
castor_canadensis ENSCCNG00000026517
dipodomys_ordii ENSDORG00000006898
mus_spicilegus ENSMSIG00000022680
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037337
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030566
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029470
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012704
rattus_norvegicus ENSRNOG00000020505
meriones_unguiculatus ENSMUGG00000023001
cricetulus_griseus_crigri_1.0 ENSCGRG00000006413
cricetulus_griseus_crigri-picr ENSCGRG00015026300
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020669
mesocricetus_auratus ENSMAUG00000019980
microtus_ochrogaster ENSMOCG00000002993
peromyscus_maniculatus_bairdii ENSPEMG00000009782
nannospalax_galili ENSNGAG00000010126
jaculus_jaculus ENSJJAG00000011416
marmota_marmota_marmota ENSMMMG00000001226
