erinaceus_europaeus ENSEEUG00000012861
pteropus_vampyrus ENSPVAG00000000178
tursiops_truncatus ENSTTRG00000011030
sus_scrofa ENSSSCG00000033191
capra_hircus ENSCHIG00000002056
ovis_aries ENSOARG00000001860
bos_mutus ENSBMUG00000005363
bos_taurus ENSBTAG00000009762
bison_bison_bison ENSBBBG00000014334
canis_lupus_familiaris ENSCAFG00000032393
canis_lupus_dingo ENSCAFG00020017374
vulpes_vulpes ENSVVUG00000006571
mustela_putorius_furo ENSMPUG00000004927
neovison_vison ENSNVIG00000011640
ursus_americanus ENSUAMG00000006888
ursus_maritimus ENSUMAG00000021121
ailuropoda_melanoleuca ENSAMEG00000017005
panthera_pardus ENSPPRG00000012066
panthera_tigris_altaica ENSPTIG00000016124
felis_catus ENSFCAG00000015245
equus_asinus_asinus ENSEASG00005010873
equus_caballus ENSECAG00000007077
chinchilla_lanigera ENSCLAG00000008190
octodon_degus ENSODEG00000016084
cavia_porcellus ENSCPOG00000036515
cavia_aperea ENSCAPG00000016982
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012668
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012506
fukomys_damarensis ENSFDAG00000015401
ictidomys_tridecemlineatus ENSSTOG00000027189
marmota_marmota_marmota ENSMMMG00000008836
urocitellus_parryii ENSUPAG00010021449
castor_canadensis ENSCCNG00000017999
dipodomys_ordii ENSDORG00000015016
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032556
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031872
mus_spicilegus ENSMSIG00000023751
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031439
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023036
rattus_norvegicus ENSRNOG00000013301
meriones_unguiculatus ENSMUGG00000000256
microtus_ochrogaster ENSMOCG00000013884
peromyscus_maniculatus_bairdii ENSPEMG00000017019
cricetulus_griseus_crigri_1.0 ENSCGRG00000006647
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019666
cricetulus_griseus_crigri-picr ENSCGRG00015003810
mesocricetus_auratus ENSMAUG00000018813
nannospalax_galili ENSNGAG00000011568
jaculus_jaculus ENSJJAG00000011889
ochotona_princeps ENSOPRG00000010033
oryctolagus_cuniculus ENSOCUG00000021527
theropithecus_gelada ENSTGEG00000003501
papio_anubis ENSPANG00000017091
macaca_fascicularis ENSMFAG00000031444
macaca_nemestrina ENSMNEG00000037073
mandrillus_leucophaeus ENSMLEG00000034390
cercocebus_atys ENSCATG00000040570
chlorocebus_sabaeus ENSCSAG00000004668
rhinopithecus_roxellana ENSRROG00000032441
rhinopithecus_bieti ENSRBIG00000017447
colobus_angolensis_palliatus ENSCANG00000035280
piliocolobus_tephrosceles ENSPTEG00000020738
gorilla_gorilla ENSGGOG00000003427
homo_sapiens ENSG00000166546
pan_troglodytes ENSPTRG00000008192
pan_paniscus ENSPPAG00000023254
pongo_abelii ENSPPYG00000007417
nomascus_leucogenys ENSNLEG00000033811
callithrix_jacchus ENSCJAG00000016872
saimiri_boliviensis_boliviensis ENSSBOG00000027040
cebus_capucinus_imitator ENSCCAG00000007958
aotus_nancymaae ENSANAG00000031802
carlito_syrichta ENSTSYG00000026309
propithecus_coquereli ENSPCOG00000021489
prolemur_simus ENSPSMG00000013880
microcebus_murinus ENSMICG00000037496
otolemur_garnettii ENSOGAG00000009472
dasypus_novemcinctus ENSDNOG00000001474
loxodonta_africana ENSLAFG00000009624
procavia_capensis ENSPCAG00000015507
echinops_telfairi ENSETEG00000003659
