pan_paniscus ENSPPAG00000036807
pan_troglodytes ENSPTRG00000023042
homo_sapiens ENSG00000197619
gorilla_gorilla ENSGGOG00000008526
pongo_abelii ENSPPYG00000010331
nomascus_leucogenys ENSNLEG00000005978
macaca_fascicularis ENSMFAG00000041515
macaca_nemestrina ENSMNEG00000039185
theropithecus_gelada ENSTGEG00000004516
macaca_mulatta ENSMMUG00000003712
papio_anubis ENSPANG00000008085
cercocebus_atys ENSCATG00000005964
mandrillus_leucophaeus ENSMLEG00000043003
chlorocebus_sabaeus ENSCSAG00000002000
rhinopithecus_bieti ENSRBIG00000030380
rhinopithecus_roxellana ENSRROG00000029043
piliocolobus_tephrosceles ENSPTEG00000024685
colobus_angolensis_palliatus ENSCANG00000038616
cebus_capucinus_imitator ENSCCAG00000019724
saimiri_boliviensis_boliviensis ENSSBOG00000019348
callithrix_jacchus ENSCJAG00000002045
aotus_nancymaae ENSANAG00000015216
carlito_syrichta ENSTSYG00000001152
prolemur_simus ENSPSMG00000026054
microcebus_murinus ENSMICG00000034156
propithecus_coquereli ENSPCOG00000022056
otolemur_garnettii ENSOGAG00000004169
marmota_marmota_marmota ENSMMMG00000022499
urocitellus_parryii ENSUPAG00010008897
peromyscus_maniculatus_bairdii ENSPEMG00000029266
ursus_americanus ENSUAMG00000018482
ursus_maritimus ENSUMAG00000010390
mustela_putorius_furo ENSMPUG00000002799
neovison_vison ENSNVIG00000023228
canis_lupus_dingo ENSCAFG00020019069
vulpes_vulpes ENSVVUG00000011119
panthera_pardus ENSPPRG00000006552
panthera_tigris_altaica ENSPTIG00000015337
felis_catus ENSFCAG00000041284
equus_asinus_asinus ENSEASG00005008519
equus_caballus ENSECAG00000015902
tursiops_truncatus ENSTTRG00000004617
tursiops_truncatus ENSTTRG00000016559
tursiops_truncatus ENSTTRG00000004585
sus_scrofa ENSSSCG00000033007
sus_scrofa ENSSSCG00000040419
vicugna_pacos ENSVPAG00000006671
propithecus_coquereli ENSPCOG00000027836
callithrix_jacchus ENSCJAG00000042355
ailuropoda_melanoleuca ENSAMEG00000010311
ailuropoda_melanoleuca ENSAMEG00000014463
equus_caballus ENSECAG00000037178
equus_caballus ENSECAG00000031376
dasypus_novemcinctus ENSDNOG00000001999
choloepus_hoffmanni ENSCHOG00000001918
procavia_capensis ENSPCAG00000013627
