astatotilapia_calliptera ENSACLG00000027455
haplochromis_burtoni ENSHBUG00000014972
oreochromis_niloticus ENSONIG00000012062
amphiprion_percula ENSAPEG00000012812
seriola_dumerili ENSSDUG00000011415
mastacembelus_armatus ENSMAMG00000005549
esox_lucius ENSELUG00000020624
pygocentrus_nattereri ENSPNAG00000003978
astyanax_mexicanus ENSAMXG00000009303
danio_rerio ENSDARG00000087107
scleropages_formosus ENSSFOG00015022387
paramormyrops_kingsleyae ENSPKIG00000015344
lepisosteus_oculatus ENSLOCG00000003308
chrysemys_picta_bellii ENSCPBG00000013931
gopherus_agassizii ENSGAGG00000025065
pelodiscus_sinensis ENSPSIG00000003411
anser_brachyrhynchus ENSABRG00000000733
anas_platyrhynchos_platyrhynchos ENSAPLG00000009264
meleagris_gallopavo ENSMGAG00000012295
gallus_gallus ENSGALG00000012100
coturnix_japonica ENSCJPG00005021030
lonchura_striata_domestica ENSLSDG00000006175
taeniopygia_guttata ENSTGUG00000011524
serinus_canaria ENSSCAG00000011018
ficedula_albicollis ENSFALG00000013582
calidris_pugnax ENSCPUG00000015891
dromaius_novaehollandiae ENSDNVG00000016448
pogona_vitticeps ENSPVIG00000024551
anolis_carolinensis ENSACAG00000009516
salvator_merianae ENSSMRG00000014366
pteropus_vampyrus ENSPVAG00000014353
myotis_lucifugus ENSMLUG00000001509
equus_caballus ENSECAG00000036051
bos_mutus ENSBMUG00000023907
bos_taurus ENSBTAG00000009057
bison_bison_bison ENSBBBG00000000832
capra_hircus ENSCHIG00000017692
ovis_aries ENSOARG00000012695
tursiops_truncatus ENSTTRG00000000261
sus_scrofa ENSSSCG00000015741
vicugna_pacos ENSVPAG00000007187
ursus_americanus ENSUAMG00000006045
ursus_maritimus ENSUMAG00000013203
ailuropoda_melanoleuca ENSAMEG00000008585
neovison_vison ENSNVIG00000002858
mustela_putorius_furo ENSMPUG00000000958
canis_lupus_familiaris ENSCAFG00000004880
canis_lupus_dingo ENSCAFG00020014038
vulpes_vulpes ENSVVUG00000018351
panthera_tigris_altaica ENSPTIG00000019206
panthera_pardus ENSPPRG00000002809
erinaceus_europaeus ENSEEUG00000002799
sorex_araneus ENSSARG00000009604
pan_troglodytes ENSPTRG00000012404
pan_paniscus ENSPPAG00000026562
homo_sapiens ENSG00000163075
gorilla_gorilla ENSGGOG00000015489
pongo_abelii ENSPPYG00000012785
nomascus_leucogenys ENSNLEG00000010316
colobus_angolensis_palliatus ENSCANG00000029765
piliocolobus_tephrosceles ENSPTEG00000026057
rhinopithecus_roxellana ENSRROG00000031638
rhinopithecus_bieti ENSRBIG00000031866
theropithecus_gelada ENSTGEG00000001994
theropithecus_gelada ENSTGEG00000003163
papio_anubis ENSPANG00000006516
cercocebus_atys ENSCATG00000020702
mandrillus_leucophaeus ENSMLEG00000042134
macaca_mulatta ENSMMUG00000011129
macaca_nemestrina ENSMNEG00000035728
macaca_fascicularis ENSMFAG00000026339
chlorocebus_sabaeus ENSCSAG00000016617
cebus_capucinus_imitator ENSCCAG00000030888
saimiri_boliviensis_boliviensis ENSSBOG00000023657
callithrix_jacchus ENSCJAG00000021440
aotus_nancymaae ENSANAG00000030979
carlito_syrichta ENSTSYG00000002573
propithecus_coquereli ENSPCOG00000023409
prolemur_simus ENSPSMG00000019117
microcebus_murinus ENSMICG00000017212
otolemur_garnettii ENSOGAG00000014557
tupaia_belangeri ENSTBEG00000014165
chinchilla_lanigera ENSCLAG00000003127
fukomys_damarensis ENSFDAG00000013342
spermophilus_dauricus ENSSDAG00000024963
marmota_marmota_marmota ENSMMMG00000022627
mus_spicilegus ENSMSIG00000008192
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015324
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036962
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014517
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027753
rattus_norvegicus ENSRNOG00000056781
meriones_unguiculatus ENSMUGG00000023455
cricetulus_griseus_crigri-picr ENSCGRG00015008828
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022638
mesocricetus_auratus ENSMAUG00000008913
peromyscus_maniculatus_bairdii ENSPEMG00000013124
microtus_ochrogaster ENSMOCG00000019701
jaculus_jaculus ENSJJAG00000019558
castor_canadensis ENSCCNG00000013942
oryctolagus_cuniculus ENSOCUG00000010082
ochotona_princeps ENSOPRG00000012427
dasypus_novemcinctus ENSDNOG00000037178
dasypus_novemcinctus ENSDNOG00000047688
dasypus_novemcinctus ENSDNOG00000000420
choloepus_hoffmanni ENSCHOG00000001329
loxodonta_africana ENSLAFG00000005044
procavia_capensis ENSPCAG00000007460
echinops_telfairi ENSETEG00000019686
phascolarctos_cinereus ENSPCIG00000029975
notamacropus_eugenii ENSMEUG00000004799
sarcophilus_harrisii ENSSHAG00000015680
monodelphis_domestica ENSMODG00000000351
ciona_intestinalis ENSCING00000016077
