astyanax_mexicanus ENSAMXG00000029370
pygocentrus_nattereri ENSPNAG00000002553
ictalurus_punctatus ENSIPUG00000010823
danio_rerio ENSDARG00000014626
xiphophorus_maculatus ENSXMAG00000014973
xiphophorus_couchianus ENSXCOG00000017785
poecilia_formosa ENSPFOG00000013899
poecilia_latipinna ENSPLAG00000011637
poecilia_mexicana ENSPMEG00000001232
poecilia_reticulata ENSPREG00000004660
gambusia_affinis ENSGAFG00000011020
fundulus_heteroclitus ENSFHEG00000019384
cyprinodon_variegatus ENSCVAG00000018749
hippocampus_comes ENSHCOG00000013351
gasterosteus_aculeatus ENSGACG00000009888
cynoglossus_semilaevis ENSCSEG00000019645
amphiprion_percula ENSAPEG00000004851
amphiprion_ocellaris ENSAOCG00000014963
acanthochromis_polyacanthus ENSAPOG00000006602
stegastes_partitus ENSSPAG00000008224
maylandia_zebra ENSMZEG00005009550
astatotilapia_calliptera ENSACLG00000013558
pundamilia_nyererei ENSPNYG00000018958
haplochromis_burtoni ENSHBUG00000022535
neolamprologus_brichardi ENSNBRG00000021853
oreochromis_niloticus ENSONIG00000019897
amphilophus_citrinellus ENSACIG00000001390
oryzias_latipes_asm223467v1 ENSORLG00000004116
oryzias_latipes_asm223469v1 ENSORLG00015019516
oryzias_latipes_asm223471v1 ENSORLG00020021344
oryzias_melastigma ENSOMEG00000005465
kryptolebias_marmoratus ENSKMAG00000009764
seriola_lalandi_dorsalis ENSSLDG00000001506
seriola_dumerili ENSSDUG00000003780
scophthalmus_maximus ENSSMAG00000011274
takifugu_rubripes ENSTRUG00000016555
tetraodon_nigroviridis ENSTNIG00000012856
mola_mola ENSMMOG00000002637
labrus_bergylta ENSLBEG00000008303
monopterus_albus ENSMALG00000003883
mastacembelus_armatus ENSMAMG00000008034
anabas_testudineus ENSATEG00000014418
periophthalmus_magnuspinnatus ENSPMGG00000004279
gadus_morhua ENSGMOG00000013282
esox_lucius ENSELUG00000011948
scleropages_formosus ENSSFOG00015009118
scleropages_formosus ENSSFOG00015015813
paramormyrops_kingsleyae ENSPKIG00000021616
lepisosteus_oculatus ENSLOCG00000013312
astatotilapia_calliptera ENSACLG00000007018
pundamilia_nyererei ENSPNYG00000019215
maylandia_zebra ENSMZEG00005018784
haplochromis_burtoni ENSHBUG00000009425
neolamprologus_brichardi ENSNBRG00000015183
oreochromis_niloticus ENSONIG00000006437
amphilophus_citrinellus ENSACIG00000003789
poecilia_latipinna ENSPLAG00000016520
poecilia_formosa ENSPFOG00000014463
poecilia_reticulata ENSPREG00000011723
xiphophorus_couchianus ENSXCOG00000010574
poecilia_mexicana ENSPMEG00000017241
xiphophorus_maculatus ENSXMAG00000010690
gambusia_affinis ENSGAFG00000005176
fundulus_heteroclitus ENSFHEG00000016572
cyprinodon_variegatus ENSCVAG00000014754
kryptolebias_marmoratus ENSKMAG00000013672
amphiprion_ocellaris ENSAOCG00000015427
amphiprion_percula ENSAPEG00000020512
acanthochromis_polyacanthus ENSAPOG00000009603
stegastes_partitus ENSSPAG00000017687
anabas_testudineus ENSATEG00000011914
mastacembelus_armatus ENSMAMG00000017532
seriola_lalandi_dorsalis ENSSLDG00000013683
seriola_dumerili ENSSDUG00000006765
scophthalmus_maximus ENSSMAG00000017618
monopterus_albus ENSMALG00000010450
cynoglossus_semilaevis ENSCSEG00000012819
takifugu_rubripes ENSTRUG00000024182
tetraodon_nigroviridis ENSTNIG00000011165
mola_mola ENSMMOG00000016198
labrus_bergylta ENSLBEG00000019886
gasterosteus_aculeatus ENSGACG00000005117
oryzias_latipes_asm223467v1 ENSORLG00000022293
oryzias_latipes_asm223469v1 ENSORLG00015008622
oryzias_latipes_asm223471v1 ENSORLG00020015948
periophthalmus_magnuspinnatus ENSPMGG00000008622
hippocampus_comes ENSHCOG00000009721
gadus_morhua ENSGMOG00000018564
esox_lucius ENSELUG00000001505
gopherus_agassizii ENSGAGG00000009688
chelonoidis_abingdonii ENSCABG00000003791
chrysemys_picta_bellii ENSCPBG00000027266
crocodylus_porosus ENSCPRG00005007874
anolis_carolinensis ENSACAG00000005130
pogona_vitticeps ENSPVIG00000020205
notechis_scutatus ENSNSUG00000007074
salvator_merianae ENSSMRG00000021793
sphenodon_punctatus ENSSPUG00000015063
latimeria_chalumnae ENSLACG00000014443
pelodiscus_sinensis ENSPSIG00000003843
xenopus_tropicalis ENSXETG00000021919
microtus_ochrogaster ENSMOCG00000019860
peromyscus_maniculatus_bairdii ENSPEMG00000028715
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022154
cricetulus_griseus_crigri-picr ENSCGRG00015021199
cricetulus_griseus_crigri_1.0 ENSCGRG00000003318
mesocricetus_auratus ENSMAUG00000011673
mus_spicilegus ENSMSIG00000019752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017846
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001510
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017001
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018130
rattus_norvegicus ENSRNOG00000004278
meriones_unguiculatus ENSMUGG00000010532
nannospalax_galili ENSNGAG00000022310
jaculus_jaculus ENSJJAG00000002767
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013563
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013267
fukomys_damarensis ENSFDAG00000020762
cavia_porcellus ENSCPOG00000027011
chinchilla_lanigera ENSCLAG00000013654
octodon_degus ENSODEG00000016990
oryctolagus_cuniculus ENSOCUG00000007833
ochotona_princeps ENSOPRG00000013091
myotis_lucifugus ENSMLUG00000007297
capra_hircus ENSCHIG00000010709
ovis_aries ENSOARG00000005566
bos_taurus ENSBTAG00000017409
bos_mutus ENSBMUG00000022535
bison_bison_bison ENSBBBG00000020830
sus_scrofa ENSSSCG00000017589
equus_asinus_asinus ENSEASG00005018628
equus_caballus ENSECAG00000014884
mustela_putorius_furo ENSMPUG00000015413
neovison_vison ENSNVIG00000006907
ursus_americanus ENSUAMG00000014269
ailuropoda_melanoleuca ENSAMEG00000012220
canis_lupus_dingo ENSCAFG00020023473
canis_lupus_familiaris ENSCAFG00000016977
vulpes_vulpes ENSVVUG00000004195
panthera_pardus ENSPPRG00000023791
panthera_tigris_altaica ENSPTIG00000018729
felis_catus ENSFCAG00000044465
pteropus_vampyrus ENSPVAG00000006857
prolemur_simus ENSPSMG00000024150
microcebus_murinus ENSMICG00000037127
propithecus_coquereli ENSPCOG00000027168
otolemur_garnettii ENSOGAG00000005136
pan_troglodytes ENSPTRG00000009386
pan_paniscus ENSPPAG00000003644
homo_sapiens ENSG00000064195
gorilla_gorilla ENSGGOG00000014997
pongo_abelii ENSPPYG00000008930
nomascus_leucogenys ENSNLEG00000003294
macaca_mulatta ENSMMUG00000000157
macaca_nemestrina ENSMNEG00000031310
macaca_fascicularis ENSMFAG00000032276
mandrillus_leucophaeus ENSMLEG00000026314
papio_anubis ENSPANG00000022743
cercocebus_atys ENSCATG00000044310
theropithecus_gelada ENSTGEG00000028997
chlorocebus_sabaeus ENSCSAG00000005198
colobus_angolensis_palliatus ENSCANG00000043410
piliocolobus_tephrosceles ENSPTEG00000034490
rhinopithecus_bieti ENSRBIG00000037611
rhinopithecus_roxellana ENSRROG00000010213
saimiri_boliviensis_boliviensis ENSSBOG00000033912
callithrix_jacchus ENSCJAG00000006990
cebus_capucinus_imitator ENSCCAG00000025849
aotus_nancymaae ENSANAG00000034222
urocitellus_parryii ENSUPAG00010005796
ictidomys_tridecemlineatus ENSSTOG00000010314
spermophilus_dauricus ENSSDAG00000011229
marmota_marmota_marmota ENSMMMG00000022760
castor_canadensis ENSCCNG00000002032
procavia_capensis ENSPCAG00000012751
tupaia_belangeri ENSTBEG00000015892
erinaceus_europaeus ENSEEUG00000015157
loxodonta_africana ENSLAFG00000028511
choloepus_hoffmanni ENSCHOG00000002762
dasypus_novemcinctus ENSDNOG00000019410
panthera_tigris_altaica ENSPTIG00000008120
phascolarctos_cinereus ENSPCIG00000029166
notamacropus_eugenii ENSMEUG00000004205
sarcophilus_harrisii ENSSHAG00000012177
monodelphis_domestica ENSMODG00000012098
ornithorhynchus_anatinus ENSOANG00000010094
nothoprocta_perdicaria ENSNPEG00000010654
apteryx_haastii ENSAHAG00000013953
ficedula_albicollis ENSFALG00000005185
zonotrichia_albicollis ENSZALG00000009310
gallus_gallus ENSGALG00000040529
meleagris_gallopavo ENSMGAG00000010010
melopsittacus_undulatus ENSMUNG00000000872
dromaius_novaehollandiae ENSDNVG00000003078
apteryx_owenii ENSAOWG00000000327
apteryx_rowi ENSARWG00000000570
anser_brachyrhynchus ENSABRG00000013302
anas_platyrhynchos_platyrhynchos ENSAPLG00000017667
numida_meleagris ENSNMEG00000005249
coturnix_japonica ENSCJPG00005019325
parus_major ENSPMJG00000007210
lonchura_striata_domestica ENSLSDG00000005161
junco_hyemalis ENSJHYG00000007302
lepidothrix_coronata ENSLCOG00000008527
calidris_pugnax ENSCPUG00000014265
calidris_pygmaea ENSCPGG00000013284
