equus_caballus ENSECAG00000029099
erinaceus_europaeus ENSEEUG00000006627
canis_lupus_familiaris ENSCAFG00000029924
vulpes_vulpes ENSVVUG00000004355
ailuropoda_melanoleuca ENSAMEG00000005784
tursiops_truncatus ENSTTRG00000013123
ovis_aries ENSOARG00000010879
microcebus_murinus ENSMICG00000042005
propithecus_coquereli ENSPCOG00000020103
pan_troglodytes ENSPTRG00000016123
pan_paniscus ENSPPAG00000039588
homo_sapiens ENSG00000187533
gorilla_gorilla ENSGGOG00000009512
pongo_abelii ENSPPYG00000014797
nomascus_leucogenys ENSNLEG00000033912
cercocebus_atys ENSCATG00000029123
macaca_mulatta ENSMMUG00000022269
papio_anubis ENSPANG00000018382
macaca_fascicularis ENSMFAG00000045284
mandrillus_leucophaeus ENSMLEG00000034415
chlorocebus_sabaeus ENSCSAG00000004913
rhinopithecus_bieti ENSRBIG00000041998
rhinopithecus_roxellana ENSRROG00000028749
colobus_angolensis_palliatus ENSCANG00000042344
tupaia_belangeri ENSTBEG00000011347
castor_canadensis ENSCCNG00000017287
marmota_marmota_marmota ENSMMMG00000024661
cricetulus_griseus_crigri-picr ENSCGRG00015019969
cricetulus_griseus_crigri_1.0 ENSCGRG00000000554
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021889
mesocricetus_auratus ENSMAUG00000015704
microtus_ochrogaster ENSMOCG00000010640
peromyscus_maniculatus_bairdii ENSPEMG00000017370
mus_spicilegus ENSMSIG00000026940
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002240
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028359
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027362
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017144
meriones_unguiculatus ENSMUGG00000006090
nannospalax_galili ENSNGAG00000017685
oryctolagus_cuniculus ENSOCUG00000003355
loxodonta_africana ENSLAFG00000022741
dasypus_novemcinctus ENSDNOG00000038557
