apteryx_owenii ENSAOWG00000018403
apteryx_rowi ENSARWG00000003306
apteryx_haastii ENSAHAG00000004968
dromaius_novaehollandiae ENSDNVG00000004231
nothoprocta_perdicaria ENSNPEG00000014244
anas_platyrhynchos_platyrhynchos ENSAPLG00000004474
anser_brachyrhynchus ENSABRG00000001012
meleagris_gallopavo ENSMGAG00000016805
meleagris_gallopavo ENSMGAG00000008115
gallus_gallus ENSGALG00000014670
coturnix_japonica ENSCJPG00005012762
numida_meleagris ENSNMEG00000006764
ficedula_albicollis ENSFALG00000009093
ficedula_albicollis ENSFALG00000009086
zonotrichia_albicollis ENSZALG00000010754
serinus_canaria ENSSCAG00000007721
taeniopygia_guttata ENSTGUG00000000739
taeniopygia_guttata ENSTGUG00000000732
lonchura_striata_domestica ENSLSDG00000017073
parus_major ENSPMJG00000006653
cyanistes_caeruleus ENSCCEG00000009443
lepidothrix_coronata ENSLCOG00000005022
manacus_vitellinus ENSMVIG00005019541
calidris_pugnax ENSCPUG00000018872
calidris_pygmaea ENSCPGG00000001260
melopsittacus_undulatus ENSMUNG00000016759
crocodylus_porosus ENSCPRG00005003135
gopherus_agassizii ENSGAGG00000008136
chelonoidis_abingdonii ENSCABG00000021495
chrysemys_picta_bellii ENSCPBG00000000810
pelodiscus_sinensis ENSPSIG00000015674
pogona_vitticeps ENSPVIG00000025657
anolis_carolinensis ENSACAG00000013091
notechis_scutatus ENSNSUG00000006204
salvator_merianae ENSSMRG00000007903
sphenodon_punctatus ENSSPUG00000003081
phascolarctos_cinereus ENSPCIG00000015621
notamacropus_eugenii ENSMEUG00000015284
sarcophilus_harrisii ENSSHAG00000012477
monodelphis_domestica ENSMODG00000020106
pteropus_vampyrus ENSPVAG00000010883
myotis_lucifugus ENSMLUG00000014370
erinaceus_europaeus ENSEEUG00000004297
sorex_araneus ENSSARG00000005336
ursus_maritimus ENSUMAG00000005670
ursus_americanus ENSUAMG00000005373
ailuropoda_melanoleuca ENSAMEG00000010683
neovison_vison ENSNVIG00000005015
mustela_putorius_furo ENSMPUG00000004296
canis_lupus_familiaris ENSCAFG00000007927
canis_lupus_dingo ENSCAFG00020006725
vulpes_vulpes ENSVVUG00000021839
panthera_tigris_altaica ENSPTIG00000018427
panthera_pardus ENSPPRG00000021358
felis_catus ENSFCAG00000010817
equus_asinus_asinus ENSEASG00005019460
equus_caballus ENSECAG00000025048
capra_hircus ENSCHIG00000019341
ovis_aries ENSOARG00000017158
bos_taurus ENSBTAG00000009131
bos_mutus ENSBMUG00000021124
bison_bison_bison ENSBBBG00000000349
tursiops_truncatus ENSTTRG00000013058
sus_scrofa ENSSSCG00000014165
sus_scrofa ENSSSCG00000037477
vicugna_pacos ENSVPAG00000000857
castor_canadensis ENSCCNG00000024398
dipodomys_ordii ENSDORG00000004574
mus_spicilegus ENSMSIG00000024624
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019618
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033991
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018735
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015814
rattus_norvegicus ENSRNOG00000040297
meriones_unguiculatus ENSMUGG00000024786
peromyscus_maniculatus_bairdii ENSPEMG00000018623
microtus_ochrogaster ENSMOCG00000009822
cricetulus_griseus_crigri-picr ENSCGRG00015017582
cricetulus_griseus_crigri_1.0 ENSCGRG00000009623
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016182
mesocricetus_auratus ENSMAUG00000014591
nannospalax_galili ENSNGAG00000021098
jaculus_jaculus ENSJJAG00000023939
chinchilla_lanigera ENSCLAG00000004569
octodon_degus ENSODEG00000013744
