calidris_pugnax ENSCPUG00000013482
calidris_pygmaea ENSCPGG00000004533
serinus_canaria ENSSCAG00000001409
lonchura_striata_domestica ENSLSDG00000005272
junco_hyemalis ENSJHYG00000007032
lepidothrix_coronata ENSLCOG00000007852
gallus_gallus ENSGALG00000039125
coturnix_japonica ENSCJPG00005019316
numida_meleagris ENSNMEG00000005215
anas_platyrhynchos_platyrhynchos ENSAPLG00000022452
apteryx_rowi ENSARWG00000012844
apteryx_owenii ENSAOWG00000019448
nothoprocta_perdicaria ENSNPEG00000011222
gopherus_agassizii ENSGAGG00000006775
chelonoidis_abingdonii ENSCABG00000004623
chrysemys_picta_bellii ENSCPBG00000027111
