ovis_aries ENSOARG00000004622
capra_hircus ENSCHIG00000014055
bison_bison_bison ENSBBBG00000000162
bos_mutus ENSBMUG00000005637
bos_taurus ENSBTAG00000009889
tursiops_truncatus ENSTTRG00000002923
sus_scrofa ENSSSCG00000002877
vicugna_pacos ENSVPAG00000012286
pteropus_vampyrus ENSPVAG00000006387
neovison_vison ENSNVIG00000019124
mustela_putorius_furo ENSMPUG00000007424
ursus_americanus ENSUAMG00000013760
ursus_maritimus ENSUMAG00000018446
canis_lupus_dingo ENSCAFG00020019577
canis_lupus_familiaris ENSCAFG00000031202
vulpes_vulpes ENSVVUG00000016373
panthera_pardus ENSPPRG00000002901
panthera_tigris_altaica ENSPTIG00000014276
equus_asinus_asinus ENSEASG00005021378
equus_caballus ENSECAG00000011139
prolemur_simus ENSPSMG00000015555
propithecus_coquereli ENSPCOG00000015581
microcebus_murinus ENSMICG00000026623
otolemur_garnettii ENSOGAG00000017120
pan_troglodytes ENSPTRG00000024231
pan_paniscus ENSPPAG00000037202
homo_sapiens ENSG00000197841
gorilla_gorilla ENSGGOG00000022196
pongo_abelii ENSPPYG00000009841
nomascus_leucogenys ENSNLEG00000010833
macaca_mulatta ENSMMUG00000015744
macaca_nemestrina ENSMNEG00000036115
macaca_fascicularis ENSMFAG00000042050
papio_anubis ENSPANG00000035857
cercocebus_atys ENSCATG00000034198
theropithecus_gelada ENSTGEG00000014043
mandrillus_leucophaeus ENSMLEG00000037945
chlorocebus_sabaeus ENSCSAG00000004595
colobus_angolensis_palliatus ENSCANG00000032828
rhinopithecus_roxellana ENSRROG00000024260
piliocolobus_tephrosceles ENSPTEG00000005464
cebus_capucinus_imitator ENSCCAG00000023060
callithrix_jacchus ENSCJAG00000010784
aotus_nancymaae ENSANAG00000033310
cebus_capucinus_imitator ENSCCAG00000035764
pan_paniscus ENSPPAG00000036226
pan_troglodytes ENSPTRG00000010821
gorilla_gorilla ENSGGOG00000001174
homo_sapiens ENSG00000089335
nomascus_leucogenys ENSNLEG00000031505
chlorocebus_sabaeus ENSCSAG00000004598
mandrillus_leucophaeus ENSMLEG00000037175
rhinopithecus_bieti ENSRBIG00000025124
colobus_angolensis_palliatus ENSCANG00000033853
rhinopithecus_roxellana ENSRROG00000039066
gorilla_gorilla ENSGGOG00000041162
pan_troglodytes ENSPTRG00000044520
pan_paniscus ENSPPAG00000033678
pongo_abelii ENSPPYG00000009839
nomascus_leucogenys ENSNLEG00000027873
theropithecus_gelada ENSTGEG00000014112
macaca_nemestrina ENSMNEG00000030080
macaca_fascicularis ENSMFAG00000039035
cercocebus_atys ENSCATG00000029020
papio_anubis ENSPANG00000034319
mandrillus_leucophaeus ENSMLEG00000042526
gorilla_gorilla ENSGGOG00000039010
rhinopithecus_bieti ENSRBIG00000042291
saimiri_boliviensis_boliviensis ENSSBOG00000032015
cebus_capucinus_imitator ENSCCAG00000035846
callithrix_jacchus ENSCJAG00000035239
aotus_nancymaae ENSANAG00000018173
castor_canadensis ENSCCNG00000011868
nannospalax_galili ENSNGAG00000018363
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006881
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009826
fukomys_damarensis ENSFDAG00000007639
chinchilla_lanigera ENSCLAG00000015812
spermophilus_dauricus ENSSDAG00000007611
marmota_marmota_marmota ENSMMMG00000006393
ictidomys_tridecemlineatus ENSSTOG00000003480
urocitellus_parryii ENSUPAG00010010792
oryctolagus_cuniculus ENSOCUG00000029578
oryctolagus_cuniculus ENSOCUG00000029619
ochotona_princeps ENSOPRG00000003671
carlito_syrichta ENSTSYG00000030016
tupaia_belangeri ENSTBEG00000004016
dasypus_novemcinctus ENSDNOG00000041553
dasypus_novemcinctus ENSDNOG00000014569
dasypus_novemcinctus ENSDNOG00000042291
choloepus_hoffmanni ENSCHOG00000010765
echinops_telfairi ENSETEG00000015845
