anas_platyrhynchos_platyrhynchos ENSAPLG00000018661
anser_brachyrhynchus ENSABRG00000006447
gallus_gallus ENSGALG00000051918
meleagris_gallopavo ENSMGAG00000001186
junco_hyemalis ENSJHYG00000000097
zonotrichia_albicollis ENSZALG00000000610
taeniopygia_guttata ENSTGUG00000003613
parus_major ENSPMJG00000000065
crocodylus_porosus ENSCPRG00005007848
gopherus_agassizii ENSGAGG00000020715
pelodiscus_sinensis ENSPSIG00000010973
chinchilla_lanigera ENSCLAG00000002793
octodon_degus ENSODEG00000009606
cavia_porcellus ENSCPOG00000012272
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012513
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010846
fukomys_damarensis ENSFDAG00000011658
urocitellus_parryii ENSUPAG00010004535
spermophilus_dauricus ENSSDAG00000023144
marmota_marmota_marmota ENSMMMG00000013455
ictidomys_tridecemlineatus ENSSTOG00000016083
cricetulus_griseus_crigri_1.0 ENSCGRG00000004444
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013450
cricetulus_griseus_crigri-picr ENSCGRG00015026071
mesocricetus_auratus ENSMAUG00000018760
peromyscus_maniculatus_bairdii ENSPEMG00000017615
microtus_ochrogaster ENSMOCG00000014279
mus_spicilegus ENSMSIG00000031660
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026095
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051036
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025154
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026597
rattus_norvegicus ENSRNOG00000028765
jaculus_jaculus ENSJJAG00000021021
castor_canadensis ENSCCNG00000024034
oryctolagus_cuniculus ENSOCUG00000023015
ochotona_princeps ENSOPRG00000000568
pan_paniscus ENSPPAG00000031347
pan_troglodytes ENSPTRG00000001462
homo_sapiens ENSG00000187862
gorilla_gorilla ENSGGOG00000012558
pongo_abelii ENSPPYG00000000714
nomascus_leucogenys ENSNLEG00000012653
colobus_angolensis_palliatus ENSCANG00000035059
piliocolobus_tephrosceles ENSPTEG00000012952
rhinopithecus_roxellana ENSRROG00000041628
rhinopithecus_bieti ENSRBIG00000035025
theropithecus_gelada ENSTGEG00000001831
papio_anubis ENSPANG00000018151
macaca_fascicularis ENSMFAG00000036161
macaca_nemestrina ENSMNEG00000042924
macaca_mulatta ENSMMUG00000002622
mandrillus_leucophaeus ENSMLEG00000028005
cercocebus_atys ENSCATG00000034529
chlorocebus_sabaeus ENSCSAG00000002156
cebus_capucinus_imitator ENSCCAG00000023301
saimiri_boliviensis_boliviensis ENSSBOG00000027761
callithrix_jacchus ENSCJAG00000006002
aotus_nancymaae ENSANAG00000003296
carlito_syrichta ENSTSYG00000037158
propithecus_coquereli ENSPCOG00000018517
microcebus_murinus ENSMICG00000008294
prolemur_simus ENSPSMG00000010652
otolemur_garnettii ENSOGAG00000030094
ovis_aries ENSOARG00000006039
bos_taurus ENSBTAG00000000401
tursiops_truncatus ENSTTRG00000001112
sus_scrofa ENSSSCG00000006479
myotis_lucifugus ENSMLUG00000009528
equus_caballus ENSECAG00000019286
equus_asinus_asinus ENSEASG00005018289
neovison_vison ENSNVIG00000020904
mustela_putorius_furo ENSMPUG00000004186
ailuropoda_melanoleuca ENSAMEG00000014811
canis_lupus_familiaris ENSCAFG00000023605
felis_catus ENSFCAG00000046777
panthera_tigris_altaica ENSPTIG00000010925
panthera_pardus ENSPPRG00000003640
sorex_araneus ENSSARG00000003655
loxodonta_africana ENSLAFG00000003438
echinops_telfairi ENSETEG00000000200
dasypus_novemcinctus ENSDNOG00000048220
pteropus_vampyrus ENSPVAG00000007503
erinaceus_europaeus ENSEEUG00000001094
phascolarctos_cinereus ENSPCIG00000024231
notamacropus_eugenii ENSMEUG00000006835
sarcophilus_harrisii ENSSHAG00000009780
monodelphis_domestica ENSMODG00000016830
latimeria_chalumnae ENSLACG00000009122
esox_lucius ENSELUG00000008504
seriola_dumerili ENSSDUG00000014333
paramormyrops_kingsleyae ENSPKIG00000012663
lepisosteus_oculatus ENSLOCG00000008748
