xiphophorus_maculatus ENSXMAG00000018132
xiphophorus_couchianus ENSXCOG00000000756
gambusia_affinis ENSGAFG00000014147
poecilia_mexicana ENSPMEG00000022522
poecilia_reticulata ENSPREG00000021519
poecilia_latipinna ENSPLAG00000004859
poecilia_formosa ENSPFOG00000014903
cyprinodon_variegatus ENSCVAG00000014488
fundulus_heteroclitus ENSFHEG00000001911
kryptolebias_marmoratus ENSKMAG00000012557
oryzias_latipes_asm223471v1 ENSORLG00020010352
oryzias_latipes_asm223467v1 ENSORLG00000003640
oryzias_latipes_asm223469v1 ENSORLG00015017409
oryzias_melastigma ENSOMEG00000013207
astatotilapia_calliptera ENSACLG00000027610
pundamilia_nyererei ENSPNYG00000002624
oreochromis_niloticus ENSONIG00000011240
haplochromis_burtoni ENSHBUG00000010171
maylandia_zebra ENSMZEG00005004066
neolamprologus_brichardi ENSNBRG00000008658
amphilophus_citrinellus ENSACIG00000002684
gasterosteus_aculeatus ENSGACG00000015913
cynoglossus_semilaevis ENSCSEG00000007195
cynoglossus_semilaevis ENSCSEG00000014820
periophthalmus_magnuspinnatus ENSPMGG00000016732
monopterus_albus ENSMALG00000002659
mastacembelus_armatus ENSMAMG00000019225
scophthalmus_maximus ENSSMAG00000010885
seriola_dumerili ENSSDUG00000007294
seriola_lalandi_dorsalis ENSSLDG00000015489
anabas_testudineus ENSATEG00000011658
tetraodon_nigroviridis ENSTNIG00000013444
takifugu_rubripes ENSTRUG00000018568
mola_mola ENSMMOG00000004705
labrus_bergylta ENSLBEG00000008884
labrus_bergylta ENSLBEG00000025218
amphiprion_percula ENSAPEG00000023312
amphiprion_ocellaris ENSAOCG00000007626
acanthochromis_polyacanthus ENSAPOG00000023961
stegastes_partitus ENSSPAG00000010974
hippocampus_comes ENSHCOG00000005980
gadus_morhua ENSGMOG00000018790
esox_lucius ENSELUG00000003223
pygocentrus_nattereri ENSPNAG00000027757
astyanax_mexicanus ENSAMXG00000040826
ictalurus_punctatus ENSIPUG00000009591
danio_rerio ENSDARG00000103198
scleropages_formosus ENSSFOG00015020360
paramormyrops_kingsleyae ENSPKIG00000004472
lepisosteus_oculatus ENSLOCG00000003705
notechis_scutatus ENSNSUG00000007834
pogona_vitticeps ENSPVIG00000019067
salvator_merianae ENSSMRG00000013953
anas_platyrhynchos_platyrhynchos ENSAPLG00000004062
anser_brachyrhynchus ENSABRG00000021714
meleagris_gallopavo ENSMGAG00000007390
coturnix_japonica ENSCJPG00005008132
gallus_gallus ENSGALG00000026303
numida_meleagris ENSNMEG00000009393
apteryx_owenii ENSAOWG00000004925
