astyanax_mexicanus ENSAMXG00000013171
ictalurus_punctatus ENSIPUG00000005033
danio_rerio ENSDARG00000098029
haplochromis_burtoni ENSHBUG00000020529
paramormyrops_kingsleyae ENSPKIG00000013365
lepisosteus_oculatus ENSLOCG00000006586
homo_sapiens ENSG00000175262
gorilla_gorilla ENSGGOG00000007485
pan_troglodytes ENSPTRG00000000134
pan_paniscus ENSPPAG00000037967
pongo_abelii ENSPPYG00000001895
nomascus_leucogenys ENSNLEG00000009503
colobus_angolensis_palliatus ENSCANG00000034894
piliocolobus_tephrosceles ENSPTEG00000005334
rhinopithecus_bieti ENSRBIG00000029288
rhinopithecus_roxellana ENSRROG00000032609
theropithecus_gelada ENSTGEG00000019780
papio_anubis ENSPANG00000005001
mandrillus_leucophaeus ENSMLEG00000021482
cercocebus_atys ENSCATG00000013243
macaca_nemestrina ENSMNEG00000042499
macaca_fascicularis ENSMFAG00000045174
macaca_mulatta ENSMMUG00000021834
chlorocebus_sabaeus ENSCSAG00000000784
saimiri_boliviensis_boliviensis ENSSBOG00000015217
cebus_capucinus_imitator ENSCCAG00000028713
callithrix_jacchus ENSCJAG00000005030
aotus_nancymaae ENSANAG00000017138
carlito_syrichta ENSTSYG00000031920
propithecus_coquereli ENSPCOG00000026742
prolemur_simus ENSPSMG00000024389
microcebus_murinus ENSMICG00000028837
otolemur_garnettii ENSOGAG00000010177
cricetulus_griseus_crigri_1.0 ENSCGRG00000006417
cricetulus_griseus_crigri-picr ENSCGRG00015003102
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023278
mesocricetus_auratus ENSMAUG00000018091
peromyscus_maniculatus_bairdii ENSPEMG00000013358
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070577
mus_spicilegus ENSMSIG00000012030
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027799
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026806
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029154
rattus_norvegicus ENSRNOG00000023452
meriones_unguiculatus ENSMUGG00000016151
microtus_ochrogaster ENSMOCG00000000779
urocitellus_parryii ENSUPAG00010003274
cavia_aperea ENSCAPG00000017806
cavia_porcellus ENSCPOG00000038631
octodon_degus ENSODEG00000012561
chinchilla_lanigera ENSCLAG00000005018
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016908
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019469
fukomys_damarensis ENSFDAG00000004141
oryctolagus_cuniculus ENSOCUG00000007196
ochotona_princeps ENSOPRG00000006329
tursiops_truncatus ENSTTRG00000001311
pteropus_vampyrus ENSPVAG00000008109
choloepus_hoffmanni ENSCHOG00000007902
dasypus_novemcinctus ENSDNOG00000003601
loxodonta_africana ENSLAFG00000017830
procavia_capensis ENSPCAG00000001275
echinops_telfairi ENSETEG00000002448
notamacropus_eugenii ENSMEUG00000002718
