poecilia_mexicana ENSPMEG00000008149
poecilia_latipinna ENSPLAG00000013022
kryptolebias_marmoratus ENSKMAG00000016220
oryzias_latipes_asm223471v1 ENSORLG00020004444
oryzias_latipes_asm223469v1 ENSORLG00015005756
oryzias_latipes_asm223467v1 ENSORLG00000023515
oryzias_melastigma ENSOMEG00000022500
amphilophus_citrinellus ENSACIG00000005575
scophthalmus_maximus ENSSMAG00000018122
amphiprion_percula ENSAPEG00000003641
amphiprion_ocellaris ENSAOCG00000024036
xiphophorus_couchianus ENSXCOG00000015379
xiphophorus_maculatus ENSXMAG00000029615
cynoglossus_semilaevis ENSCSEG00000016759
periophthalmus_magnuspinnatus ENSPMGG00000003775
anabas_testudineus ENSATEG00000008648
monopterus_albus ENSMALG00000008470
seriola_lalandi_dorsalis ENSSLDG00000014869
acanthochromis_polyacanthus ENSAPOG00000015761
mola_mola ENSMMOG00000019307
takifugu_rubripes ENSTRUG00000025572
scleropages_formosus ENSSFOG00015007646
paramormyrops_kingsleyae ENSPKIG00000009346
