mus_spicilegus ENSMSIG00000019132
meriones_unguiculatus ENSMUGG00000003783
castor_canadensis ENSCCNG00000030200
chinchilla_lanigera ENSCLAG00000005074
ochotona_princeps ENSOPRG00000009897
prolemur_simus ENSPSMG00000011938
canis_lupus_dingo ENSCAFG00020021652
vulpes_vulpes ENSVVUG00000010373
canis_lupus_dingo ENSCAFG00020016276
ursus_americanus ENSUAMG00000007404
neovison_vison ENSNVIG00000000238
procavia_capensis ENSPCAG00000001973
phascolarctos_cinereus ENSPCIG00000012805
notamacropus_eugenii ENSMEUG00000014426
