astyanax_mexicanus ENSAMXG00000037589
pygocentrus_nattereri ENSPNAG00000002920
ictalurus_punctatus ENSIPUG00000001577
danio_rerio ENSDARG00000005468
esox_lucius ENSELUG00000000460
scleropages_formosus ENSSFOG00015004196
paramormyrops_kingsleyae ENSPKIG00000005410
gasterosteus_aculeatus ENSGACG00000020164
takifugu_rubripes ENSTRUG00000000014
labrus_bergylta ENSLBEG00000010908
poecilia_mexicana ENSPMEG00000016472
poecilia_formosa ENSPFOG00000020807
poecilia_latipinna ENSPLAG00000015439
poecilia_reticulata ENSPREG00000011689
xiphophorus_maculatus ENSXMAG00000019430
xiphophorus_couchianus ENSXCOG00000012421
gambusia_affinis ENSGAFG00000016287
cyprinodon_variegatus ENSCVAG00000018779
fundulus_heteroclitus ENSFHEG00000004879
fundulus_heteroclitus ENSFHEG00000004882
kryptolebias_marmoratus ENSKMAG00000018349
oryzias_latipes_asm223471v1 ENSORLG00020004067
oryzias_latipes_asm223469v1 ENSORLG00015008633
oryzias_latipes_asm223467v1 ENSORLG00000030526
oryzias_melastigma ENSOMEG00000015992
amphiprion_ocellaris ENSAOCG00000004903
amphiprion_percula ENSAPEG00000012133
acanthochromis_polyacanthus ENSAPOG00000002422
stegastes_partitus ENSSPAG00000001318
maylandia_zebra ENSMZEG00005023394
astatotilapia_calliptera ENSACLG00000003704
haplochromis_burtoni ENSHBUG00000006281
pundamilia_nyererei ENSPNYG00000015815
neolamprologus_brichardi ENSNBRG00000001585
oreochromis_niloticus ENSONIG00000020656
amphilophus_citrinellus ENSACIG00000000551
monopterus_albus ENSMALG00000020196
mastacembelus_armatus ENSMAMG00000021231
anabas_testudineus ENSATEG00000000141
seriola_dumerili ENSSDUG00000020191
seriola_lalandi_dorsalis ENSSLDG00000006215
scophthalmus_maximus ENSSMAG00000002776
mola_mola ENSMMOG00000005943
hippocampus_comes ENSHCOG00000008582
periophthalmus_magnuspinnatus ENSPMGG00000007820
gadus_morhua ENSGMOG00000019843
esox_lucius ENSELUG00000016642
tetraodon_nigroviridis ENSTNIG00000001701
monopterus_albus ENSMALG00000010464
mastacembelus_armatus ENSMAMG00000016322
anabas_testudineus ENSATEG00000006477
seriola_lalandi_dorsalis ENSSLDG00000003172
seriola_dumerili ENSSDUG00000001888
cynoglossus_semilaevis ENSCSEG00000005917
amphiprion_ocellaris ENSAOCG00000007082
amphiprion_percula ENSAPEG00000016156
acanthochromis_polyacanthus ENSAPOG00000006212
stegastes_partitus ENSSPAG00000014779
labrus_bergylta ENSLBEG00000008233
scophthalmus_maximus ENSSMAG00000020176
gasterosteus_aculeatus ENSGACG00000012622
poecilia_mexicana ENSPMEG00000019102
poecilia_formosa ENSPFOG00000016412
poecilia_latipinna ENSPLAG00000023882
poecilia_reticulata ENSPREG00000018972
xiphophorus_maculatus ENSXMAG00000013117
xiphophorus_couchianus ENSXCOG00000009731
gambusia_affinis ENSGAFG00000003674
fundulus_heteroclitus ENSFHEG00000020388
cyprinodon_variegatus ENSCVAG00000014034
kryptolebias_marmoratus ENSKMAG00000015095
oryzias_latipes_asm223467v1 ENSORLG00000024529
oryzias_latipes_asm223469v1 ENSORLG00015007936
oryzias_latipes_asm223471v1 ENSORLG00020019173
oryzias_melastigma ENSOMEG00000022903
astatotilapia_calliptera ENSACLG00000018248
maylandia_zebra ENSMZEG00005024410
haplochromis_burtoni ENSHBUG00000002463
pundamilia_nyererei ENSPNYG00000022257
neolamprologus_brichardi ENSNBRG00000016755
oreochromis_niloticus ENSONIG00000007666
takifugu_rubripes ENSTRUG00000022195
tetraodon_nigroviridis ENSTNIG00000018992
periophthalmus_magnuspinnatus ENSPMGG00000009797
hippocampus_comes ENSHCOG00000019150
gadus_morhua ENSGMOG00000019134
pogona_vitticeps ENSPVIG00000018372
anolis_carolinensis ENSACAG00000007842
salvator_merianae ENSSMRG00000015268
notechis_scutatus ENSNSUG00000017394
chelonoidis_abingdonii ENSCABG00000013511
chrysemys_picta_bellii ENSCPBG00000004882
gopherus_agassizii ENSGAGG00000000239
capra_hircus ENSCHIG00000002525
ovis_aries ENSOARG00000010427
bos_taurus ENSBTAG00000000154
bos_mutus ENSBMUG00000007764
bison_bison_bison ENSBBBG00000014836
bos_taurus ENSBTAG00000050077
tursiops_truncatus ENSTTRG00000014313
sus_scrofa ENSSSCG00000003091
mustela_putorius_furo ENSMPUG00000019372
neovison_vison ENSNVIG00000009402
ursus_americanus ENSUAMG00000023168
canis_lupus_familiaris ENSCAFG00000004361
canis_lupus_dingo ENSCAFG00020001798
vulpes_vulpes ENSVVUG00000003011
panthera_tigris_altaica ENSPTIG00000007993
equus_caballus ENSECAG00000005987
equus_asinus_asinus ENSEASG00005014232
pteropus_vampyrus ENSPVAG00000001361
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030349
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044030
mus_spicilegus ENSMSIG00000004499
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029265
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021125
rattus_norvegicus ENSRNOG00000014252
meriones_unguiculatus ENSMUGG00000002532
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014712
cricetulus_griseus_crigri-picr ENSCGRG00015008332
mesocricetus_auratus ENSMAUG00000002822
