equus_caballus ENSECAG00000011606
equus_asinus_asinus ENSEASG00005022393
sorex_araneus ENSSARG00000013643
ursus_americanus ENSUAMG00000019203
ursus_maritimus ENSUMAG00000007621
mustela_putorius_furo ENSMPUG00000004926
vulpes_vulpes ENSVVUG00000008258
pteropus_vampyrus ENSPVAG00000016928
tursiops_truncatus ENSTTRG00000001698
sus_scrofa ENSSSCG00000013504
bos_mutus ENSBMUG00000018751
bison_bison_bison ENSBBBG00000022717
bos_taurus ENSBTAG00000004936
ovis_aries ENSOARG00000010232
vicugna_pacos ENSVPAG00000007639
pan_paniscus ENSPPAG00000033327
pan_troglodytes ENSPTRG00000010301
homo_sapiens ENSG00000167664
gorilla_gorilla ENSGGOG00000040045
pongo_abelii ENSPPYG00000009401
nomascus_leucogenys ENSNLEG00000003114
colobus_angolensis_palliatus ENSCANG00000034625
piliocolobus_tephrosceles ENSPTEG00000023459
rhinopithecus_roxellana ENSRROG00000039740
rhinopithecus_bieti ENSRBIG00000042843
macaca_nemestrina ENSMNEG00000041785
macaca_mulatta ENSMMUG00000045860
macaca_fascicularis ENSMFAG00000031969
theropithecus_gelada ENSTGEG00000016141
papio_anubis ENSPANG00000019801
cercocebus_atys ENSCATG00000031952
chlorocebus_sabaeus ENSCSAG00000010627
cebus_capucinus_imitator ENSCCAG00000026293
callithrix_jacchus ENSCJAG00000008450
saimiri_boliviensis_boliviensis ENSSBOG00000035295
carlito_syrichta ENSTSYG00000033566
propithecus_coquereli ENSPCOG00000022704
microcebus_murinus ENSMICG00000045375
otolemur_garnettii ENSOGAG00000001665
chinchilla_lanigera ENSCLAG00000016455
peromyscus_maniculatus_bairdii ENSPEMG00000027526
castor_canadensis ENSCCNG00000030202
dasypus_novemcinctus ENSDNOG00000047398
monodelphis_domestica ENSMODG00000027838
sarcophilus_harrisii ENSSHAG00000010611
