bos_taurus ENSBTAG00000014464
bos_mutus ENSBMUG00000025493
bison_bison_bison ENSBBBG00000009881
capra_hircus ENSCHIG00000003508
ovis_aries ENSOARG00000007612
tursiops_truncatus ENSTTRG00000001540
sus_scrofa ENSSSCG00000010008
vicugna_pacos ENSVPAG00000004871
equus_asinus_asinus ENSEASG00005010272
ursus_americanus ENSUAMG00000006842
ursus_maritimus ENSUMAG00000016476
ailuropoda_melanoleuca ENSAMEG00000007483
neovison_vison ENSNVIG00000001980
mustela_putorius_furo ENSMPUG00000012967
canis_lupus_dingo ENSCAFG00020000894
canis_lupus_familiaris ENSCAFG00000012757
vulpes_vulpes ENSVVUG00000002960
panthera_pardus ENSPPRG00000022906
panthera_tigris_altaica ENSPTIG00000014090
felis_catus ENSFCAG00000023113
pteropus_vampyrus ENSPVAG00000017726
pan_paniscus ENSPPAG00000042382
pan_troglodytes ENSPTRG00000014246
homo_sapiens ENSG00000100012
gorilla_gorilla ENSGGOG00000004262
pongo_abelii ENSPPYG00000011712
nomascus_leucogenys ENSNLEG00000003867
theropithecus_gelada ENSTGEG00000023624
papio_anubis ENSPANG00000021970
mandrillus_leucophaeus ENSMLEG00000039238
cercocebus_atys ENSCATG00000030839
macaca_mulatta ENSMMUG00000019374
macaca_nemestrina ENSMNEG00000029029
macaca_fascicularis ENSMFAG00000043655
chlorocebus_sabaeus ENSCSAG00000009393
rhinopithecus_bieti ENSRBIG00000033171
rhinopithecus_roxellana ENSRROG00000042034
piliocolobus_tephrosceles ENSPTEG00000007829
piliocolobus_tephrosceles ENSPTEG00000014999
colobus_angolensis_palliatus ENSCANG00000011182
colobus_angolensis_palliatus ENSCANG00000002392
callithrix_jacchus ENSCJAG00000010523
cebus_capucinus_imitator ENSCCAG00000021954
saimiri_boliviensis_boliviensis ENSSBOG00000019770
aotus_nancymaae ENSANAG00000023323
carlito_syrichta ENSTSYG00000000647
microcebus_murinus ENSMICG00000010109
propithecus_coquereli ENSPCOG00000008206
prolemur_simus ENSPSMG00000017277
otolemur_garnettii ENSOGAG00000014740
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018562
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014656
fukomys_damarensis ENSFDAG00000004416
cavia_aperea ENSCAPG00000005322
octodon_degus ENSODEG00000002302
chinchilla_lanigera ENSCLAG00000012290
castor_canadensis ENSCCNG00000029264
jaculus_jaculus ENSJJAG00000009863
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054986
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016865
mus_spicilegus ENSMSIG00000002649
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016024
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016867
meriones_unguiculatus ENSMUGG00000019270
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013698
cricetulus_griseus_crigri_1.0 ENSCGRG00000007130
cricetulus_griseus_crigri-picr ENSCGRG00015001111
mesocricetus_auratus ENSMAUG00000004277
peromyscus_maniculatus_bairdii ENSPEMG00000005608
microtus_ochrogaster ENSMOCG00000011289
nannospalax_galili ENSNGAG00000009232
spermophilus_dauricus ENSSDAG00000009268
urocitellus_parryii ENSUPAG00010021269
ictidomys_tridecemlineatus ENSSTOG00000013922
marmota_marmota_marmota ENSMMMG00000013379
dipodomys_ordii ENSDORG00000003671
loxodonta_africana ENSLAFG00000005159
procavia_capensis ENSPCAG00000005505
echinops_telfairi ENSETEG00000008185
oryctolagus_cuniculus ENSOCUG00000014227
ochotona_princeps ENSOPRG00000016689
sorex_araneus ENSSARG00000012505
notamacropus_eugenii ENSMEUG00000000345
phascolarctos_cinereus ENSPCIG00000032353
monodelphis_domestica ENSMODG00000009445
sarcophilus_harrisii ENSSHAG00000001924
equus_caballus ENSECAG00000039616
ornithorhynchus_anatinus ENSOANG00000014792
gallus_gallus ENSGALG00000051008
