pteropus_vampyrus ENSPVAG00000014071
myotis_lucifugus ENSMLUG00000009366
sus_scrofa ENSSSCG00000032149
vicugna_pacos ENSVPAG00000000062
bos_mutus ENSBMUG00000014936
bos_taurus ENSBTAG00000015810
bison_bison_bison ENSBBBG00000002096
capra_hircus ENSCHIG00000010511
ovis_aries ENSOARG00000016674
tursiops_truncatus ENSTTRG00000000575
equus_caballus ENSECAG00000031885
equus_asinus_asinus ENSEASG00005006767
ursus_maritimus ENSUMAG00000006868
ursus_americanus ENSUAMG00000003310
ailuropoda_melanoleuca ENSAMEG00000003962
mustela_putorius_furo ENSMPUG00000003779
canis_lupus_dingo ENSCAFG00020005942
canis_lupus_familiaris ENSCAFG00000013911
vulpes_vulpes ENSVVUG00000015984
sorex_araneus ENSSARG00000008077
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033321
mus_spicilegus ENSMSIG00000006308
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032068
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032182
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015050
rattus_norvegicus ENSRNOG00000024346
meriones_unguiculatus ENSMUGG00000003328
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016581
cricetulus_griseus_crigri-picr ENSCGRG00015021556
cricetulus_griseus_crigri_1.0 ENSCGRG00000001917
mesocricetus_auratus ENSMAUG00000011494
microtus_ochrogaster ENSMOCG00000002086
peromyscus_maniculatus_bairdii ENSPEMG00000016736
castor_canadensis ENSCCNG00000014252
spermophilus_dauricus ENSSDAG00000023171
urocitellus_parryii ENSUPAG00010020811
marmota_marmota_marmota ENSMMMG00000023431
chinchilla_lanigera ENSCLAG00000013183
oryctolagus_cuniculus ENSOCUG00000009672
ochotona_princeps ENSOPRG00000015637
pan_paniscus ENSPPAG00000027344
pan_troglodytes ENSPTRG00000004289
homo_sapiens ENSG00000188771
gorilla_gorilla ENSGGOG00000028352
pongo_abelii ENSPPYG00000003881
colobus_angolensis_palliatus ENSCANG00000028525
rhinopithecus_roxellana ENSRROG00000033047
piliocolobus_tephrosceles ENSPTEG00000026454
theropithecus_gelada ENSTGEG00000019158
cercocebus_atys ENSCATG00000021077
papio_anubis ENSPANG00000006432
mandrillus_leucophaeus ENSMLEG00000028809
macaca_nemestrina ENSMNEG00000044600
saimiri_boliviensis_boliviensis ENSSBOG00000029872
callithrix_jacchus ENSCJAG00000005902
cebus_capucinus_imitator ENSCCAG00000033048
aotus_nancymaae ENSANAG00000037883
microcebus_murinus ENSMICG00000038787
choloepus_hoffmanni ENSCHOG00000008182
phascolarctos_cinereus ENSPCIG00000036062
sarcophilus_harrisii ENSSHAG00000010893
monodelphis_domestica ENSMODG00000025564
