ursus_americanus ENSUAMG00000021510
ursus_maritimus ENSUMAG00000023267
ailuropoda_melanoleuca ENSAMEG00000019970
mustela_putorius_furo ENSMPUG00000020095
neovison_vison ENSNVIG00000009686
canis_lupus_dingo ENSCAFG00020003125
vulpes_vulpes ENSVVUG00000029422
panthera_pardus ENSPPRG00000005842
panthera_tigris_altaica ENSPTIG00000009505
felis_catus ENSFCAG00000010266
equus_asinus_asinus ENSEASG00005016226
equus_caballus ENSECAG00000003725
bos_mutus ENSBMUG00000026039
bos_taurus ENSBTAG00000045711
bison_bison_bison ENSBBBG00000022534
capra_hircus ENSCHIG00000025664
sus_scrofa ENSSSCG00000005857
pteropus_vampyrus ENSPVAG00000008387
erinaceus_europaeus ENSEEUG00000008486
prolemur_simus ENSPSMG00000006502
propithecus_coquereli ENSPCOG00000025629
microcebus_murinus ENSMICG00000045827
otolemur_garnettii ENSOGAG00000028170
gorilla_gorilla ENSGGOG00000007405
homo_sapiens ENSG00000197191
pan_troglodytes ENSPTRG00000024338
pan_paniscus ENSPPAG00000040826
nomascus_leucogenys ENSNLEG00000018696
macaca_fascicularis ENSMFAG00000040805
macaca_nemestrina ENSMNEG00000037699
theropithecus_gelada ENSTGEG00000004756
mandrillus_leucophaeus ENSMLEG00000025831
papio_anubis ENSPANG00000001583
cercocebus_atys ENSCATG00000040023
chlorocebus_sabaeus ENSCSAG00000019680
rhinopithecus_bieti ENSRBIG00000033883
rhinopithecus_bieti ENSRBIG00000017748
rhinopithecus_roxellana ENSRROG00000036230
piliocolobus_tephrosceles ENSPTEG00000018073
colobus_angolensis_palliatus ENSCANG00000032365
saimiri_boliviensis_boliviensis ENSSBOG00000029686
cebus_capucinus_imitator ENSCCAG00000019773
callithrix_jacchus ENSCJAG00000013115
aotus_nancymaae ENSANAG00000033756
castor_canadensis ENSCCNG00000002943
dipodomys_ordii ENSDORG00000029637
peromyscus_maniculatus_bairdii ENSPEMG00000030113
microtus_ochrogaster ENSMOCG00000018383
cricetulus_griseus_crigri_1.0 ENSCGRG00000016315
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006292
cricetulus_griseus_crigri-picr ENSCGRG00015007012
mesocricetus_auratus ENSMAUG00000018797
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036731
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024174
mus_spicilegus ENSMSIG00000023536
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023257
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024715
rattus_norvegicus ENSRNOG00000010600
meriones_unguiculatus ENSMUGG00000006882
nannospalax_galili ENSNGAG00000016978
jaculus_jaculus ENSJJAG00000000597
chinchilla_lanigera ENSCLAG00000007413
cavia_porcellus ENSCPOG00000026441
fukomys_damarensis ENSFDAG00000011634
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013467
ictidomys_tridecemlineatus ENSSTOG00000033064
spermophilus_dauricus ENSSDAG00000003370
urocitellus_parryii ENSUPAG00010006061
marmota_marmota_marmota ENSMMMG00000008629
dasypus_novemcinctus ENSDNOG00000046994
phascolarctos_cinereus ENSPCIG00000006196
notamacropus_eugenii ENSMEUG00000015355
sarcophilus_harrisii ENSSHAG00000008622
ciona_intestinalis ENSCING00000000185
ciona_savignyi ENSCSAVG00000007234
