oryctolagus_cuniculus ENSOCUG00000005975
ochotona_princeps ENSOPRG00000002042
pan_troglodytes ENSPTRG00000012258
pan_troglodytes ENSPTRG00000043584
pan_paniscus ENSPPAG00000023188
gorilla_gorilla ENSGGOG00000037645
homo_sapiens ENSG00000115073
pongo_abelii ENSPPYG00000012079
nomascus_leucogenys ENSNLEG00000011651
rhinopithecus_roxellana ENSRROG00000032053
rhinopithecus_bieti ENSRBIG00000030796
colobus_angolensis_palliatus ENSCANG00000041450
piliocolobus_tephrosceles ENSPTEG00000024596
papio_anubis ENSPANG00000005064
theropithecus_gelada ENSTGEG00000008997
chlorocebus_sabaeus ENSCSAG00000017285
cercocebus_atys ENSCATG00000041279
mandrillus_leucophaeus ENSMLEG00000040229
macaca_mulatta ENSMMUG00000009732
macaca_fascicularis ENSMFAG00000028601
macaca_nemestrina ENSMNEG00000043916
cebus_capucinus_imitator ENSCCAG00000023158
callithrix_jacchus ENSCJAG00000016919
saimiri_boliviensis_boliviensis ENSSBOG00000027157
aotus_nancymaae ENSANAG00000020837
microcebus_murinus ENSMICG00000007406
prolemur_simus ENSPSMG00000022190
propithecus_coquereli ENSPCOG00000015069
otolemur_garnettii ENSOGAG00000006298
carlito_syrichta ENSTSYG00000000406
capra_hircus ENSCHIG00000021858
ovis_aries ENSOARG00000013660
bos_taurus ENSBTAG00000048041
bos_mutus ENSBMUG00000025209
bison_bison_bison ENSBBBG00000024028
tursiops_truncatus ENSTTRG00000013485
sus_scrofa ENSSSCG00000008194
pteropus_vampyrus ENSPVAG00000007116
myotis_lucifugus ENSMLUG00000027441
equus_caballus ENSECAG00000002758
equus_asinus_asinus ENSEASG00005001298
ursus_americanus ENSUAMG00000023791
ursus_maritimus ENSUMAG00000011700
ailuropoda_melanoleuca ENSAMEG00000005211
mustela_putorius_furo ENSMPUG00000011320
neovison_vison ENSNVIG00000015647
canis_lupus_familiaris ENSCAFG00000002380
canis_lupus_dingo ENSCAFG00020025337
panthera_pardus ENSPPRG00000023797
panthera_tigris_altaica ENSPTIG00000007334
felis_catus ENSFCAG00000030483
sorex_araneus ENSSARG00000011261
erinaceus_europaeus ENSEEUG00000007457
castor_canadensis ENSCCNG00000030108
vulpes_vulpes ENSVVUG00000028806
choloepus_hoffmanni ENSCHOG00000003769
procavia_capensis ENSPCAG00000011660
loxodonta_africana ENSLAFG00000022898
ictidomys_tridecemlineatus ENSSTOG00000010983
urocitellus_parryii ENSUPAG00010017957
marmota_marmota_marmota ENSMMMG00000021656
spermophilus_dauricus ENSSDAG00000004005
dipodomys_ordii ENSDORG00000014995
mus_spicilegus ENSMSIG00000004384
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014847
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037351
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014044
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027290
rattus_norvegicus ENSRNOG00000016789
meriones_unguiculatus ENSMUGG00000022526
microtus_ochrogaster ENSMOCG00000020042
peromyscus_maniculatus_bairdii ENSPEMG00000007093
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024108
cricetulus_griseus_crigri_1.0 ENSCGRG00000013453
cricetulus_griseus_crigri-picr ENSCGRG00015015082
mesocricetus_auratus ENSMAUG00000020362
nannospalax_galili ENSNGAG00000011162
jaculus_jaculus ENSJJAG00000016464
phascolarctos_cinereus ENSPCIG00000009295
notamacropus_eugenii ENSMEUG00000005859
sarcophilus_harrisii ENSSHAG00000017342
monodelphis_domestica ENSMODG00000016067
cavia_porcellus ENSCPOG00000033601
cavia_aperea ENSCAPG00000008046
chinchilla_lanigera ENSCLAG00000004041
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016629
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009168
fukomys_damarensis ENSFDAG00000020797
octodon_degus ENSODEG00000006779
dasypus_novemcinctus ENSDNOG00000032497
ornithorhynchus_anatinus ENSOANG00000003831
apteryx_haastii ENSAHAG00000002123
apteryx_owenii ENSAOWG00000007902
apteryx_rowi ENSARWG00000010869
chelonoidis_abingdonii ENSCABG00000012080
gopherus_agassizii ENSGAGG00000011333
chrysemys_picta_bellii ENSCPBG00000023217
anolis_carolinensis ENSACAG00000006123
pogona_vitticeps ENSPVIG00000018399
notechis_scutatus ENSNSUG00000005419
salvator_merianae ENSSMRG00000019809
sphenodon_punctatus ENSSPUG00000003665
ciona_savignyi ENSCSAVG00000000501
