taeniopygia_guttata ENSTGUG00000007508
lonchura_striata_domestica ENSLSDG00000015471
zonotrichia_albicollis ENSZALG00000008424
junco_hyemalis ENSJHYG00000014088
serinus_canaria ENSSCAG00000004793
parus_major ENSPMJG00000002068
cyanistes_caeruleus ENSCCEG00000019200
ficedula_albicollis ENSFALG00000000072
manacus_vitellinus ENSMVIG00005002100
lepidothrix_coronata ENSLCOG00000014353
calidris_pygmaea ENSCPGG00000017524
calidris_pugnax ENSCPUG00000013279
melopsittacus_undulatus ENSMUNG00000014830
anser_brachyrhynchus ENSABRG00000020053
anas_platyrhynchos_platyrhynchos ENSAPLG00000003299
coturnix_japonica ENSCJPG00005014332
meleagris_gallopavo ENSMGAG00000004689
gallus_gallus ENSGALG00000034649
numida_meleagris ENSNMEG00000018318
apteryx_haastii ENSAHAG00000003022
apteryx_owenii ENSAOWG00000017666
apteryx_rowi ENSARWG00000015330
dromaius_novaehollandiae ENSDNVG00000016767
crocodylus_porosus ENSCPRG00005003482
gopherus_agassizii ENSGAGG00000022672
chelonoidis_abingdonii ENSCABG00000022080
chrysemys_picta_bellii ENSCPBG00000015917
pelodiscus_sinensis ENSPSIG00000008201
anolis_carolinensis ENSACAG00000012303
anolis_carolinensis ENSACAG00000025287
pogona_vitticeps ENSPVIG00000020127
salvator_merianae ENSSMRG00000005925
sphenodon_punctatus ENSSPUG00000009814
phascolarctos_cinereus ENSPCIG00000027529
notamacropus_eugenii ENSMEUG00000007308
sarcophilus_harrisii ENSSHAG00000016603
monodelphis_domestica ENSMODG00000013118
chinchilla_lanigera ENSCLAG00000006478
octodon_degus ENSODEG00000003744
cavia_aperea ENSCAPG00000011679
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003906
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006553
fukomys_damarensis ENSFDAG00000008762
ictidomys_tridecemlineatus ENSSTOG00000009587
urocitellus_parryii ENSUPAG00010014088
spermophilus_dauricus ENSSDAG00000010783
marmota_marmota_marmota ENSMMMG00000012986
castor_canadensis ENSCCNG00000028549
dipodomys_ordii ENSDORG00000003305
mus_spicilegus ENSMSIG00000022770
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032482
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043668
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031363
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022962
rattus_norvegicus ENSRNOG00000028649
meriones_unguiculatus ENSMUGG00000024088
cricetulus_griseus_crigri-picr ENSCGRG00015027453
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021816
cricetulus_griseus_crigri_1.0 ENSCGRG00000006009
mesocricetus_auratus ENSMAUG00000000550
peromyscus_maniculatus_bairdii ENSPEMG00000019689
microtus_ochrogaster ENSMOCG00000019988
nannospalax_galili ENSNGAG00000002462
jaculus_jaculus ENSJJAG00000022737
oryctolagus_cuniculus ENSOCUG00000001546
ochotona_princeps ENSOPRG00000008156
tupaia_belangeri ENSTBEG00000010733
pan_paniscus ENSPPAG00000042135
pan_troglodytes ENSPTRG00000008110
homo_sapiens ENSG00000103460
gorilla_gorilla ENSGGOG00000009117
cercocebus_atys ENSCATG00000008040
chlorocebus_sabaeus ENSCSAG00000005317
macaca_mulatta ENSMMUG00000013967
theropithecus_gelada ENSTGEG00000020686
piliocolobus_tephrosceles ENSPTEG00000019697
cebus_capucinus_imitator ENSCCAG00000024480
callithrix_jacchus ENSCJAG00000001731
pongo_abelii ENSPPYG00000007346
nomascus_leucogenys ENSNLEG00000034210
rhinopithecus_roxellana ENSRROG00000013538
rhinopithecus_bieti ENSRBIG00000043696
colobus_angolensis_palliatus ENSCANG00000039004
macaca_fascicularis ENSMFAG00000032933
macaca_nemestrina ENSMNEG00000031324
papio_anubis ENSPANG00000016176
mandrillus_leucophaeus ENSMLEG00000009471
aotus_nancymaae ENSANAG00000033705
saimiri_boliviensis_boliviensis ENSSBOG00000031439
carlito_syrichta ENSTSYG00000012662
prolemur_simus ENSPSMG00000016908
microcebus_murinus ENSMICG00000014881
propithecus_coquereli ENSPCOG00000006464
otolemur_garnettii ENSOGAG00000009531
sus_scrofa ENSSSCG00000002835
vicugna_pacos ENSVPAG00000011164
tursiops_truncatus ENSTTRG00000006875
bison_bison_bison ENSBBBG00000004332
bos_mutus ENSBMUG00000008499
bos_taurus ENSBTAG00000000418
capra_hircus ENSCHIG00000009545
ovis_aries ENSOARG00000017615
myotis_lucifugus ENSMLUG00000003487
neovison_vison ENSNVIG00000018161
mustela_putorius_furo ENSMPUG00000003272
ursus_americanus ENSUAMG00000020941
ursus_maritimus ENSUMAG00000005349
ailuropoda_melanoleuca ENSAMEG00000006831
canis_lupus_familiaris ENSCAFG00000009722
canis_lupus_dingo ENSCAFG00020002858
vulpes_vulpes ENSVVUG00000019398
panthera_tigris_altaica ENSPTIG00000012938
panthera_pardus ENSPPRG00000022987
felis_catus ENSFCAG00000039012
pteropus_vampyrus ENSPVAG00000007052
equus_caballus ENSECAG00000011429
equus_caballus ENSECAG00000030257
equus_caballus ENSECAG00000034802
equus_caballus ENSECAG00000029200
equus_asinus_asinus ENSEASG00005014606
sorex_araneus ENSSARG00000003776
erinaceus_europaeus ENSEEUG00000009491
dasypus_novemcinctus ENSDNOG00000007208
choloepus_hoffmanni ENSCHOG00000006649
procavia_capensis ENSPCAG00000016421
loxodonta_africana ENSLAFG00000014949
ornithorhynchus_anatinus ENSOANG00000013400
xenopus_tropicalis ENSXETG00000006442
latimeria_chalumnae ENSLACG00000012635
paramormyrops_kingsleyae ENSPKIG00000022220
scleropages_formosus ENSSFOG00015020029
scleropages_formosus ENSSFOG00015001552
paramormyrops_kingsleyae ENSPKIG00000005426
hippocampus_comes ENSHCOG00000000964
periophthalmus_magnuspinnatus ENSPMGG00000021798
gasterosteus_aculeatus ENSGACG00000016700
monopterus_albus ENSMALG00000013368
xiphophorus_maculatus ENSXMAG00000016268
xiphophorus_couchianus ENSXCOG00000012996
gambusia_affinis ENSGAFG00000009971
poecilia_mexicana ENSPMEG00000020870
poecilia_formosa ENSPFOG00000015808
poecilia_latipinna ENSPLAG00000022527
poecilia_reticulata ENSPREG00000006754
fundulus_heteroclitus ENSFHEG00000012636
cyprinodon_variegatus ENSCVAG00000020496
kryptolebias_marmoratus ENSKMAG00000016708
oryzias_latipes_asm223471v1 ENSORLG00020020595
oryzias_latipes_asm223467v1 ENSORLG00000022774
oryzias_latipes_asm223469v1 ENSORLG00015018868
oryzias_melastigma ENSOMEG00000016005
astatotilapia_calliptera ENSACLG00000017068
haplochromis_burtoni ENSHBUG00000022049
pundamilia_nyererei ENSPNYG00000010875
neolamprologus_brichardi ENSNBRG00000009332
oreochromis_niloticus ENSONIG00000002828
amphilophus_citrinellus ENSACIG00000004213
mola_mola ENSMMOG00000016402
takifugu_rubripes ENSTRUG00000024558
labrus_bergylta ENSLBEG00000012177
scophthalmus_maximus ENSSMAG00000009123
cynoglossus_semilaevis ENSCSEG00000009338
seriola_dumerili ENSSDUG00000006450
seriola_lalandi_dorsalis ENSSLDG00000017732
mastacembelus_armatus ENSMAMG00000004125
amphiprion_percula ENSAPEG00000010124
amphiprion_ocellaris ENSAOCG00000014921
acanthochromis_polyacanthus ENSAPOG00000022795
stegastes_partitus ENSSPAG00000021626
gadus_morhua ENSGMOG00000006091
esox_lucius ENSELUG00000006127
pygocentrus_nattereri ENSPNAG00000023668
ictalurus_punctatus ENSIPUG00000016308
danio_rerio ENSDARG00000073957
tetraodon_nigroviridis ENSTNIG00000005030
lepisosteus_oculatus ENSLOCG00000007257
lonchura_striata_domestica ENSLSDG00000001337
eptatretus_burgeri ENSEBUG00000014164
petromyzon_marinus ENSPMAG00000003679
eptatretus_burgeri ENSEBUG00000001830
