serinus_canaria ENSSCAG00000003075
ficedula_albicollis ENSFALG00000012866
zonotrichia_albicollis ENSZALG00000011191
junco_hyemalis ENSJHYG00000015251
taeniopygia_guttata ENSTGUG00000010886
lonchura_striata_domestica ENSLSDG00000002824
parus_major ENSPMJG00000007955
cyanistes_caeruleus ENSCCEG00000014702
manacus_vitellinus ENSMVIG00005017122
lepidothrix_coronata ENSLCOG00000016365
melopsittacus_undulatus ENSMUNG00000003518
calidris_pugnax ENSCPUG00000000078
calidris_pygmaea ENSCPGG00000000273
apteryx_owenii ENSAOWG00000012685
apteryx_haastii ENSAHAG00000003345
apteryx_rowi ENSARWG00000017557
dromaius_novaehollandiae ENSDNVG00000008756
nothoprocta_perdicaria ENSNPEG00000007312
coturnix_japonica ENSCJPG00005008861
gallus_gallus ENSGALG00000013865
meleagris_gallopavo ENSMGAG00000013003
numida_meleagris ENSNMEG00000022005
anser_brachyrhynchus ENSABRG00000011074
anas_platyrhynchos_platyrhynchos ENSAPLG00000002012
crocodylus_porosus ENSCPRG00005001587
chelonoidis_abingdonii ENSCABG00000010642
gopherus_agassizii ENSGAGG00000023094
chrysemys_picta_bellii ENSCPBG00000017540
pelodiscus_sinensis ENSPSIG00000015602
sphenodon_punctatus ENSSPUG00000011920
pogona_vitticeps ENSPVIG00000013880
anolis_carolinensis ENSACAG00000028065
salvator_merianae ENSSMRG00000001420
phascolarctos_cinereus ENSPCIG00000027248
notamacropus_eugenii ENSMEUG00000006115
sarcophilus_harrisii ENSSHAG00000000241
monodelphis_domestica ENSMODG00000017421
loxodonta_africana ENSLAFG00000029501
procavia_capensis ENSPCAG00000013870
echinops_telfairi ENSETEG00000011672
choloepus_hoffmanni ENSCHOG00000013187
dasypus_novemcinctus ENSDNOG00000049724
castor_canadensis ENSCCNG00000010285
dipodomys_ordii ENSDORG00000003816
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020009
mus_spicilegus ENSMSIG00000028993
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015956
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015148
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023768
rattus_norvegicus ENSRNOG00000012074
meriones_unguiculatus ENSMUGG00000015444
cricetulus_griseus_crigri_1.0 ENSCGRG00000008498
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021869
cricetulus_griseus_crigri-picr ENSCGRG00015020423
mesocricetus_auratus ENSMAUG00000004899
microtus_ochrogaster ENSMOCG00000003677
peromyscus_maniculatus_bairdii ENSPEMG00000007579
nannospalax_galili ENSNGAG00000010028
chinchilla_lanigera ENSCLAG00000007921
cavia_porcellus ENSCPOG00000012963
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000371
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002753
urocitellus_parryii ENSUPAG00010003115
ictidomys_tridecemlineatus ENSSTOG00000023671
spermophilus_dauricus ENSSDAG00000018112
marmota_marmota_marmota ENSMMMG00000019328
oryctolagus_cuniculus ENSOCUG00000013254
pan_paniscus ENSPPAG00000032456
pan_troglodytes ENSPTRG00000018642
homo_sapiens ENSG00000027697
gorilla_gorilla ENSGGOG00000008510
pongo_abelii ENSPPYG00000017039
nomascus_leucogenys ENSNLEG00000035902
papio_anubis ENSPANG00000018173
theropithecus_gelada ENSTGEG00000016434
mandrillus_leucophaeus ENSMLEG00000029276
macaca_fascicularis ENSMFAG00000003984
macaca_nemestrina ENSMNEG00000042601
macaca_mulatta ENSMMUG00000045195
cercocebus_atys ENSCATG00000037440
chlorocebus_sabaeus ENSCSAG00000016936
rhinopithecus_bieti ENSRBIG00000035293
rhinopithecus_roxellana ENSRROG00000035100
piliocolobus_tephrosceles ENSPTEG00000025239
colobus_angolensis_palliatus ENSCANG00000036148
cebus_capucinus_imitator ENSCCAG00000028495
saimiri_boliviensis_boliviensis ENSSBOG00000028173
callithrix_jacchus ENSCJAG00000047548
aotus_nancymaae ENSANAG00000022563
carlito_syrichta ENSTSYG00000006018
propithecus_coquereli ENSPCOG00000001037
prolemur_simus ENSPSMG00000000877
microcebus_murinus ENSMICG00000044585
otolemur_garnettii ENSOGAG00000006564
tupaia_belangeri ENSTBEG00000007399
pteropus_vampyrus ENSPVAG00000000099
myotis_lucifugus ENSMLUG00000008601
neovison_vison ENSNVIG00000019165
mustela_putorius_furo ENSMPUG00000014867
ursus_americanus ENSUAMG00000017502
ursus_maritimus ENSUMAG00000023819
ailuropoda_melanoleuca ENSAMEG00000010111
canis_lupus_dingo ENSCAFG00020022770
canis_lupus_familiaris ENSCAFG00000000260
vulpes_vulpes ENSVVUG00000002286
panthera_tigris_altaica ENSPTIG00000007628
panthera_pardus ENSPPRG00000004790
felis_catus ENSFCAG00000030336
bos_taurus ENSBTAG00000012544
bos_mutus ENSBMUG00000012052
bison_bison_bison ENSBBBG00000007970
capra_hircus ENSCHIG00000013778
ovis_aries ENSOARG00000000510
tursiops_truncatus ENSTTRG00000016237
sus_scrofa ENSSSCG00000004156
vicugna_pacos ENSVPAG00000003936
equus_caballus ENSECAG00000009347
equus_asinus_asinus ENSEASG00005011722
erinaceus_europaeus ENSEEUG00000008980
sorex_araneus ENSSARG00000010892
ornithorhynchus_anatinus ENSOANG00000005255
xenopus_tropicalis ENSXETG00000032916
latimeria_chalumnae ENSLACG00000003935
