bos_taurus ENSBTAG00000046499
bos_mutus ENSBMUG00000020071
ovis_aries ENSOARG00000014978
sus_scrofa ENSSSCG00000033363
equus_caballus ENSECAG00000032620
equus_asinus_asinus ENSEASG00005015087
ursus_americanus ENSUAMG00000021079
ailuropoda_melanoleuca ENSAMEG00000003276
neovison_vison ENSNVIG00000009807
mustela_putorius_furo ENSMPUG00000009709
felis_catus ENSFCAG00000002699
panthera_pardus ENSPPRG00000004361
myotis_lucifugus ENSMLUG00000023878
chinchilla_lanigera ENSCLAG00000003565
octodon_degus ENSODEG00000017202
cavia_porcellus ENSCPOG00000021575
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005493
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013568
fukomys_damarensis ENSFDAG00000006629
spermophilus_dauricus ENSSDAG00000001445
ictidomys_tridecemlineatus ENSSTOG00000029203
urocitellus_parryii ENSUPAG00010018372
marmota_marmota_marmota ENSMMMG00000004143
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031738
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025469
mus_spicilegus ENSMSIG00000026417
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030627
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013832
rattus_norvegicus ENSRNOG00000046776
meriones_unguiculatus ENSMUGG00000009792
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000375
cricetulus_griseus_crigri-picr ENSCGRG00015027759
cricetulus_griseus_crigri_1.0 ENSCGRG00000016211
mesocricetus_auratus ENSMAUG00000002446
microtus_ochrogaster ENSMOCG00000018905
peromyscus_maniculatus_bairdii ENSPEMG00000017168
nannospalax_galili ENSNGAG00000022865
jaculus_jaculus ENSJJAG00000022578
castor_canadensis ENSCCNG00000021383
loxodonta_africana ENSLAFG00000031082
