monodelphis_domestica ENSMODG00000025319
phascolarctos_cinereus ENSPCIG00000012993
loxodonta_africana ENSLAFG00000006015
procavia_capensis ENSPCAG00000008339
echinops_telfairi ENSETEG00000018741
erinaceus_europaeus ENSEEUG00000004531
equus_asinus_asinus ENSEASG00005007021
vicugna_pacos ENSVPAG00000005096
canis_lupus_familiaris ENSCAFG00000024065
canis_lupus_dingo ENSCAFG00020004379
vulpes_vulpes ENSVVUG00000007977
ailuropoda_melanoleuca ENSAMEG00000003596
neovison_vison ENSNVIG00000017482
panthera_tigris_altaica ENSPTIG00000020685
felis_catus ENSFCAG00000046547
equus_caballus ENSECAG00000026988
pteropus_vampyrus ENSPVAG00000005550
myotis_lucifugus ENSMLUG00000010563
capra_hircus ENSCHIG00000026116
ovis_aries ENSOARG00000011105
bos_mutus ENSBMUG00000010902
bos_taurus ENSBTAG00000054983
tursiops_truncatus ENSTTRG00000015346
sus_scrofa ENSSSCG00000016393
vicugna_pacos ENSVPAG00000006761
vicugna_pacos ENSVPAG00000000655
castor_canadensis ENSCCNG00000023955
dipodomys_ordii ENSDORG00000013250
microtus_ochrogaster ENSMOCG00000004778
peromyscus_maniculatus_bairdii ENSPEMG00000000122
cricetulus_griseus_crigri_1.0 ENSCGRG00000008001
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024187
cricetulus_griseus_crigri-picr ENSCGRG00015015794
mesocricetus_auratus ENSMAUG00000018250
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026124
mus_spicilegus ENSMSIG00000017059
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014024
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027270
rattus_norvegicus ENSRNOG00000042646
nannospalax_galili ENSNGAG00000021104
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006965
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018176
spermophilus_dauricus ENSSDAG00000018835
oryctolagus_cuniculus ENSOCUG00000010585
ochotona_princeps ENSOPRG00000016829
tupaia_belangeri ENSTBEG00000007121
microcebus_murinus ENSMICG00000006310
prolemur_simus ENSPSMG00000014092
propithecus_coquereli ENSPCOG00000021633
pan_paniscus ENSPPAG00000027241
pan_troglodytes ENSPTRG00000012455
gorilla_gorilla ENSGGOG00000003802
homo_sapiens ENSG00000136698
homo_sapiens ENSG00000152093
pongo_abelii ENSPPYG00000012745
nomascus_leucogenys ENSNLEG00000015963
papio_anubis ENSPANG00000021925
cercocebus_atys ENSCATG00000004056
macaca_fascicularis ENSMFAG00000044484
macaca_mulatta ENSMMUG00000021625
macaca_nemestrina ENSMNEG00000032862
chlorocebus_sabaeus ENSCSAG00000017711
mandrillus_leucophaeus ENSMLEG00000010234
theropithecus_gelada ENSTGEG00000028697
rhinopithecus_bieti ENSRBIG00000037641
rhinopithecus_roxellana ENSRROG00000031219
colobus_angolensis_palliatus ENSCANG00000040696
piliocolobus_tephrosceles ENSPTEG00000001798
saimiri_boliviensis_boliviensis ENSSBOG00000025558
callithrix_jacchus ENSCJAG00000011112
cebus_capucinus_imitator ENSCCAG00000020792
aotus_nancymaae ENSANAG00000021548
dasypus_novemcinctus ENSDNOG00000032309
pelodiscus_sinensis ENSPSIG00000014688
crocodylus_porosus ENSCPRG00005010154
anolis_carolinensis ENSACAG00000012757
pogona_vitticeps ENSPVIG00000015694
notechis_scutatus ENSNSUG00000014348
salvator_merianae ENSSMRG00000019224
sphenodon_punctatus ENSSPUG00000004632
gopherus_agassizii ENSGAGG00000021336
chelonoidis_abingdonii ENSCABG00000018639
chrysemys_picta_bellii ENSCPBG00000005486
pelodiscus_sinensis ENSPSIG00000014697
anser_brachyrhynchus ENSABRG00000016100
anas_platyrhynchos_platyrhynchos ENSAPLG00000007613
gallus_gallus ENSGALG00000012623
coturnix_japonica ENSCJPG00005009555
numida_meleagris ENSNMEG00000017666
parus_major ENSPMJG00000001615
cyanistes_caeruleus ENSCCEG00000009986
taeniopygia_guttata ENSTGUG00000000498
lonchura_striata_domestica ENSLSDG00000012780
serinus_canaria ENSSCAG00000014995
zonotrichia_albicollis ENSZALG00000012464
ficedula_albicollis ENSFALG00000003245
manacus_vitellinus ENSMVIG00005020018
lepidothrix_coronata ENSLCOG00000004846
melopsittacus_undulatus ENSMUNG00000011960
calidris_pygmaea ENSCPGG00000007267
calidris_pugnax ENSCPUG00000015027
apteryx_rowi ENSARWG00000010978
apteryx_owenii ENSAOWG00000014597
apteryx_haastii ENSAHAG00000011247
dromaius_novaehollandiae ENSDNVG00000008782
nothoprocta_perdicaria ENSNPEG00000007108
