cynoglossus_semilaevis ENSCSEG00000010081
periophthalmus_magnuspinnatus ENSPMGG00000020929
amphiprion_percula ENSAPEG00000006202
amphiprion_ocellaris ENSAOCG00000012361
acanthochromis_polyacanthus ENSAPOG00000004619
stegastes_partitus ENSSPAG00000007709
tetraodon_nigroviridis ENSTNIG00000010532
takifugu_rubripes ENSTRUG00000008057
mastacembelus_armatus ENSMAMG00000000126
anabas_testudineus ENSATEG00000019292
seriola_dumerili ENSSDUG00000001997
seriola_lalandi_dorsalis ENSSLDG00000012910
xiphophorus_maculatus ENSXMAG00000009476
xiphophorus_couchianus ENSXCOG00000004337
poecilia_formosa ENSPFOG00000007088
poecilia_latipinna ENSPLAG00000018912
poecilia_mexicana ENSPMEG00000017795
poecilia_reticulata ENSPREG00000008134
gambusia_affinis ENSGAFG00000017903
fundulus_heteroclitus ENSFHEG00000011012
kryptolebias_marmoratus ENSKMAG00000014602
oryzias_latipes_asm223467v1 ENSORLG00000018140
oryzias_latipes_asm223471v1 ENSORLG00020009307
oryzias_latipes_asm223469v1 ENSORLG00015006556
oryzias_melastigma ENSOMEG00000007749
mola_mola ENSMMOG00000021445
labrus_bergylta ENSLBEG00000012192
maylandia_zebra ENSMZEG00005011974
astatotilapia_calliptera ENSACLG00000001239
pundamilia_nyererei ENSPNYG00000009840
neolamprologus_brichardi ENSNBRG00000005621
oreochromis_niloticus ENSONIG00000000423
amphilophus_citrinellus ENSACIG00000011324
scophthalmus_maximus ENSSMAG00000008729
monopterus_albus ENSMALG00000000723
gasterosteus_aculeatus ENSGACG00000005188
gadus_morhua ENSGMOG00000013134
esox_lucius ENSELUG00000022980
ictalurus_punctatus ENSIPUG00000024070
pygocentrus_nattereri ENSPNAG00000016117
danio_rerio ENSDARG00000040192
scleropages_formosus ENSSFOG00015015023
paramormyrops_kingsleyae ENSPKIG00000019926
lepisosteus_oculatus ENSLOCG00000016364
taeniopygia_guttata ENSTGUG00000003054
lonchura_striata_domestica ENSLSDG00000016846
parus_major ENSPMJG00000013572
ficedula_albicollis ENSFALG00000012415
zonotrichia_albicollis ENSZALG00000002417
junco_hyemalis ENSJHYG00000009435
lepidothrix_coronata ENSLCOG00000009564
calidris_pygmaea ENSCPGG00000019021
manacus_vitellinus ENSMVIG00005003198
calidris_pugnax ENSCPUG00000000256
gallus_gallus ENSGALG00000009821
coturnix_japonica ENSCJPG00005007470
anser_brachyrhynchus ENSABRG00000014855
apteryx_haastii ENSAHAG00000000805
apteryx_rowi ENSARWG00000003451
apteryx_owenii ENSAOWG00000002409
dromaius_novaehollandiae ENSDNVG00000002566
nothoprocta_perdicaria ENSNPEG00000012989
crocodylus_porosus ENSCPRG00005000447
chelonoidis_abingdonii ENSCABG00000015063
gopherus_agassizii ENSGAGG00000020585
chrysemys_picta_bellii ENSCPBG00000015468
notechis_scutatus ENSNSUG00000012828
pogona_vitticeps ENSPVIG00000002540
salvator_merianae ENSSMRG00000018599
sphenodon_punctatus ENSSPUG00000015216
castor_canadensis ENSCCNG00000020523
dipodomys_ordii ENSDORG00000027260
urocitellus_parryii ENSUPAG00010017224
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015849
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015049
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037499
mus_spicilegus ENSMSIG00000029311
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028281
