microcebus_murinus ENSMICG00000043669
otolemur_garnettii ENSOGAG00000012257
propithecus_coquereli ENSPCOG00000004397
prolemur_simus ENSPSMG00000005849
pan_troglodytes ENSPTRG00000011563
homo_sapiens ENSG00000183647
gorilla_gorilla ENSGGOG00000003366
nomascus_leucogenys ENSNLEG00000010975
rhinopithecus_roxellana ENSRROG00000037296
rhinopithecus_bieti ENSRBIG00000034933
piliocolobus_tephrosceles ENSPTEG00000003277
colobus_angolensis_palliatus ENSCANG00000004330
theropithecus_gelada ENSTGEG00000015168
papio_anubis ENSPANG00000012095
mandrillus_leucophaeus ENSMLEG00000039888
cercocebus_atys ENSCATG00000037643
chlorocebus_sabaeus ENSCSAG00000001626
macaca_fascicularis ENSMFAG00000039116
macaca_nemestrina ENSMNEG00000039826
macaca_mulatta ENSMMUG00000009294
aotus_nancymaae ENSANAG00000025452
cebus_capucinus_imitator ENSCCAG00000025226
