chelonoidis_abingdonii ENSCABG00000002957
gopherus_agassizii ENSGAGG00000009880
chrysemys_picta_bellii ENSCPBG00000016569
pelodiscus_sinensis ENSPSIG00000003828
apteryx_owenii ENSAOWG00000006304
apteryx_haastii ENSAHAG00000018365
apteryx_rowi ENSARWG00000016922
dromaius_novaehollandiae ENSDNVG00000011223
nothoprocta_perdicaria ENSNPEG00000014585
anser_brachyrhynchus ENSABRG00000011645
anas_platyrhynchos_platyrhynchos ENSAPLG00000008338
gallus_gallus ENSGALG00000002170
coturnix_japonica ENSCJPG00005017774
numida_meleagris ENSNMEG00000001073
calidris_pygmaea ENSCPGG00000009014
calidris_pugnax ENSCPUG00000008975
lonchura_striata_domestica ENSLSDG00000001451
taeniopygia_guttata ENSTGUG00000000964
serinus_canaria ENSSCAG00000013524
junco_hyemalis ENSJHYG00000016930
zonotrichia_albicollis ENSZALG00000016728
cyanistes_caeruleus ENSCCEG00000018581
parus_major ENSPMJG00000011980
ficedula_albicollis ENSFALG00000003389
manacus_vitellinus ENSMVIG00005016387
manacus_vitellinus ENSMVIG00005016383
lepidothrix_coronata ENSLCOG00000006622
melopsittacus_undulatus ENSMUNG00000005481
crocodylus_porosus ENSCPRG00005014428
pogona_vitticeps ENSPVIG00000002136
anolis_carolinensis ENSACAG00000003336
notechis_scutatus ENSNSUG00000013620
salvator_merianae ENSSMRG00000004090
sphenodon_punctatus ENSSPUG00000008449
phascolarctos_cinereus ENSPCIG00000022577
sarcophilus_harrisii ENSSHAG00000010518
monodelphis_domestica ENSMODG00000004721
chinchilla_lanigera ENSCLAG00000013132
octodon_degus ENSODEG00000010107
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018213
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004974
fukomys_damarensis ENSFDAG00000009507
urocitellus_parryii ENSUPAG00010022495
spermophilus_dauricus ENSSDAG00000024893
ictidomys_tridecemlineatus ENSSTOG00000027072
marmota_marmota_marmota ENSMMMG00000014879
peromyscus_maniculatus_bairdii ENSPEMG00000021165
microtus_ochrogaster ENSMOCG00000012316
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022882
cricetulus_griseus_crigri-picr ENSCGRG00015026144
cricetulus_griseus_crigri_1.0 ENSCGRG00000008667
mesocricetus_auratus ENSMAUG00000010803
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048938
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026392
mus_spicilegus ENSMSIG00000012716
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025442
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026886
rattus_norvegicus ENSRNOG00000023073
meriones_unguiculatus ENSMUGG00000022355
nannospalax_galili ENSNGAG00000010800
jaculus_jaculus ENSJJAG00000018578
oryctolagus_cuniculus ENSOCUG00000023188
otolemur_garnettii ENSOGAG00000030317
ursus_americanus ENSUAMG00000021786
ursus_maritimus ENSUMAG00000011659
ailuropoda_melanoleuca ENSAMEG00000017106
mustela_putorius_furo ENSMPUG00000005775
neovison_vison ENSNVIG00000005738
canis_lupus_dingo ENSCAFG00020000163
canis_lupus_familiaris ENSCAFG00000009671
vulpes_vulpes ENSVVUG00000009922
panthera_pardus ENSPPRG00000000888
panthera_tigris_altaica ENSPTIG00000007154
felis_catus ENSFCAG00000028538
equus_caballus ENSECAG00000015617
equus_asinus_asinus ENSEASG00005006296
loxodonta_africana ENSLAFG00000028744
dasypus_novemcinctus ENSDNOG00000034800
ornithorhynchus_anatinus ENSOANG00000004519
xenopus_tropicalis ENSXETG00000021443
latimeria_chalumnae ENSLACG00000018478
lepisosteus_oculatus ENSLOCG00000010390
petromyzon_marinus ENSPMAG00000002272
