manacus_vitellinus ENSMVIG00005003498
lepidothrix_coronata ENSLCOG00000000751
junco_hyemalis ENSJHYG00000012036
zonotrichia_albicollis ENSZALG00000006480
serinus_canaria ENSSCAG00000014803
lonchura_striata_domestica ENSLSDG00000001802
taeniopygia_guttata ENSTGUG00000009601
cyanistes_caeruleus ENSCCEG00000001326
parus_major ENSPMJG00000019606
ficedula_albicollis ENSFALG00000007495
melopsittacus_undulatus ENSMUNG00000008403
calidris_pugnax ENSCPUG00000017107
calidris_pugnax ENSCPUG00000017106
calidris_pygmaea ENSCPGG00000018424
anas_platyrhynchos_platyrhynchos ENSAPLG00000020452
anas_platyrhynchos_platyrhynchos ENSAPLG00000015887
anser_brachyrhynchus ENSABRG00000008050
coturnix_japonica ENSCJPG00005013614
meleagris_gallopavo ENSMGAG00000007888
gallus_gallus ENSGALG00000007536
numida_meleagris ENSNMEG00000004694
apteryx_rowi ENSARWG00000007227
apteryx_owenii ENSAOWG00000018373
apteryx_haastii ENSAHAG00000006191
dromaius_novaehollandiae ENSDNVG00000006719
nothoprocta_perdicaria ENSNPEG00000008014
crocodylus_porosus ENSCPRG00005012331
chelonoidis_abingdonii ENSCABG00000004925
gopherus_agassizii ENSGAGG00000008039
chrysemys_picta_bellii ENSCPBG00000017351
pelodiscus_sinensis ENSPSIG00000002271
anolis_carolinensis ENSACAG00000002973
pogona_vitticeps ENSPVIG00000001874
notechis_scutatus ENSNSUG00000011590
salvator_merianae ENSSMRG00000018778
sphenodon_punctatus ENSSPUG00000012463
phascolarctos_cinereus ENSPCIG00000018708
monodelphis_domestica ENSMODG00000018409
sarcophilus_harrisii ENSSHAG00000007190
xenopus_tropicalis ENSXETG00000033241
piliocolobus_tephrosceles ENSPTEG00000003164
labrus_bergylta ENSLBEG00000009180
gasterosteus_aculeatus ENSGACG00000016081
takifugu_rubripes ENSTRUG00000008782
tetraodon_nigroviridis ENSTNIG00000007812
mola_mola ENSMMOG00000018428
maylandia_zebra ENSMZEG00005007143
astatotilapia_calliptera ENSACLG00000011360
pundamilia_nyererei ENSPNYG00000002250
neolamprologus_brichardi ENSNBRG00000007681
haplochromis_burtoni ENSHBUG00000017673
neolamprologus_brichardi ENSNBRG00000004893
oreochromis_niloticus ENSONIG00000010715
amphilophus_citrinellus ENSACIG00000001528
poecilia_latipinna ENSPLAG00000009341
poecilia_formosa ENSPFOG00000006158
poecilia_mexicana ENSPMEG00000015527
poecilia_reticulata ENSPREG00000006061
xiphophorus_maculatus ENSXMAG00000004751
xiphophorus_couchianus ENSXCOG00000007475
gambusia_affinis ENSGAFG00000008350
fundulus_heteroclitus ENSFHEG00000016469
cyprinodon_variegatus ENSCVAG00000008431
kryptolebias_marmoratus ENSKMAG00000004465
oryzias_latipes_asm223467v1 ENSORLG00000009040
oryzias_latipes_asm223469v1 ENSORLG00015008079
oryzias_latipes_asm223471v1 ENSORLG00020000313
oryzias_melastigma ENSOMEG00000006535
amphiprion_ocellaris ENSAOCG00000018054
amphiprion_percula ENSAPEG00000003739
acanthochromis_polyacanthus ENSAPOG00000015518
stegastes_partitus ENSSPAG00000002808
periophthalmus_magnuspinnatus ENSPMGG00000009336
hippocampus_comes ENSHCOG00000021005
scophthalmus_maximus ENSSMAG00000008710
cynoglossus_semilaevis ENSCSEG00000011490
seriola_lalandi_dorsalis ENSSLDG00000021368
seriola_lalandi_dorsalis ENSSLDG00000014935
seriola_dumerili ENSSDUG00000009658
mastacembelus_armatus ENSMAMG00000002375
monopterus_albus ENSMALG00000005575
anabas_testudineus ENSATEG00000020919
gadus_morhua ENSGMOG00000002109
esox_lucius ENSELUG00000024336
astyanax_mexicanus ENSAMXG00000001885
pygocentrus_nattereri ENSPNAG00000016261
ictalurus_punctatus ENSIPUG00000012115
danio_rerio ENSDARG00000099519
paramormyrops_kingsleyae ENSPKIG00000022666
scleropages_formosus ENSSFOG00015014514
lepisosteus_oculatus ENSLOCG00000008545
petromyzon_marinus ENSPMAG00000001595
drosophila_melanogaster FBgn0003082
drosophila_melanogaster FBgn0042173
