monopterus_albus ENSMALG00000006708
mastacembelus_armatus ENSMAMG00000000507
anabas_testudineus ENSATEG00000009793
seriola_lalandi_dorsalis ENSSLDG00000014417
seriola_dumerili ENSSDUG00000013018
xiphophorus_maculatus ENSXMAG00000028162
gambusia_affinis ENSGAFG00000003064
poecilia_mexicana ENSPMEG00000015755
poecilia_latipinna ENSPLAG00000004483
poecilia_formosa ENSPFOG00000008849
poecilia_reticulata ENSPREG00000002022
cyprinodon_variegatus ENSCVAG00000005845
fundulus_heteroclitus ENSFHEG00000019575
kryptolebias_marmoratus ENSKMAG00000012899
oryzias_latipes_asm223467v1 ENSORLG00000000642
oryzias_latipes_asm223471v1 ENSORLG00020002131
oryzias_latipes_asm223469v1 ENSORLG00015004384
maylandia_zebra ENSMZEG00005018332
astatotilapia_calliptera ENSACLG00000010244
pundamilia_nyererei ENSPNYG00000024035
neolamprologus_brichardi ENSNBRG00000023571
amphilophus_citrinellus ENSACIG00000002516
labrus_bergylta ENSLBEG00000022363
labrus_bergylta ENSLBEG00000014328
periophthalmus_magnuspinnatus ENSPMGG00000000473
esox_lucius ENSELUG00000002685
astyanax_mexicanus ENSAMXG00000002924
pygocentrus_nattereri ENSPNAG00000013197
ictalurus_punctatus ENSIPUG00000022944
danio_rerio ENSDARG00000002701
paramormyrops_kingsleyae ENSPKIG00000016904
scleropages_formosus ENSSFOG00015017463
scleropages_formosus ENSSFOG00015015663
paramormyrops_kingsleyae ENSPKIG00000020356
lepisosteus_oculatus ENSLOCG00000014117
pogona_vitticeps ENSPVIG00000005141
anolis_carolinensis ENSACAG00000004524
notechis_scutatus ENSNSUG00000002872
salvator_merianae ENSSMRG00000021600
sphenodon_punctatus ENSSPUG00000009991
gopherus_agassizii ENSGAGG00000005672
chelonoidis_abingdonii ENSCABG00000013642
chrysemys_picta_bellii ENSCPBG00000019681
pelodiscus_sinensis ENSPSIG00000013266
crocodylus_porosus ENSCPRG00005000165
procavia_capensis ENSPCAG00000009578
echinops_telfairi ENSETEG00000006177
tupaia_belangeri ENSTBEG00000005499
saimiri_boliviensis_boliviensis ENSSBOG00000032264
callithrix_jacchus ENSCJAG00000006863
cebus_capucinus_imitator ENSCCAG00000037599
pan_paniscus ENSPPAG00000031385
pan_troglodytes ENSPTRG00000007173
gorilla_gorilla ENSGGOG00000024110
homo_sapiens ENSG00000103710
pongo_abelii ENSPPYG00000006560
nomascus_leucogenys ENSNLEG00000012613
mandrillus_leucophaeus ENSMLEG00000043142
cercocebus_atys ENSCATG00000042289
papio_anubis ENSPANG00000016745
theropithecus_gelada ENSTGEG00000023138
chlorocebus_sabaeus ENSCSAG00000012718
macaca_nemestrina ENSMNEG00000043863
macaca_fascicularis ENSMFAG00000040074
piliocolobus_tephrosceles ENSPTEG00000035375
colobus_angolensis_palliatus ENSCANG00000037517
rhinopithecus_roxellana ENSRROG00000040793
rhinopithecus_bieti ENSRBIG00000041270
macaca_mulatta ENSMMUG00000004029
aotus_nancymaae ENSANAG00000027475
carlito_syrichta ENSTSYG00000034971
microcebus_murinus ENSMICG00000000624
prolemur_simus ENSPSMG00000000720
propithecus_coquereli ENSPCOG00000005311
otolemur_garnettii ENSOGAG00000010391
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008881
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018457
fukomys_damarensis ENSFDAG00000011619
cavia_porcellus ENSCPOG00000036953
cavia_porcellus ENSCPOG00000039046
cavia_aperea ENSCAPG00000011533
chinchilla_lanigera ENSCLAG00000011152
octodon_degus ENSODEG00000016297
ictidomys_tridecemlineatus ENSSTOG00000024973
spermophilus_dauricus ENSSDAG00000023849
marmota_marmota_marmota ENSMMMG00000007263
urocitellus_parryii ENSUPAG00010000634
castor_canadensis ENSCCNG00000021238
dipodomys_ordii ENSDORG00000000119
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041696
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033499
mus_spicilegus ENSMSIG00000005656
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032360
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015225
rattus_norvegicus ENSRNOG00000032339
meriones_unguiculatus ENSMUGG00000026075
microtus_ochrogaster ENSMOCG00000022051
peromyscus_maniculatus_bairdii ENSPEMG00000026265
cricetulus_griseus_crigri_1.0 ENSCGRG00000006968
cricetulus_griseus_crigri-picr ENSCGRG00015022022
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015470
mesocricetus_auratus ENSMAUG00000021367
nannospalax_galili ENSNGAG00000019976
jaculus_jaculus ENSJJAG00000019387
oryctolagus_cuniculus ENSOCUG00000010729
ochotona_princeps ENSOPRG00000010101
myotis_lucifugus ENSMLUG00000016438
pteropus_vampyrus ENSPVAG00000016334
capra_hircus ENSCHIG00000011540
ovis_aries ENSOARG00000017758
bos_mutus ENSBMUG00000004727
bos_taurus ENSBTAG00000000062
bison_bison_bison ENSBBBG00000007855
tursiops_truncatus ENSTTRG00000005808
sus_scrofa ENSSSCG00000038071
equus_caballus ENSECAG00000009263
equus_asinus_asinus ENSEASG00005006494
ursus_maritimus ENSUMAG00000012538
ursus_americanus ENSUAMG00000016973
ailuropoda_melanoleuca ENSAMEG00000002773
mustela_putorius_furo ENSMPUG00000000526
neovison_vison ENSNVIG00000017710
canis_lupus_familiaris ENSCAFG00000017123
canis_lupus_dingo ENSCAFG00020008821
vulpes_vulpes ENSVVUG00000013838
panthera_pardus ENSPPRG00000024033
panthera_tigris_altaica ENSPTIG00000021753
felis_catus ENSFCAG00000011458
canis_lupus_dingo ENSCAFG00020000204
dasypus_novemcinctus ENSDNOG00000037419
loxodonta_africana ENSLAFG00000006982
sorex_araneus ENSSARG00000014571
erinaceus_europaeus ENSEEUG00000015016
phascolarctos_cinereus ENSPCIG00000035910
notamacropus_eugenii ENSMEUG00000014261
monodelphis_domestica ENSMODG00000010404
sarcophilus_harrisii ENSSHAG00000010405
ornithorhynchus_anatinus ENSOANG00000002563
anser_brachyrhynchus ENSABRG00000009304
anas_platyrhynchos_platyrhynchos ENSAPLG00000015628
coturnix_japonica ENSCJPG00005020755
gallus_gallus ENSGALG00000007349
meleagris_gallopavo ENSMGAG00000009547
numida_meleagris ENSNMEG00000023226
lonchura_striata_domestica ENSLSDG00000011510
taeniopygia_guttata ENSTGUG00000009081
serinus_canaria ENSSCAG00000010110
zonotrichia_albicollis ENSZALG00000005957
junco_hyemalis ENSJHYG00000013426
parus_major ENSPMJG00000009816
cyanistes_caeruleus ENSCCEG00000008519
ficedula_albicollis ENSFALG00000010132
lepidothrix_coronata ENSLCOG00000004913
manacus_vitellinus ENSMVIG00005010304
melopsittacus_undulatus ENSMUNG00000008867
calidris_pygmaea ENSCPGG00000006585
calidris_pugnax ENSCPUG00000017258
dromaius_novaehollandiae ENSDNVG00000011149
nothoprocta_perdicaria ENSNPEG00000008191
apteryx_owenii ENSAOWG00000000197
apteryx_rowi ENSARWG00000004188
latimeria_chalumnae ENSLACG00000016896
