taeniopygia_guttata ENSTGUG00000006246
lonchura_striata_domestica ENSLSDG00000002637
serinus_canaria ENSSCAG00000014916
zonotrichia_albicollis ENSZALG00000005025
ficedula_albicollis ENSFALG00000002924
parus_major ENSPMJG00000012742
cyanistes_caeruleus ENSCCEG00000017481
lepidothrix_coronata ENSLCOG00000010791
manacus_vitellinus ENSMVIG00005018812
calidris_pygmaea ENSCPGG00000004587
calidris_pugnax ENSCPUG00000005717
melopsittacus_undulatus ENSMUNG00000003712
gallus_gallus ENSGALG00000014682
meleagris_gallopavo ENSMGAG00000008039
coturnix_japonica ENSCJPG00005012754
numida_meleagris ENSNMEG00000006661
anser_brachyrhynchus ENSABRG00000004556
apteryx_haastii ENSAHAG00000011300
apteryx_rowi ENSARWG00000011567
apteryx_owenii ENSAOWG00000018631
dromaius_novaehollandiae ENSDNVG00000004402
nothoprocta_perdicaria ENSNPEG00000014298
crocodylus_porosus ENSCPRG00005003930
anas_platyrhynchos_platyrhynchos ENSAPLG00000020005
gopherus_agassizii ENSGAGG00000012837
chelonoidis_abingdonii ENSCABG00000021433
chrysemys_picta_bellii ENSCPBG00000015594
pelodiscus_sinensis ENSPSIG00000005675
anolis_carolinensis ENSACAG00000012586
pogona_vitticeps ENSPVIG00000025646
notechis_scutatus ENSNSUG00000007613
salvator_merianae ENSSMRG00000008060
sphenodon_punctatus ENSSPUG00000003358
xenopus_tropicalis ENSXETG00000013262
mus_spicilegus ENSMSIG00000019334
mus_spicilegus ENSMSIG00000019295
loxodonta_africana ENSLAFG00000006251
procavia_capensis ENSPCAG00000008059
echinops_telfairi ENSETEG00000002161
choloepus_hoffmanni ENSCHOG00000000760
dasypus_novemcinctus ENSDNOG00000012728
chinchilla_lanigera ENSCLAG00000007150
cavia_porcellus ENSCPOG00000006529
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004596
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013018
fukomys_damarensis ENSFDAG00000008802
spermophilus_dauricus ENSSDAG00000007936
urocitellus_parryii ENSUPAG00010004081
ictidomys_tridecemlineatus ENSSTOG00000015263
marmota_marmota_marmota ENSMMMG00000005793
castor_canadensis ENSCCNG00000031361
castor_canadensis ENSCCNG00000003072
dipodomys_ordii ENSDORG00000000791
mus_spicilegus ENSMSIG00000024740
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019609
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021585
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018726
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015805
rattus_norvegicus ENSRNOG00000010286
meriones_unguiculatus ENSMUGG00000024976
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002654
cricetulus_griseus_crigri_1.0 ENSCGRG00000008088
cricetulus_griseus_crigri-picr ENSCGRG00015018144
mesocricetus_auratus ENSMAUG00000017170
peromyscus_maniculatus_bairdii ENSPEMG00000012449
microtus_ochrogaster ENSMOCG00000001071
nannospalax_galili ENSNGAG00000003902
pan_troglodytes ENSPTRG00000017093
pan_paniscus ENSPPAG00000042445
homo_sapiens ENSG00000153113
gorilla_gorilla ENSGGOG00000009283
pongo_abelii ENSPPYG00000015649
nomascus_leucogenys ENSNLEG00000014144
rhinopithecus_bieti ENSRBIG00000037347
rhinopithecus_roxellana ENSRROG00000044372
colobus_angolensis_palliatus ENSCANG00000038701
piliocolobus_tephrosceles ENSPTEG00000014458
macaca_fascicularis ENSMFAG00000033350
macaca_mulatta ENSMMUG00000002062
macaca_nemestrina ENSMNEG00000036572
theropithecus_gelada ENSTGEG00000006219
papio_anubis ENSPANG00000016058
cercocebus_atys ENSCATG00000012313
mandrillus_leucophaeus ENSMLEG00000036421
chlorocebus_sabaeus ENSCSAG00000014328
saimiri_boliviensis_boliviensis ENSSBOG00000034231
callithrix_jacchus ENSCJAG00000009882
cebus_capucinus_imitator ENSCCAG00000024427
aotus_nancymaae ENSANAG00000029735
carlito_syrichta ENSTSYG00000013774
propithecus_coquereli ENSPCOG00000021855
microcebus_murinus ENSMICG00000017406
prolemur_simus ENSPSMG00000009891
prolemur_simus ENSPSMG00000017981
otolemur_garnettii ENSOGAG00000004109
otolemur_garnettii ENSOGAG00000033091
oryctolagus_cuniculus ENSOCUG00000007802
ochotona_princeps ENSOPRG00000013763
sorex_araneus ENSSARG00000008803
tupaia_belangeri ENSTBEG00000006245
tupaia_belangeri ENSTBEG00000005094
capra_hircus ENSCHIG00000027166
ovis_aries ENSOARG00000017709
bos_mutus ENSBMUG00000020822
bos_taurus ENSBTAG00000000874
bison_bison_bison ENSBBBG00000022972
tursiops_truncatus ENSTTRG00000016061
sus_scrofa ENSSSCG00000014170
vicugna_pacos ENSVPAG00000001536
equus_asinus_asinus ENSEASG00005019257
equus_caballus ENSECAG00000013676
pteropus_vampyrus ENSPVAG00000016646
myotis_lucifugus ENSMLUG00000016051
ailuropoda_melanoleuca ENSAMEG00000012928
ursus_maritimus ENSUMAG00000006633
neovison_vison ENSNVIG00000002512
mustela_putorius_furo ENSMPUG00000004377
canis_lupus_familiaris ENSCAFG00000007854
canis_lupus_dingo ENSCAFG00020007264
vulpes_vulpes ENSVVUG00000021741
panthera_tigris_altaica ENSPTIG00000015418
panthera_pardus ENSPPRG00000009846
felis_catus ENSFCAG00000004964
erinaceus_europaeus ENSEEUG00000014744
phascolarctos_cinereus ENSPCIG00000015698
notamacropus_eugenii ENSMEUG00000015777
sarcophilus_harrisii ENSSHAG00000003573
monodelphis_domestica ENSMODG00000020075
ornithorhynchus_anatinus ENSOANG00000001211
latimeria_chalumnae ENSLACG00000000015
scophthalmus_maximus ENSSMAG00000009864
cynoglossus_semilaevis ENSCSEG00000012578
takifugu_rubripes ENSTRUG00000014934
monopterus_albus ENSMALG00000002269
kryptolebias_marmoratus ENSKMAG00000018999
amphilophus_citrinellus ENSACIG00000003828
amphiprion_ocellaris ENSAOCG00000007169
hippocampus_comes ENSHCOG00000013004
seriola_lalandi_dorsalis ENSSLDG00000017871
seriola_dumerili ENSSDUG00000022429
mastacembelus_armatus ENSMAMG00000018875
mastacembelus_armatus ENSMAMG00000018866
tetraodon_nigroviridis ENSTNIG00000002765
gadus_morhua ENSGMOG00000008928
esox_lucius ENSELUG00000010528
danio_rerio ENSDARG00000058693
haplochromis_burtoni ENSHBUG00000021194
pundamilia_nyererei ENSPNYG00000003442
maylandia_zebra ENSMZEG00005026849
astatotilapia_calliptera ENSACLG00000012615
neolamprologus_brichardi ENSNBRG00000018790
oreochromis_niloticus ENSONIG00000020377
neolamprologus_brichardi ENSNBRG00000018775
