pan_troglodytes ENSPTRG00000000513
pan_paniscus ENSPPAG00000008621
gorilla_gorilla ENSGGOG00000040481
nomascus_leucogenys ENSNLEG00000018200
macaca_fascicularis ENSMFAG00000030085
macaca_mulatta ENSMMUG00000012505
macaca_nemestrina ENSMNEG00000010043
cercocebus_atys ENSCATG00000006495
mandrillus_leucophaeus ENSMLEG00000009138
rhinopithecus_bieti ENSRBIG00000035224
rhinopithecus_roxellana ENSRROG00000038048
piliocolobus_tephrosceles ENSPTEG00000020993
callithrix_jacchus ENSCJAG00000023375
cebus_capucinus_imitator ENSCCAG00000023467
aotus_nancymaae ENSANAG00000021104
tupaia_belangeri ENSTBEG00000003249
erinaceus_europaeus ENSEEUG00000015443
sorex_araneus ENSSARG00000007563
tursiops_truncatus ENSTTRG00000016133
pteropus_vampyrus ENSPVAG00000002218
procavia_capensis ENSPCAG00000009503
