ovis_aries ENSOARG00000001519
capra_hircus ENSCHIG00000019107
bos_mutus ENSBMUG00000000946
bos_taurus ENSBTAG00000018523
bison_bison_bison ENSBBBG00000025295
tursiops_truncatus ENSTTRG00000016727
sus_scrofa ENSSSCG00000035153
vicugna_pacos ENSVPAG00000008212
equus_caballus ENSECAG00000024438
equus_asinus_asinus ENSEASG00005005253
ursus_maritimus ENSUMAG00000020830
ursus_americanus ENSUAMG00000016423
ailuropoda_melanoleuca ENSAMEG00000015923
mustela_putorius_furo ENSMPUG00000008733
neovison_vison ENSNVIG00000006372
vulpes_vulpes ENSVVUG00000025337
canis_lupus_dingo ENSCAFG00020009193
canis_lupus_familiaris ENSCAFG00000025380
panthera_pardus ENSPPRG00000000536
panthera_tigris_altaica ENSPTIG00000009542
felis_catus ENSFCAG00000025345
sorex_araneus ENSSARG00000004773
sorex_araneus ENSSARG00000003056
sorex_araneus ENSSARG00000002093
sorex_araneus ENSSARG00000005978
sorex_araneus ENSSARG00000004750
sorex_araneus ENSSARG00000006292
sorex_araneus ENSSARG00000012584
sorex_araneus ENSSARG00000011940
sorex_araneus ENSSARG00000014317
sorex_araneus ENSSARG00000003199
sorex_araneus ENSSARG00000004751
sorex_araneus ENSSARG00000004038
sorex_araneus ENSSARG00000003338
sorex_araneus ENSSARG00000004156
sorex_araneus ENSSARG00000009180
sorex_araneus ENSSARG00000014201
erinaceus_europaeus ENSEEUG00000007165
erinaceus_europaeus ENSEEUG00000003405
sorex_araneus ENSSARG00000006208
myotis_lucifugus ENSMLUG00000027922
myotis_lucifugus ENSMLUG00000017560
pteropus_vampyrus ENSPVAG00000005385
pan_paniscus ENSPPAG00000031598
pan_troglodytes ENSPTRG00000017795
homo_sapiens ENSG00000112343
gorilla_gorilla ENSGGOG00000007662
pongo_abelii ENSPPYG00000016297
nomascus_leucogenys ENSNLEG00000003037
macaca_fascicularis ENSMFAG00000038661
macaca_mulatta ENSMMUG00000023720
macaca_nemestrina ENSMNEG00000044149
mandrillus_leucophaeus ENSMLEG00000041721
papio_anubis ENSPANG00000023484
theropithecus_gelada ENSTGEG00000021469
cercocebus_atys ENSCATG00000028883
chlorocebus_sabaeus ENSCSAG00000007893
colobus_angolensis_palliatus ENSCANG00000034996
piliocolobus_tephrosceles ENSPTEG00000001125
rhinopithecus_bieti ENSRBIG00000042976
rhinopithecus_roxellana ENSRROG00000029422
cebus_capucinus_imitator ENSCCAG00000037973
saimiri_boliviensis_boliviensis ENSSBOG00000029203
callithrix_jacchus ENSCJAG00000010938
aotus_nancymaae ENSANAG00000027597
pongo_abelii ENSPPYG00000015180
carlito_syrichta ENSTSYG00000014418
otolemur_garnettii ENSOGAG00000007979
tupaia_belangeri ENSTBEG00000000320
cricetulus_griseus_crigri_1.0 ENSCGRG00000014786
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003323
cricetulus_griseus_crigri-picr ENSCGRG00015007241
mesocricetus_auratus ENSMAUG00000007895
peromyscus_maniculatus_bairdii ENSPEMG00000016246
mus_spicilegus ENSMSIG00000027819
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064140
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019207
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018340
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019403
meriones_unguiculatus ENSMUGG00000000990
jaculus_jaculus ENSJJAG00000015008
castor_canadensis ENSCCNG00000022828
castor_canadensis ENSCCNG00000022866
ictidomys_tridecemlineatus ENSSTOG00000015820
urocitellus_parryii ENSUPAG00010005930
spermophilus_dauricus ENSSDAG00000012809
marmota_marmota_marmota ENSMMMG00000001750
chinchilla_lanigera ENSCLAG00000003371
fukomys_damarensis ENSFDAG00000006660
cavia_porcellus ENSCPOG00000037924
cavia_porcellus ENSCPOG00000038699
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009241
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006627
chinchilla_lanigera ENSCLAG00000001925
cavia_porcellus ENSCPOG00000012608
oryctolagus_cuniculus ENSOCUG00000004429
ochotona_princeps ENSOPRG00000014066
loxodonta_africana ENSLAFG00000002272
procavia_capensis ENSPCAG00000002557
echinops_telfairi ENSETEG00000003429
choloepus_hoffmanni ENSCHOG00000012586
dasypus_novemcinctus ENSDNOG00000024352
