gopherus_agassizii ENSGAGG00000025646
chelonoidis_abingdonii ENSCABG00000013751
chrysemys_picta_bellii ENSCPBG00000005097
pelodiscus_sinensis ENSPSIG00000013897
anolis_carolinensis ENSACAG00000014594
pogona_vitticeps ENSPVIG00000015997
notechis_scutatus ENSNSUG00000018234
salvator_merianae ENSSMRG00000002068
xenopus_tropicalis ENSXETG00000030112
latimeria_chalumnae ENSLACG00000001667
pygocentrus_nattereri ENSPNAG00000025662
astyanax_mexicanus ENSAMXG00000042070
ictalurus_punctatus ENSIPUG00000000543
danio_rerio ENSDARG00000037174
labrus_bergylta ENSLBEG00000022975
gasterosteus_aculeatus ENSGACG00000018419
amphiprion_ocellaris ENSAOCG00000015866
amphiprion_percula ENSAPEG00000011950
acanthochromis_polyacanthus ENSAPOG00000006924
stegastes_partitus ENSSPAG00000008491
kryptolebias_marmoratus ENSKMAG00000008848
haplochromis_burtoni ENSHBUG00000004233
astatotilapia_calliptera ENSACLG00000002128
maylandia_zebra ENSMZEG00005009027
pundamilia_nyererei ENSPNYG00000000181
neolamprologus_brichardi ENSNBRG00000016228
oreochromis_niloticus ENSONIG00000017689
mastacembelus_armatus ENSMAMG00000012131
anabas_testudineus ENSATEG00000001902
seriola_dumerili ENSSDUG00000009544
seriola_lalandi_dorsalis ENSSLDG00000003738
scophthalmus_maximus ENSSMAG00000008772
takifugu_rubripes ENSTRUG00000011168
mola_mola ENSMMOG00000009229
esox_lucius ENSELUG00000005209
scleropages_formosus ENSSFOG00015009798
paramormyrops_kingsleyae ENSPKIG00000022196
lepisosteus_oculatus ENSLOCG00000013939
ciona_intestinalis ENSCING00000014361
ciona_savignyi ENSCSAVG00000004734
