xiphophorus_couchianus ENSXCOG00000002283
xiphophorus_maculatus ENSXMAG00000023919
poecilia_formosa ENSPFOG00000019004
poecilia_mexicana ENSPMEG00000009208
poecilia_latipinna ENSPLAG00000001515
poecilia_reticulata ENSPREG00000008029
gambusia_affinis ENSGAFG00000000583
fundulus_heteroclitus ENSFHEG00000022761
oryzias_latipes_asm223469v1 ENSORLG00015010676
oryzias_latipes_asm223469v1 ENSORLG00015010727
oryzias_latipes_asm223471v1 ENSORLG00020015658
oryzias_latipes_asm223467v1 ENSORLG00000012091
oryzias_melastigma ENSOMEG00000023459
maylandia_zebra ENSMZEG00005001182
astatotilapia_calliptera ENSACLG00000023783
oreochromis_niloticus ENSONIG00000005998
haplochromis_burtoni ENSHBUG00000017853
pundamilia_nyererei ENSPNYG00000023204
neolamprologus_brichardi ENSNBRG00000021824
amphilophus_citrinellus ENSACIG00000013820
amphilophus_citrinellus ENSACIG00000013803
neolamprologus_brichardi ENSNBRG00000021807
oryzias_latipes_asm223471v1 ENSORLG00020015672
amphiprion_percula ENSAPEG00000005235
gasterosteus_aculeatus ENSGACG00000010022
anabas_testudineus ENSATEG00000016923
scophthalmus_maximus ENSSMAG00000019086
acanthochromis_polyacanthus ENSAPOG00000008994
stegastes_partitus ENSSPAG00000006280
hippocampus_comes ENSHCOG00000005387
mola_mola ENSMMOG00000000182
mola_mola ENSMMOG00000000181
takifugu_rubripes ENSTRUG00000024573
cynoglossus_semilaevis ENSCSEG00000020817
mastacembelus_armatus ENSMAMG00000005065
monopterus_albus ENSMALG00000019971
labrus_bergylta ENSLBEG00000009866
tetraodon_nigroviridis ENSTNIG00000016404
seriola_lalandi_dorsalis ENSSLDG00000024830
seriola_dumerili ENSSDUG00000003410
gadus_morhua ENSGMOG00000001683
ciona_intestinalis ENSCING00000004253
