fundulus_heteroclitus ENSFHEG00000018525
cyprinodon_variegatus ENSCVAG00000008592
kryptolebias_marmoratus ENSKMAG00000020977
oryzias_latipes_asm223469v1 ENSORLG00015014463
oryzias_latipes_asm223471v1 ENSORLG00020014411
oryzias_melastigma ENSOMEG00000016536
amphiprion_percula ENSAPEG00000008716
amphiprion_ocellaris ENSAOCG00000018915
acanthochromis_polyacanthus ENSAPOG00000004315
stegastes_partitus ENSSPAG00000013549
mola_mola ENSMMOG00000011701
takifugu_rubripes ENSTRUG00000022933
labrus_bergylta ENSLBEG00000021882
scophthalmus_maximus ENSSMAG00000000687
cynoglossus_semilaevis ENSCSEG00000016088
seriola_lalandi_dorsalis ENSSLDG00000013779
seriola_dumerili ENSSDUG00000018466
mastacembelus_armatus ENSMAMG00000011637
monopterus_albus ENSMALG00000014287
anabas_testudineus ENSATEG00000012850
anabas_testudineus ENSATEG00000012838
