calidris_pygmaea ENSCPGG00000005831
calidris_pugnax ENSCPUG00000019919
lepidothrix_coronata ENSLCOG00000008719
manacus_vitellinus ENSMVIG00005013074
lonchura_striata_domestica ENSLSDG00000014842
taeniopygia_guttata ENSTGUG00000006298
zonotrichia_albicollis ENSZALG00000002693
junco_hyemalis ENSJHYG00000006242
serinus_canaria ENSSCAG00000009076
ficedula_albicollis ENSFALG00000006268
parus_major ENSPMJG00000019658
cyanistes_caeruleus ENSCCEG00000010251
melopsittacus_undulatus ENSMUNG00000013945
meleagris_gallopavo ENSMGAG00000005925
gallus_gallus ENSGALG00000004042
coturnix_japonica ENSCJPG00005012186
numida_meleagris ENSNMEG00000016066
apteryx_haastii ENSAHAG00000014584
apteryx_rowi ENSARWG00000014133
apteryx_owenii ENSAOWG00000007710
dromaius_novaehollandiae ENSDNVG00000015015
nothoprocta_perdicaria ENSNPEG00000010955
crocodylus_porosus ENSCPRG00005014289
chrysemys_picta_bellii ENSCPBG00000020115
chelonoidis_abingdonii ENSCABG00000008344
pelodiscus_sinensis ENSPSIG00000004369
pogona_vitticeps ENSPVIG00000017542
anolis_carolinensis ENSACAG00000012887
notechis_scutatus ENSNSUG00000001832
salvator_merianae ENSSMRG00000000351
sphenodon_punctatus ENSSPUG00000005093
phascolarctos_cinereus ENSPCIG00000014922
notamacropus_eugenii ENSMEUG00000016377
sarcophilus_harrisii ENSSHAG00000016442
monodelphis_domestica ENSMODG00000019327
monodelphis_domestica ENSMODG00000004072
sarcophilus_harrisii ENSSHAG00000013163
procavia_capensis ENSPCAG00000006342
loxodonta_africana ENSLAFG00000012294
echinops_telfairi ENSETEG00000003312
choloepus_hoffmanni ENSCHOG00000003393
choloepus_hoffmanni ENSCHOG00000002740
dasypus_novemcinctus ENSDNOG00000014525
chinchilla_lanigera ENSCLAG00000007711
octodon_degus ENSODEG00000009679
cavia_aperea ENSCAPG00000012965
cavia_porcellus ENSCPOG00000002815
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006811
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018426
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005730
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009259
fukomys_damarensis ENSFDAG00000010640
ictidomys_tridecemlineatus ENSSTOG00000003701
spermophilus_dauricus ENSSDAG00000004350
spermophilus_dauricus ENSSDAG00000003001
ictidomys_tridecemlineatus ENSSTOG00000022663
urocitellus_parryii ENSUPAG00010019130
marmota_marmota_marmota ENSMMMG00000003388
castor_canadensis ENSCCNG00000028705
dipodomys_ordii ENSDORG00000023937
mus_spicilegus ENSMSIG00000017831
mus_spicilegus ENSMSIG00000011301
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017622
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037857
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016779
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017916
rattus_norvegicus ENSRNOG00000024964
rattus_norvegicus ENSRNOG00000008382
meriones_unguiculatus ENSMUGG00000004591
peromyscus_maniculatus_bairdii ENSPEMG00000011656
microtus_ochrogaster ENSMOCG00000022086
cricetulus_griseus_crigri-picr ENSCGRG00015016745
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019451
cricetulus_griseus_crigri_1.0 ENSCGRG00000001173
cricetulus_griseus_crigri_1.0 ENSCGRG00000011209
mesocricetus_auratus ENSMAUG00000005650
nannospalax_galili ENSNGAG00000016940
nannospalax_galili ENSNGAG00000018948
jaculus_jaculus ENSJJAG00000020851
jaculus_jaculus ENSJJAG00000022944
oryctolagus_cuniculus ENSOCUG00000016483
ochotona_princeps ENSOPRG00000011583
tupaia_belangeri ENSTBEG00000008374
homo_sapiens ENSG00000108256
gorilla_gorilla ENSGGOG00000008590
pan_paniscus ENSPPAG00000030125
pan_troglodytes ENSPTRG00000008947
pongo_abelii ENSPPYG00000008121
nomascus_leucogenys ENSNLEG00000003299
nomascus_leucogenys ENSNLEG00000006740
theropithecus_gelada ENSTGEG00000010367
cercocebus_atys ENSCATG00000031290
chlorocebus_sabaeus ENSCSAG00000007009
mandrillus_leucophaeus ENSMLEG00000036478
macaca_fascicularis ENSMFAG00000040845
macaca_mulatta ENSMMUG00000012856
macaca_nemestrina ENSMNEG00000038891
papio_anubis ENSPANG00000023299
rhinopithecus_bieti ENSRBIG00000032631
rhinopithecus_roxellana ENSRROG00000042054
colobus_angolensis_palliatus ENSCANG00000019856
piliocolobus_tephrosceles ENSPTEG00000032720
saimiri_boliviensis_boliviensis ENSSBOG00000036071
saimiri_boliviensis_boliviensis ENSSBOG00000031116
cebus_capucinus_imitator ENSCCAG00000024630
callithrix_jacchus ENSCJAG00000013508
aotus_nancymaae ENSANAG00000037766
carlito_syrichta ENSTSYG00000030053
propithecus_coquereli ENSPCOG00000017278
microcebus_murinus ENSMICG00000016380
prolemur_simus ENSPSMG00000025181
otolemur_garnettii ENSOGAG00000007400
pteropus_vampyrus ENSPVAG00000012645
erinaceus_europaeus ENSEEUG00000008482
equus_caballus ENSECAG00000004975
equus_asinus_asinus ENSEASG00005009801
tursiops_truncatus ENSTTRG00000016328
sus_scrofa ENSSSCG00000017785
bos_mutus ENSBMUG00000008858
bos_taurus ENSBTAG00000033077
bison_bison_bison ENSBBBG00000020045
ovis_aries ENSOARG00000006644
capra_hircus ENSCHIG00000015671
mustela_putorius_furo ENSMPUG00000014002
vicugna_pacos ENSVPAG00000005343
felis_catus ENSFCAG00000039498
sorex_araneus ENSSARG00000007216
myotis_lucifugus ENSMLUG00000016685
ailuropoda_melanoleuca ENSAMEG00000004332
ursus_maritimus ENSUMAG00000010751
neovison_vison ENSNVIG00000015882
canis_lupus_familiaris ENSCAFG00000018888
canis_lupus_dingo ENSCAFG00020011598
vulpes_vulpes ENSVVUG00000020998
panthera_tigris_altaica ENSPTIG00000017161
panthera_pardus ENSPPRG00000003571
felis_catus ENSFCAG00000007193
ursus_americanus ENSUAMG00000014575
spermophilus_dauricus ENSSDAG00000001067
ornithorhynchus_anatinus ENSOANG00000012647
xenopus_tropicalis ENSXETG00000009447
latimeria_chalumnae ENSLACG00000012838
