calidris_pygmaea ENSCPGG00000008079
calidris_pugnax ENSCPUG00000012304
manacus_vitellinus ENSMVIG00005009737
lepidothrix_coronata ENSLCOG00000011190
ficedula_albicollis ENSFALG00000004876
taeniopygia_guttata ENSTGUG00000014883
taeniopygia_guttata ENSTGUG00000002465
lonchura_striata_domestica ENSLSDG00000003740
serinus_canaria ENSSCAG00000013027
zonotrichia_albicollis ENSZALG00000003299
junco_hyemalis ENSJHYG00000015763
cyanistes_caeruleus ENSCCEG00000023465
parus_major ENSPMJG00000005439
meleagris_gallopavo ENSMGAG00000002778
gallus_gallus ENSGALG00000032957
coturnix_japonica ENSCJPG00005001095
numida_meleagris ENSNMEG00000001018
melopsittacus_undulatus ENSMUNG00000008618
apteryx_owenii ENSAOWG00000006898
apteryx_haastii ENSAHAG00000007031
apteryx_rowi ENSARWG00000008864
dromaius_novaehollandiae ENSDNVG00000002656
anser_brachyrhynchus ENSABRG00000012689
anas_platyrhynchos_platyrhynchos ENSAPLG00000026879
nothoprocta_perdicaria ENSNPEG00000006476
chelonoidis_abingdonii ENSCABG00000003016
gopherus_agassizii ENSGAGG00000004412
chrysemys_picta_bellii ENSCPBG00000027624
pelodiscus_sinensis ENSPSIG00000010338
crocodylus_porosus ENSCPRG00005008118
anolis_carolinensis ENSACAG00000001961
pogona_vitticeps ENSPVIG00000021505
notechis_scutatus ENSNSUG00000005912
salvator_merianae ENSSMRG00000015612
sphenodon_punctatus ENSSPUG00000008160
phascolarctos_cinereus ENSPCIG00000027121
notamacropus_eugenii ENSMEUG00000009500
sarcophilus_harrisii ENSSHAG00000004440
monodelphis_domestica ENSMODG00000000087
loxodonta_africana ENSLAFG00000017184
procavia_capensis ENSPCAG00000016793
dasypus_novemcinctus ENSDNOG00000036912
choloepus_hoffmanni ENSCHOG00000004354
oryctolagus_cuniculus ENSOCUG00000005465
ochotona_princeps ENSOPRG00000003306
microcebus_murinus ENSMICG00000046478
propithecus_coquereli ENSPCOG00000013805
prolemur_simus ENSPSMG00000000919
otolemur_garnettii ENSOGAG00000008532
piliocolobus_tephrosceles ENSPTEG00000038235
colobus_angolensis_palliatus ENSCANG00000031969
rhinopithecus_roxellana ENSRROG00000032107
rhinopithecus_bieti ENSRBIG00000032388
macaca_nemestrina ENSMNEG00000042407
macaca_mulatta ENSMMUG00000004983
macaca_fascicularis ENSMFAG00000002713
theropithecus_gelada ENSTGEG00000009987
cercocebus_atys ENSCATG00000041737
mandrillus_leucophaeus ENSMLEG00000040699
papio_anubis ENSPANG00000029213
chlorocebus_sabaeus ENSCSAG00000003545
rhinopithecus_bieti ENSRBIG00000040138
rhinopithecus_roxellana ENSRROG00000043125
colobus_angolensis_palliatus ENSCANG00000039017
macaca_mulatta ENSMMUG00000030791
macaca_fascicularis ENSMFAG00000045037
cercocebus_atys ENSCATG00000012533
mandrillus_leucophaeus ENSMLEG00000029801
macaca_nemestrina ENSMNEG00000007123
pan_paniscus ENSPPAG00000042856
pan_troglodytes ENSPTRG00000016448
homo_sapiens ENSG00000151014
pongo_abelii ENSPPYG00000015067
nomascus_leucogenys ENSNLEG00000014018
cebus_capucinus_imitator ENSCCAG00000022628
callithrix_jacchus ENSCJAG00000003158
saimiri_boliviensis_boliviensis ENSSBOG00000022743
aotus_nancymaae ENSANAG00000009701
spermophilus_dauricus ENSSDAG00000000694
ictidomys_tridecemlineatus ENSSTOG00000014818
urocitellus_parryii ENSUPAG00010012453
