oryzias_latipes_asm223469v1 ENSORLG00015004035
oryzias_latipes_asm223467v1 ENSORLG00000023373
oryzias_latipes_asm223471v1 ENSORLG00020004176
oryzias_melastigma ENSOMEG00000000294
fundulus_heteroclitus ENSFHEG00000009097
tetraodon_nigroviridis ENSTNIG00000014912
poecilia_mexicana ENSPMEG00000014085
poecilia_latipinna ENSPLAG00000010329
poecilia_formosa ENSPFOG00000005377
poecilia_reticulata ENSPREG00000013657
xiphophorus_maculatus ENSXMAG00000000477
xiphophorus_couchianus ENSXCOG00000018722
gambusia_affinis ENSGAFG00000020065
cyprinodon_variegatus ENSCVAG00000018626
kryptolebias_marmoratus ENSKMAG00000022070
amphiprion_ocellaris ENSAOCG00000023460
amphiprion_percula ENSAPEG00000021648
stegastes_partitus ENSSPAG00000012693
acanthochromis_polyacanthus ENSAPOG00000018670
maylandia_zebra ENSMZEG00005024459
haplochromis_burtoni ENSHBUG00000013667
pundamilia_nyererei ENSPNYG00000008313
neolamprologus_brichardi ENSNBRG00000011529
oreochromis_niloticus ENSONIG00000018627
amphilophus_citrinellus ENSACIG00000007352
scophthalmus_maximus ENSSMAG00000015731
cynoglossus_semilaevis ENSCSEG00000014368
seriola_lalandi_dorsalis ENSSLDG00000011355
seriola_dumerili ENSSDUG00000012283
mastacembelus_armatus ENSMAMG00000001977
monopterus_albus ENSMALG00000018814
anabas_testudineus ENSATEG00000022095
mola_mola ENSMMOG00000020499
takifugu_rubripes ENSTRUG00000005233
labrus_bergylta ENSLBEG00000013620
gasterosteus_aculeatus ENSGACG00000016970
hippocampus_comes ENSHCOG00000002748
periophthalmus_magnuspinnatus ENSPMGG00000009685
gadus_morhua ENSGMOG00000012534
esox_lucius ENSELUG00000013131
pygocentrus_nattereri ENSPNAG00000010618
astyanax_mexicanus ENSAMXG00000039107
ictalurus_punctatus ENSIPUG00000013932
danio_rerio ENSDARG00000023933
paramormyrops_kingsleyae ENSPKIG00000020445
scleropages_formosus ENSSFOG00015008637
paramormyrops_kingsleyae ENSPKIG00000017729
scleropages_formosus ENSSFOG00015008004
scleropages_formosus ENSSFOG00015008019
pygocentrus_nattereri ENSPNAG00000001030
astyanax_mexicanus ENSAMXG00000004207
ictalurus_punctatus ENSIPUG00000017127
danio_rerio ENSDARG00000022904
lepisosteus_oculatus ENSLOCG00000007221
cyanistes_caeruleus ENSCCEG00000006609
parus_major ENSPMJG00000004794
ficedula_albicollis ENSFALG00000008592
lonchura_striata_domestica ENSLSDG00000002991
taeniopygia_guttata ENSTGUG00000010953
serinus_canaria ENSSCAG00000010028
zonotrichia_albicollis ENSZALG00000005765
junco_hyemalis ENSJHYG00000004841
manacus_vitellinus ENSMVIG00005017501
lepidothrix_coronata ENSLCOG00000006787
calidris_pygmaea ENSCPGG00000007582
calidris_pugnax ENSCPUG00000009547
melopsittacus_undulatus ENSMUNG00000007618
anser_brachyrhynchus ENSABRG00000010699
anas_platyrhynchos_platyrhynchos ENSAPLG00000009027
gallus_gallus ENSGALG00000009356
meleagris_gallopavo ENSMGAG00000010204
coturnix_japonica ENSCJPG00005017905
numida_meleagris ENSNMEG00000016666
apteryx_haastii ENSAHAG00000014044
apteryx_owenii ENSAOWG00000016016
apteryx_rowi ENSARWG00000017289
dromaius_novaehollandiae ENSDNVG00000010340
nothoprocta_perdicaria ENSNPEG00000002356
crocodylus_porosus ENSCPRG00005009313
chelonoidis_abingdonii ENSCABG00000008947
gopherus_agassizii ENSGAGG00000006325
chrysemys_picta_bellii ENSCPBG00000015978
pelodiscus_sinensis ENSPSIG00000012428
anolis_carolinensis ENSACAG00000016018
pogona_vitticeps ENSPVIG00000019968
notechis_scutatus ENSNSUG00000002577
salvator_merianae ENSSMRG00000023652
sphenodon_punctatus ENSSPUG00000014195
pan_paniscus ENSPPAG00000029978
pan_troglodytes ENSPTRG00000015616
homo_sapiens ENSG00000136603
gorilla_gorilla ENSGGOG00000026891
pongo_abelii ENSPPYG00000014290
nomascus_leucogenys ENSNLEG00000035512
colobus_angolensis_palliatus ENSCANG00000028038
piliocolobus_tephrosceles ENSPTEG00000032721
rhinopithecus_roxellana ENSRROG00000044476
rhinopithecus_bieti ENSRBIG00000039219
papio_anubis ENSPANG00000009806
theropithecus_gelada ENSTGEG00000027700
macaca_mulatta ENSMMUG00000039099
macaca_fascicularis ENSMFAG00000029995
macaca_nemestrina ENSMNEG00000029052
mandrillus_leucophaeus ENSMLEG00000037297
cercocebus_atys ENSCATG00000036563
chlorocebus_sabaeus ENSCSAG00000012694
callithrix_jacchus ENSCJAG00000006578
saimiri_boliviensis_boliviensis ENSSBOG00000029173
cebus_capucinus_imitator ENSCCAG00000030392
aotus_nancymaae ENSANAG00000024866
carlito_syrichta ENSTSYG00000036066
carlito_syrichta ENSTSYG00000009989
prolemur_simus ENSPSMG00000023983
prolemur_simus ENSPSMG00000011049
propithecus_coquereli ENSPCOG00000011788
microcebus_murinus ENSMICG00000049220
otolemur_garnettii ENSOGAG00000008572
tupaia_belangeri ENSTBEG00000008728
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025844
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027660
mus_spicilegus ENSMSIG00000009305
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024910
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026355
rattus_norvegicus ENSRNOG00000009899
meriones_unguiculatus ENSMUGG00000007401
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011528
cricetulus_griseus_crigri_1.0 ENSCGRG00000015546
cricetulus_griseus_crigri-picr ENSCGRG00015027567
mesocricetus_auratus ENSMAUG00000017443
microtus_ochrogaster ENSMOCG00000022553
peromyscus_maniculatus_bairdii ENSPEMG00000014296
nannospalax_galili ENSNGAG00000014455
jaculus_jaculus ENSJJAG00000023237
ictidomys_tridecemlineatus ENSSTOG00000008045
urocitellus_parryii ENSUPAG00010020765
spermophilus_dauricus ENSSDAG00000004601
marmota_marmota_marmota ENSMMMG00000006825
castor_canadensis ENSCCNG00000011970
dipodomys_ordii ENSDORG00000005119
chinchilla_lanigera ENSCLAG00000011070
octodon_degus ENSODEG00000007781
cavia_porcellus ENSCPOG00000006684
cavia_aperea ENSCAPG00000012294
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009591
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011598
fukomys_damarensis ENSFDAG00000007398
oryctolagus_cuniculus ENSOCUG00000013509
ochotona_princeps ENSOPRG00000015606
pteropus_vampyrus ENSPVAG00000014378
myotis_lucifugus ENSMLUG00000014951
equus_caballus ENSECAG00000010663
equus_asinus_asinus ENSEASG00005017221
capra_hircus ENSCHIG00000008899
capra_hircus ENSCHIG00000000095
ovis_aries ENSOARG00000000257
bos_mutus ENSBMUG00000000438
bos_taurus ENSBTAG00000004154
bison_bison_bison ENSBBBG00000009879
tursiops_truncatus ENSTTRG00000001924
sus_scrofa ENSSSCG00000011746
vicugna_pacos ENSVPAG00000007991
ursus_americanus ENSUAMG00000015106
ursus_maritimus ENSUMAG00000010506
ailuropoda_melanoleuca ENSAMEG00000004676
mustela_putorius_furo ENSMPUG00000017110
neovison_vison ENSNVIG00000013102
canis_lupus_familiaris ENSCAFG00000014846
canis_lupus_dingo ENSCAFG00020003889
vulpes_vulpes ENSVVUG00000001083
panthera_pardus ENSPPRG00000004486
panthera_tigris_altaica ENSPTIG00000020199
felis_catus ENSFCAG00000031064
sorex_araneus ENSSARG00000012824
erinaceus_europaeus ENSEEUG00000006841
dasypus_novemcinctus ENSDNOG00000008923
dasypus_novemcinctus ENSDNOG00000005634
choloepus_hoffmanni ENSCHOG00000003576
loxodonta_africana ENSLAFG00000023277
echinops_telfairi ENSETEG00000008910
phascolarctos_cinereus ENSPCIG00000025951
notamacropus_eugenii ENSMEUG00000005973
sarcophilus_harrisii ENSSHAG00000014634
monodelphis_domestica ENSMODG00000016070
ornithorhynchus_anatinus ENSOANG00000000724
ornithorhynchus_anatinus ENSOANG00000005301
xenopus_tropicalis ENSXETG00000009208
latimeria_chalumnae ENSLACG00000014707
