cynoglossus_semilaevis ENSCSEG00000003182
periophthalmus_magnuspinnatus ENSPMGG00000003782
oryzias_latipes_asm223467v1 ENSORLG00000017582
oryzias_latipes_asm223471v1 ENSORLG00020018774
oryzias_latipes_asm223469v1 ENSORLG00015017279
oryzias_melastigma ENSOMEG00000000938
takifugu_rubripes ENSTRUG00000025143
mastacembelus_armatus ENSMAMG00000021275
mola_mola ENSMMOG00000015269
amphiprion_percula ENSAPEG00000010799
amphiprion_ocellaris ENSAOCG00000018265
acanthochromis_polyacanthus ENSAPOG00000015106
stegastes_partitus ENSSPAG00000021778
astatotilapia_calliptera ENSACLG00000027563
maylandia_zebra ENSMZEG00005005802
haplochromis_burtoni ENSHBUG00000013977
pundamilia_nyererei ENSPNYG00000021917
neolamprologus_brichardi ENSNBRG00000010209
oreochromis_niloticus ENSONIG00000018305
amphilophus_citrinellus ENSACIG00000008394
monopterus_albus ENSMALG00000003978
anabas_testudineus ENSATEG00000019793
poecilia_formosa ENSPFOG00000003084
poecilia_mexicana ENSPMEG00000019398
poecilia_latipinna ENSPLAG00000001508
gambusia_affinis ENSGAFG00000005366
xiphophorus_maculatus ENSXMAG00000028433
fundulus_heteroclitus ENSFHEG00000014499
cyprinodon_variegatus ENSCVAG00000022159
kryptolebias_marmoratus ENSKMAG00000016326
labrus_bergylta ENSLBEG00000025034
seriola_lalandi_dorsalis ENSSLDG00000005534
seriola_dumerili ENSSDUG00000005275
scophthalmus_maximus ENSSMAG00000003818
hippocampus_comes ENSHCOG00000012853
esox_lucius ENSELUG00000022799
pygocentrus_nattereri ENSPNAG00000023442
astyanax_mexicanus ENSAMXG00000012397
ictalurus_punctatus ENSIPUG00000011214
danio_rerio ENSDARG00000078606
paramormyrops_kingsleyae ENSPKIG00000015891
scleropages_formosus ENSSFOG00015015113
lepisosteus_oculatus ENSLOCG00000015768
gopherus_agassizii ENSGAGG00000020197
chelonoidis_abingdonii ENSCABG00000020434
chrysemys_picta_bellii ENSCPBG00000006845
pelodiscus_sinensis ENSPSIG00000014437
crocodylus_porosus ENSCPRG00005017310
pogona_vitticeps ENSPVIG00000001816
anolis_carolinensis ENSACAG00000029153
notechis_scutatus ENSNSUG00000003945
salvator_merianae ENSSMRG00000022062
sphenodon_punctatus ENSSPUG00000001431
meleagris_gallopavo ENSMGAG00000012161
gallus_gallus ENSGALG00000044278
coturnix_japonica ENSCJPG00005003906
numida_meleagris ENSNMEG00000017673
anser_brachyrhynchus ENSABRG00000020647
calidris_pygmaea ENSCPGG00000015074
calidris_pugnax ENSCPUG00000011988
zonotrichia_albicollis ENSZALG00000002904
junco_hyemalis ENSJHYG00000007053
lonchura_striata_domestica ENSLSDG00000016437
parus_major ENSPMJG00000002346
ursus_maritimus ENSUMAG00000005947
ursus_americanus ENSUAMG00000010383
ailuropoda_melanoleuca ENSAMEG00000002541
mustela_putorius_furo ENSMPUG00000005474
neovison_vison ENSNVIG00000021328
canis_lupus_dingo ENSCAFG00020027193
canis_lupus_familiaris ENSCAFG00000011843
vulpes_vulpes ENSVVUG00000007003
panthera_tigris_altaica ENSPTIG00000011168
panthera_pardus ENSPPRG00000013091
felis_catus ENSFCAG00000005295
equus_asinus_asinus ENSEASG00005012965
equus_caballus ENSECAG00000024809
bos_mutus ENSBMUG00000020264
bos_taurus ENSBTAG00000010765
bison_bison_bison ENSBBBG00000005615
ovis_aries ENSOARG00000003225
capra_hircus ENSCHIG00000014076
tursiops_truncatus ENSTTRG00000016573
vicugna_pacos ENSVPAG00000008313
sus_scrofa ENSSSCG00000010176
sorex_araneus ENSSARG00000012464
propithecus_coquereli ENSPCOG00000023110
prolemur_simus ENSPSMG00000004394
microcebus_murinus ENSMICG00000000143
microcebus_murinus ENSMICG00000032388
otolemur_garnettii ENSOGAG00000011213
gorilla_gorilla ENSGGOG00000003443
homo_sapiens ENSG00000143633
pan_troglodytes ENSPTRG00000002106
pan_paniscus ENSPPAG00000043150
nomascus_leucogenys ENSNLEG00000001871
cercocebus_atys ENSCATG00000018165
mandrillus_leucophaeus ENSMLEG00000027788
papio_anubis ENSPANG00000010691
theropithecus_gelada ENSTGEG00000011332
macaca_fascicularis ENSMFAG00000004049
macaca_mulatta ENSMMUG00000005803
macaca_nemestrina ENSMNEG00000038708
rhinopithecus_bieti ENSRBIG00000039062
rhinopithecus_roxellana ENSRROG00000033016
colobus_angolensis_palliatus ENSCANG00000039871
piliocolobus_tephrosceles ENSPTEG00000034582
chlorocebus_sabaeus ENSCSAG00000010331
cebus_capucinus_imitator ENSCCAG00000032033
callithrix_jacchus ENSCJAG00000018389
saimiri_boliviensis_boliviensis ENSSBOG00000025430
aotus_nancymaae ENSANAG00000025828
oryctolagus_cuniculus ENSOCUG00000005657
oryctolagus_cuniculus ENSOCUG00000023139
ochotona_princeps ENSOPRG00000011100
tupaia_belangeri ENSTBEG00000001722
carlito_syrichta ENSTSYG00000001071
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001796
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007941
fukomys_damarensis ENSFDAG00000005825
cavia_porcellus ENSCPOG00000033025
cavia_aperea ENSCAPG00000012806
chinchilla_lanigera ENSCLAG00000005201
octodon_degus ENSODEG00000005944
ictidomys_tridecemlineatus ENSSTOG00000008093
marmota_marmota_marmota ENSMMMG00000012531
spermophilus_dauricus ENSSDAG00000011190
urocitellus_parryii ENSUPAG00010021636
castor_canadensis ENSCCNG00000016958
dipodomys_ordii ENSDORG00000001922
mus_spicilegus ENSMSIG00000022311
mus_spicilegus ENSMSIG00000022535
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031984
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032831
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031713
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023311
rattus_norvegicus ENSRNOG00000019169
meriones_unguiculatus ENSMUGG00000009329
cricetulus_griseus_crigri_1.0 ENSCGRG00000012779
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023052
cricetulus_griseus_crigri-picr ENSCGRG00015008761
mesocricetus_auratus ENSMAUG00000018911
peromyscus_maniculatus_bairdii ENSPEMG00000015630
microtus_ochrogaster ENSMOCG00000017538
nannospalax_galili ENSNGAG00000001222
jaculus_jaculus ENSJJAG00000013512
myotis_lucifugus ENSMLUG00000004299
pteropus_vampyrus ENSPVAG00000011905
dasypus_novemcinctus ENSDNOG00000046979
choloepus_hoffmanni ENSCHOG00000000417
dasypus_novemcinctus ENSDNOG00000049336
loxodonta_africana ENSLAFG00000018164
procavia_capensis ENSPCAG00000007958
echinops_telfairi ENSETEG00000002524
notamacropus_eugenii ENSMEUG00000005890
phascolarctos_cinereus ENSPCIG00000011580
sarcophilus_harrisii ENSSHAG00000018404
monodelphis_domestica ENSMODG00000009357
xenopus_tropicalis ENSXETG00000025071
latimeria_chalumnae ENSLACG00000016190
petromyzon_marinus ENSPMAG00000009347
ciona_intestinalis ENSCING00000004951
drosophila_melanogaster FBgn0030291
