cyanistes_caeruleus ENSCCEG00000024342
parus_major ENSPMJG00000005126
zonotrichia_albicollis ENSZALG00000017787
junco_hyemalis ENSJHYG00000006382
ficedula_albicollis ENSFALG00000009028
calidris_pugnax ENSCPUG00000012139
anas_platyrhynchos_platyrhynchos ENSAPLG00000029927
anser_brachyrhynchus ENSABRG00000019616
meleagris_gallopavo ENSMGAG00000003236
gallus_gallus ENSGALG00000054583
coturnix_japonica ENSCJPG00005010485
numida_meleagris ENSNMEG00000010657
melopsittacus_undulatus ENSMUNG00000000659
dromaius_novaehollandiae ENSDNVG00000012101
crocodylus_porosus ENSCPRG00005015390
anolis_carolinensis ENSACAG00000007315
phascolarctos_cinereus ENSPCIG00000021549
sarcophilus_harrisii ENSSHAG00000001082
castor_canadensis ENSCCNG00000017734
dipodomys_ordii ENSDORG00000026773
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033815
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032595
mus_spicilegus ENSMSIG00000023775
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032670
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015538
meriones_unguiculatus ENSMUGG00000017504
cricetulus_griseus_crigri_1.0 ENSCGRG00000007227
cricetulus_griseus_crigri-picr ENSCGRG00015012508
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023124
mesocricetus_auratus ENSMAUG00000019640
microtus_ochrogaster ENSMOCG00000004455
peromyscus_maniculatus_bairdii ENSPEMG00000006687
nannospalax_galili ENSNGAG00000014691
jaculus_jaculus ENSJJAG00000016267
spermophilus_dauricus ENSSDAG00000013976
ictidomys_tridecemlineatus ENSSTOG00000024578
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009299
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011328
fukomys_damarensis ENSFDAG00000009153
chinchilla_lanigera ENSCLAG00000015695
octodon_degus ENSODEG00000018191
cavia_aperea ENSCAPG00000011528
oryctolagus_cuniculus ENSOCUG00000009174
pan_paniscus ENSPPAG00000031249
pan_troglodytes ENSPTRG00000042519
homo_sapiens ENSG00000187492
gorilla_gorilla ENSGGOG00000012191
nomascus_leucogenys ENSNLEG00000006902
piliocolobus_tephrosceles ENSPTEG00000015170
cebus_capucinus_imitator ENSCCAG00000035033
callithrix_jacchus ENSCJAG00000004354
saimiri_boliviensis_boliviensis ENSSBOG00000027285
aotus_nancymaae ENSANAG00000026198
carlito_syrichta ENSTSYG00000027777
prolemur_simus ENSPSMG00000013628
microcebus_murinus ENSMICG00000028215
propithecus_coquereli ENSPCOG00000020495
otolemur_garnettii ENSOGAG00000027422
ursus_americanus ENSUAMG00000007097
ursus_maritimus ENSUMAG00000022205
ailuropoda_melanoleuca ENSAMEG00000012290
mustela_putorius_furo ENSMPUG00000013387
neovison_vison ENSNVIG00000000009
canis_lupus_familiaris ENSCAFG00000029789
canis_lupus_dingo ENSCAFG00020021450
panthera_pardus ENSPPRG00000012872
panthera_tigris_altaica ENSPTIG00000019353
felis_catus ENSFCAG00000029853
equus_caballus ENSECAG00000015622
equus_asinus_asinus ENSEASG00005011765
bos_taurus ENSBTAG00000005728
bos_mutus ENSBMUG00000021207
bison_bison_bison ENSBBBG00000014084
capra_hircus ENSCHIG00000018704
sus_scrofa ENSSSCG00000011391
dasypus_novemcinctus ENSDNOG00000044013
ornithorhynchus_anatinus ENSOANG00000028343
ornithorhynchus_anatinus ENSOANG00000014607
xenopus_tropicalis ENSXETG00000031224
lepisosteus_oculatus ENSLOCG00000014204
lepisosteus_oculatus ENSLOCG00000010818
latimeria_chalumnae ENSLACG00000003151
cricetulus_griseus_crigri-picr ENSCGRG00015010969
petromyzon_marinus ENSPMAG00000003839
