monopterus_albus ENSMALG00000004234
mastacembelus_armatus ENSMAMG00000017612
anabas_testudineus ENSATEG00000016310
seriola_lalandi_dorsalis ENSSLDG00000025085
seriola_dumerili ENSSDUG00000002383
scophthalmus_maximus ENSSMAG00000009943
gasterosteus_aculeatus ENSGACG00000004481
tetraodon_nigroviridis ENSTNIG00000016645
takifugu_rubripes ENSTRUG00000000162
mola_mola ENSMMOG00000001075
labrus_bergylta ENSLBEG00000017420
cynoglossus_semilaevis ENSCSEG00000012629
amphiprion_percula ENSAPEG00000023348
amphiprion_ocellaris ENSAOCG00000003601
acanthochromis_polyacanthus ENSAPOG00000010144
stegastes_partitus ENSSPAG00000008081
astatotilapia_calliptera ENSACLG00000024744
maylandia_zebra ENSMZEG00005009318
pundamilia_nyererei ENSPNYG00000014626
haplochromis_burtoni ENSHBUG00000021784
neolamprologus_brichardi ENSNBRG00000012684
oreochromis_niloticus ENSONIG00000010046
amphilophus_citrinellus ENSACIG00000007491
poecilia_formosa ENSPFOG00000019500
poecilia_latipinna ENSPLAG00000022588
poecilia_mexicana ENSPMEG00000013131
poecilia_reticulata ENSPREG00000007224
xiphophorus_maculatus ENSXMAG00000006382
xiphophorus_couchianus ENSXCOG00000007294
gambusia_affinis ENSGAFG00000005661
cyprinodon_variegatus ENSCVAG00000015729
fundulus_heteroclitus ENSFHEG00000022159
kryptolebias_marmoratus ENSKMAG00000007879
oryzias_latipes_asm223471v1 ENSORLG00020014837
oryzias_latipes_asm223469v1 ENSORLG00015023036
oryzias_latipes_asm223467v1 ENSORLG00000012207
oryzias_melastigma ENSOMEG00000020417
hippocampus_comes ENSHCOG00000011154
periophthalmus_magnuspinnatus ENSPMGG00000002608
gadus_morhua ENSGMOG00000018936
esox_lucius ENSELUG00000017516
pygocentrus_nattereri ENSPNAG00000027565
astyanax_mexicanus ENSAMXG00000029476
ictalurus_punctatus ENSIPUG00000020448
danio_rerio ENSDARG00000016139
scleropages_formosus ENSSFOG00015009652
paramormyrops_kingsleyae ENSPKIG00000024314
lepisosteus_oculatus ENSLOCG00000015954
anolis_carolinensis ENSACAG00000001885
pogona_vitticeps ENSPVIG00000017072
notechis_scutatus ENSNSUG00000019202
salvator_merianae ENSSMRG00000022555
sphenodon_punctatus ENSSPUG00000012836
anser_brachyrhynchus ENSABRG00000002644
anas_platyrhynchos_platyrhynchos ENSAPLG00000009014
gallus_gallus ENSGALG00000009013
meleagris_gallopavo ENSMGAG00000006275
coturnix_japonica ENSCJPG00005001993
numida_meleagris ENSNMEG00000004828
