notechis_scutatus ENSNSUG00000008753
pogona_vitticeps ENSPVIG00000013348
salvator_merianae ENSSMRG00000007800
sphenodon_punctatus ENSSPUG00000015903
gallus_gallus ENSGALG00000003197
coturnix_japonica ENSCJPG00005006873
meleagris_gallopavo ENSMGAG00000006406
numida_meleagris ENSNMEG00000009268
anser_brachyrhynchus ENSABRG00000021556
calidris_pygmaea ENSCPGG00000005099
calidris_pugnax ENSCPUG00000013857
apteryx_haastii ENSAHAG00000010233
apteryx_rowi ENSARWG00000007630
nothoprocta_perdicaria ENSNPEG00000013565
apteryx_owenii ENSAOWG00000005263
dromaius_novaehollandiae ENSDNVG00000012513
parus_major ENSPMJG00000006519
cyanistes_caeruleus ENSCCEG00000003098
manacus_vitellinus ENSMVIG00005012722
lepidothrix_coronata ENSLCOG00000013518
crocodylus_porosus ENSCPRG00005007264
pelodiscus_sinensis ENSPSIG00000013445
rhinopithecus_roxellana ENSRROG00000019622
rhinopithecus_roxellana ENSRROG00000022850
pan_troglodytes ENSPTRG00000051833
gorilla_gorilla ENSGGOG00000023088
chlorocebus_sabaeus ENSCSAG00000000238
dipodomys_ordii ENSDORG00000006471
bos_taurus ENSBTAG00000011559
bos_mutus ENSBMUG00000022365
bison_bison_bison ENSBBBG00000008410
capra_hircus ENSCHIG00000003945
capra_hircus ENSCHIG00000010010
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004644
cricetulus_griseus_crigri_1.0 ENSCGRG00000006391
cricetulus_griseus_crigri-picr ENSCGRG00015017470
octodon_degus ENSODEG00000019092
octodon_degus ENSODEG00000019669
mus_spicilegus ENSMSIG00000019201
mus_spicilegus ENSMSIG00000025698
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024244
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062647
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023327
papio_anubis ENSPANG00000022658
aotus_nancymaae ENSANAG00000016752
octodon_degus ENSODEG00000019962
fukomys_damarensis ENSFDAG00000012454
mesocricetus_auratus ENSMAUG00000016150
cricetulus_griseus_crigri_1.0 ENSCGRG00000008125
chlorocebus_sabaeus ENSCSAG00000000369
chlorocebus_sabaeus ENSCSAG00000017207
colobus_angolensis_palliatus ENSCANG00000038791
carlito_syrichta ENSTSYG00000005467
nannospalax_galili ENSNGAG00000018013
cebus_capucinus_imitator ENSCCAG00000032300
cebus_capucinus_imitator ENSCCAG00000016957
cebus_capucinus_imitator ENSCCAG00000031266
cebus_capucinus_imitator ENSCCAG00000004166
saimiri_boliviensis_boliviensis ENSSBOG00000014619
saimiri_boliviensis_boliviensis ENSSBOG00000034318
