ursus_americanus ENSUAMG00000025425
ursus_maritimus ENSUMAG00000010533
ailuropoda_melanoleuca ENSAMEG00000000846
neovison_vison ENSNVIG00000011822
mustela_putorius_furo ENSMPUG00000003416
canis_lupus_dingo ENSCAFG00020006981
canis_lupus_familiaris ENSCAFG00000001287
vulpes_vulpes ENSVVUG00000026151
panthera_pardus ENSPPRG00000003440
panthera_tigris_altaica ENSPTIG00000015068
felis_catus ENSFCAG00000005886
ovis_aries ENSOARG00000011264
capra_hircus ENSCHIG00000018098
bos_mutus ENSBMUG00000001490
bos_taurus ENSBTAG00000016891
bison_bison_bison ENSBBBG00000013808
sus_scrofa ENSSSCG00000001535
tursiops_truncatus ENSTTRG00000014341
erinaceus_europaeus ENSEEUG00000015495
chlorocebus_sabaeus ENSCSAG00000009901
spermophilus_dauricus ENSSDAG00000017199
castor_canadensis ENSCCNG00000025850
dipodomys_ordii ENSDORG00000009354
nannospalax_galili ENSNGAG00000014288
nannospalax_galili ENSNGAG00000015137
mesocricetus_auratus ENSMAUG00000020125
mesocricetus_auratus ENSMAUG00000013869
cricetulus_griseus_crigri-picr ENSCGRG00015014730
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020725
cricetulus_griseus_crigri_1.0 ENSCGRG00000012274
peromyscus_maniculatus_bairdii ENSPEMG00000007157
microtus_ochrogaster ENSMOCG00000020027
mus_spicilegus ENSMSIG00000007312
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022225
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062859
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021312
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023630
rattus_norvegicus ENSRNOG00000000499
meriones_unguiculatus ENSMUGG00000019296
chinchilla_lanigera ENSCLAG00000011475
octodon_degus ENSODEG00000016903
cavia_aperea ENSCAPG00000017785
cavia_porcellus ENSCPOG00000011287
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015933
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006187
fukomys_damarensis ENSFDAG00000013497
oryctolagus_cuniculus ENSOCUG00000015587
urocitellus_parryii ENSUPAG00010014741
ictidomys_tridecemlineatus ENSSTOG00000000247
spermophilus_dauricus ENSSDAG00000017174
marmota_marmota_marmota ENSMMMG00000024323
ochotona_princeps ENSOPRG00000015411
tupaia_belangeri ENSTBEG00000017342
homo_sapiens ENSG00000124678
gorilla_gorilla ENSGGOG00000016087
pan_troglodytes ENSPTRG00000018077
pan_paniscus ENSPPAG00000036085
pongo_abelii ENSPPYG00000016523
nomascus_leucogenys ENSNLEG00000008486
piliocolobus_tephrosceles ENSPTEG00000030644
colobus_angolensis_palliatus ENSCANG00000043718
rhinopithecus_bieti ENSRBIG00000026596
rhinopithecus_roxellana ENSRROG00000040521
papio_anubis ENSPANG00000024080
theropithecus_gelada ENSTGEG00000029507
chlorocebus_sabaeus ENSCSAG00000009892
cercocebus_atys ENSCATG00000023254
mandrillus_leucophaeus ENSMLEG00000038731
macaca_nemestrina ENSMNEG00000037244
macaca_mulatta ENSMMUG00000021720
macaca_fascicularis ENSMFAG00000003878
saimiri_boliviensis_boliviensis ENSSBOG00000025221
callithrix_jacchus ENSCJAG00000015429
cebus_capucinus_imitator ENSCCAG00000035758
aotus_nancymaae ENSANAG00000025285
carlito_syrichta ENSTSYG00000008419
prolemur_simus ENSPSMG00000006933
propithecus_coquereli ENSPCOG00000024469
microcebus_murinus ENSMICG00000005056
otolemur_garnettii ENSOGAG00000031615
equus_asinus_asinus ENSEASG00005021114
equus_caballus ENSECAG00000012071
myotis_lucifugus ENSMLUG00000016078
jaculus_jaculus ENSJJAG00000001270
jaculus_jaculus ENSJJAG00000020856
pteropus_vampyrus ENSPVAG00000015603
choloepus_hoffmanni ENSCHOG00000007599
dasypus_novemcinctus ENSDNOG00000015315
loxodonta_africana ENSLAFG00000011497
procavia_capensis ENSPCAG00000015832
