choloepus_hoffmanni ENSCHOG00000001551
latimeria_chalumnae ENSLACG00000006702
rhinopithecus_bieti ENSRBIG00000029013
rhinopithecus_roxellana ENSRROG00000000221
colobus_angolensis_palliatus ENSCANG00000017216
papio_anubis ENSPANG00000032629
cercocebus_atys ENSCATG00000042483
macaca_fascicularis ENSMFAG00000020136
homo_sapiens ENSG00000162645
gorilla_gorilla ENSGGOG00000001719
pan_paniscus ENSPPAG00000039559
pan_troglodytes ENSPTRG00000000937
pongo_abelii ENSPPYG00000001172
callithrix_jacchus ENSCJAG00000042694
callithrix_jacchus ENSCJAG00000042317
aotus_nancymaae ENSANAG00000035063
propithecus_coquereli ENSPCOG00000016057
microtus_ochrogaster ENSMOCG00000018710
microtus_ochrogaster ENSMOCG00000014252
peromyscus_maniculatus_bairdii ENSPEMG00000021955
mesocricetus_auratus ENSMAUG00000018346
cricetulus_griseus_crigri-picr ENSCGRG00015010507
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040264
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026650
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025695
mus_spicilegus ENSMSIG00000001072
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027144
peromyscus_maniculatus_bairdii ENSPEMG00000014377
microtus_ochrogaster ENSMOCG00000008048
cricetulus_griseus_crigri_1.0 ENSCGRG00000000460
cricetulus_griseus_crigri-picr ENSCGRG00015010540
cricetulus_griseus_crigri-picr ENSCGRG00015010437
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023495
mesocricetus_auratus ENSMAUG00000014482
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026651
mus_spicilegus ENSMSIG00000010124
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028270
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025696
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027145
rattus_norvegicus ENSRNOG00000031743
meriones_unguiculatus ENSMUGG00000008487
jaculus_jaculus ENSJJAG00000015984
bos_mutus ENSBMUG00000012956
bos_mutus ENSBMUG00000020160
bos_taurus ENSBTAG00000038938
capra_hircus ENSCHIG00000023910
ovis_aries ENSOARG00000002372
tursiops_truncatus ENSTTRG00000004517
vicugna_pacos ENSVPAG00000004924
sus_scrofa ENSSSCG00000006923
sus_scrofa ENSSSCG00000024973
calidris_pugnax ENSCPUG00000000897
crocodylus_porosus ENSCPRG00005001996
notamacropus_eugenii ENSMEUG00000001758
notamacropus_eugenii ENSMEUG00000016675
notamacropus_eugenii ENSMEUG00000013592
notamacropus_eugenii ENSMEUG00000004130
notamacropus_eugenii ENSMEUG00000000277
phascolarctos_cinereus ENSPCIG00000031140
sarcophilus_harrisii ENSSHAG00000002751
monodelphis_domestica ENSMODG00000012376
monodelphis_domestica ENSMODG00000025651
sarcophilus_harrisii ENSSHAG00000018700
sarcophilus_harrisii ENSSHAG00000002998
notamacropus_eugenii ENSMEUG00000016655
monodelphis_domestica ENSMODG00000025650
ornithorhynchus_anatinus ENSOANG00000013945
ornithorhynchus_anatinus ENSOANG00000004278
ornithorhynchus_anatinus ENSOANG00000011131
ornithorhynchus_anatinus ENSOANG00000012448
salvator_merianae ENSSMRG00000005822
salvator_merianae ENSSMRG00000005807
chrysemys_picta_bellii ENSCPBG00000013759
pogona_vitticeps ENSPVIG00000003286
gopherus_agassizii ENSGAGG00000002175
chrysemys_picta_bellii ENSCPBG00000005563
calidris_pygmaea ENSCPGG00000011159
calidris_pygmaea ENSCPGG00000011672
anas_platyrhynchos_platyrhynchos ENSAPLG00000025832
anas_platyrhynchos_platyrhynchos ENSAPLG00000025684
pogona_vitticeps ENSPVIG00000005706
xenopus_tropicalis ENSXETG00000015092
xenopus_tropicalis ENSXETG00000012345
scleropages_formosus ENSSFOG00015001453
paramormyrops_kingsleyae ENSPKIG00000020651
scleropages_formosus ENSSFOG00015010025
pygocentrus_nattereri ENSPNAG00000011250
danio_rerio ENSDARG00000038669
lepisosteus_oculatus ENSLOCG00000015527
anas_platyrhynchos_platyrhynchos ENSAPLG00000019749
anser_brachyrhynchus ENSABRG00000008457
apteryx_rowi ENSARWG00000008671
chrysemys_picta_bellii ENSCPBG00000008224
gopherus_agassizii ENSGAGG00000005089
gopherus_agassizii ENSGAGG00000018109
chrysemys_picta_bellii ENSCPBG00000005737
sphenodon_punctatus ENSSPUG00000016105
astyanax_mexicanus ENSAMXG00000042021
ovis_aries ENSOARG00000001588
petromyzon_marinus ENSPMAG00000002749
petromyzon_marinus ENSPMAG00000004810
